point,parameter,parameter_value,is_baseline,generations,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,seed,comparison_group,outcome,stable_vertical_gravity,reached_gravity,retained_vertical,collapsed,gravity_reach_generation,vertical_reach_generation,partial_tilt_generation,partial_transposition_generation,max_comb_tilt,max_comb_tilt_generation,max_min_transposition,max_min_transposition_generation,min_success,min_success_generation,final_directional_bias,final_attention,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_transposition_gap,final_comb_tilt,final_success,final_payoff,elapsed_seconds
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,379,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,52,0.311,314,0.471,474,0.161,0,0.841,0.839,0.408,0.518,0.408,0.110,0.148,0.573,3.732,514.654
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,378,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,38,0.250,341,0.490,126,0.152,0,0.907,0.898,0.114,0.183,0.114,0.069,0.232,0.616,4.192,538.839
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,382,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,88,0.357,52,0.405,187,0.160,0,0.872,0.800,0.198,0.324,0.198,0.127,0.122,0.592,3.968,515.257
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,380,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,93,0.272,162,0.398,113,0.172,0,0.864,0.879,0.206,0.489,0.206,0.283,0.099,0.602,3.979,530.327
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,381,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,93,0.385,36,0.370,324,0.166,0,0.783,0.914,0.388,0.360,0.360,0.028,0.142,0.607,3.966,525.984
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,383,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,120,0.373,90,0.434,460,0.157,0,0.828,0.852,0.275,0.342,0.275,0.067,0.110,0.616,4.197,523.402
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,384,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,36,0.347,102,0.346,355,0.154,0,0.771,0.792,0.228,0.386,0.228,0.158,0.128,0.567,3.653,519.890
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,389,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,36,0.374,71,0.401,377,0.151,0,0.828,0.898,0.148,0.136,0.136,0.012,0.132,0.597,3.975,510.434
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,386,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,36,0.265,307,0.445,399,0.163,0,0.846,0.874,0.204,0.250,0.204,0.046,0.144,0.595,4.079,522.477
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,385,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,73,0.301,52,0.360,465,0.155,0,0.859,0.880,0.272,0.208,0.208,0.064,0.136,0.620,4.148,529.012
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,388,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,81,0.263,55,0.385,103,0.162,0,0.902,0.915,0.267,0.294,0.267,0.027,0.183,0.612,4.143,523.156
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,387,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,249,0.292,35,0.420,402,0.169,0,0.784,0.921,0.108,0.163,0.108,0.055,0.179,0.601,4.012,532.862
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,390,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,286,0.346,72,0.398,305,0.159,0,0.831,0.903,0.128,0.330,0.128,0.203,0.117,0.588,4.067,519.280
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,391,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,29,0.230,377,0.404,80,0.157,0,0.836,0.837,0.157,0.220,0.157,0.063,0.134,0.610,4.095,529.091
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,392,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,167,0.432,56,0.398,186,0.162,0,0.867,0.929,0.134,0.432,0.134,0.298,0.098,0.638,4.374,511.706
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,393,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,118,0.295,311,0.379,153,0.182,0,0.773,0.819,0.152,0.210,0.152,0.058,0.124,0.607,3.986,519.009
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,394,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,32,0.273,414,0.315,395,0.157,0,0.882,0.858,0.208,0.206,0.206,0.002,0.157,0.614,4.203,528.355
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,395,unsuccessful,gravity_without_vertical,false,true,false,false,63,not_reached,45,49,0.506,45,0.591,120,0.168,0,0.803,0.876,0.106,0.311,0.106,0.205,0.110,0.615,4.115,510.230
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,397,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,66,0.290,104,0.424,322,0.148,0,0.876,0.907,0.437,0.138,0.138,0.299,0.098,0.620,4.058,511.722
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,396,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,251,0.232,18,0.286,455,0.186,0,0.885,0.871,0.157,0.273,0.157,0.117,0.084,0.631,4.364,533.352
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,398,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,267,0.290,479,0.305,462,0.171,0,0.894,0.831,0.255,0.179,0.179,0.076,0.278,0.600,4.021,531.780
generations_480_alpha_0p1_mut_0p045_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,399,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,75,0.234,444,0.436,144,0.189,0,0.778,0.891,0.073,0.107,0.073,0.034,0.164,0.609,4.106,534.760
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,300,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,259,0.301,219,0.348,437,0.153,0,0.771,0.930,0.149,0.180,0.149,0.031,0.127,0.598,4.105,1079.851
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,301,unsuccessful,gravity_without_vertical,false,true,false,false,594,not_reached,not_reached,59,0.338,49,0.517,594,0.155,0,0.897,0.877,0.271,0.404,0.271,0.133,0.122,0.611,4.054,1084.475
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,303,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,78,0.400,34,0.384,137,0.168,0,0.844,0.869,0.231,0.254,0.231,0.024,0.128,0.623,4.220,1079.583
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,304,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,53,0.324,521,0.378,131,0.165,0,0.772,0.893,0.271,0.229,0.229,0.043,0.122,0.609,4.055,1076.846
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,302,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,34,0.343,913,0.431,57,0.160,0,0.773,0.770,0.262,0.297,0.262,0.035,0.147,0.550,3.615,1092.671
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,306,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,188,0.406,59,0.404,950,0.168,0,0.907,0.842,0.471,0.239,0.239,0.232,0.071,0.604,4.012,1080.422
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,305,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,155,0.349,908,0.429,460,0.183,0,0.889,0.908,0.186,0.351,0.186,0.166,0.098,0.578,3.870,1088.861
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,307,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,154,0.322,29,0.474,441,0.162,0,0.849,0.815,0.190,0.152,0.152,0.037,0.134,0.589,3.913,1081.247
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,308,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,120,0.323,299,0.423,788,0.173,0,0.850,0.791,0.227,0.308,0.227,0.081,0.157,0.576,3.710,1083.464
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,309,unsuccessful,gravity_without_vertical,false,true,false,false,247,not_reached,not_reached,37,0.237,578,0.542,251,0.166,0,0.917,0.865,0.302,0.274,0.274,0.028,0.169,0.617,4.217,1064.632
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,311,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,99,0.359,50,0.358,119,0.176,0,0.823,0.864,0.278,0.350,0.278,0.073,0.108,0.618,4.122,1064.400
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,310,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,39,0.284,505,0.471,920,0.166,0,0.869,0.905,0.242,0.305,0.242,0.064,0.110,0.604,4.060,1072.009
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,313,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,177,0.343,70,0.416,248,0.162,0,0.823,0.882,0.211,0.229,0.211,0.019,0.099,0.607,4.069,1055.911
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,312,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,142,0.371,478,0.370,840,0.158,0,0.827,0.808,0.181,0.404,0.181,0.222,0.165,0.603,3.999,1075.337
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,314,unsuccessful,gravity_without_vertical,false,true,false,false,419,not_reached,not_reached,86,0.231,136,0.520,461,0.165,0,0.839,0.892,0.279,0.477,0.279,0.197,0.143,0.604,4.083,1071.108
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,315,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,38,0.333,765,0.419,205,0.167,0,0.868,0.847,0.127,0.074,0.074,0.053,0.122,0.615,4.199,1073.836
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,316,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,198,0.301,585,0.491,220,0.174,0,0.928,0.874,0.338,0.179,0.179,0.159,0.121,0.622,4.161,1083.618
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,320,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,113,0.419,75,0.338,287,0.158,0,0.804,0.884,0.189,0.202,0.189,0.013,0.097,0.604,4.095,1066.560
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,317,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,36,0.301,177,0.337,916,0.157,0,0.869,0.821,0.188,0.209,0.188,0.021,0.146,0.583,3.947,1079.818
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,319,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,318,0.270,360,0.470,825,0.182,0,0.837,0.851,0.138,0.141,0.138,0.003,0.164,0.604,4.021,1077.041
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,318,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,234,0.268,213,0.476,378,0.146,0,0.899,0.875,0.151,0.176,0.151,0.025,0.155,0.614,4.205,1082.034
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,322,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,36,0.345,535,0.472,177,0.161,0,0.864,0.867,0.099,0.328,0.099,0.229,0.128,0.611,4.158,1058.026
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,321,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,36,0.337,57,0.431,861,0.177,0,0.792,0.836,0.108,0.265,0.108,0.158,0.119,0.620,4.167,1066.396
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,323,unsuccessful,gravity_without_vertical,false,true,false,false,105,not_reached,not_reached,80,0.354,694,0.517,105,0.172,0,0.844,0.838,0.286,0.239,0.239,0.048,0.144,0.595,4.031,1085.139
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,324,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,66,0.349,451,0.394,83,0.145,0,0.809,0.871,0.170,0.154,0.154,0.016,0.277,0.583,3.887,1078.612
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,325,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,51,0.369,34,0.437,257,0.167,0,0.853,0.875,0.259,0.312,0.259,0.053,0.127,0.616,4.124,1080.673
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,327,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,41,0.448,36,0.448,106,0.164,0,0.788,0.844,0.254,0.393,0.254,0.139,0.141,0.593,3.987,1067.233
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,326,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,58,0.371,53,0.372,110,0.176,0,0.931,0.890,0.130,0.100,0.100,0.030,0.186,0.630,4.253,1073.986
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,329,unsuccessful,gravity_without_vertical,false,true,false,false,573,not_reached,not_reached,94,0.320,61,0.580,582,0.165,0,0.805,0.803,0.266,0.172,0.172,0.094,0.185,0.606,4.010,1075.450
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,328,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,65,0.268,855,0.491,463,0.168,0,0.874,0.895,0.213,0.182,0.182,0.030,0.128,0.617,4.201,1083.005
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,330,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,72,0.438,68,0.492,602,0.158,0,0.884,0.905,0.152,0.330,0.152,0.178,0.190,0.610,4.165,1075.051
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,331,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,58,0.399,42,0.488,785,0.173,0,0.765,0.745,0.111,0.322,0.111,0.211,0.184,0.592,3.920,1081.939
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,334,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,100,0.342,49,0.451,957,0.164,0,0.782,0.889,0.417,0.408,0.408,0.009,0.050,0.608,3.984,1067.821
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,332,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,67,0.311,56,0.353,390,0.166,0,0.708,0.830,0.308,0.264,0.264,0.044,0.128,0.590,3.879,1081.336
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,333,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,93,0.344,724,0.484,409,0.166,0,0.882,0.780,0.117,0.248,0.117,0.131,0.226,0.590,3.889,1075.268
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,337,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,159,0.309,739,0.421,174,0.161,0,0.900,0.858,0.247,0.276,0.247,0.029,0.094,0.610,4.194,1071.357
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,336,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,197,0.325,40,0.313,675,0.153,0,0.904,0.841,0.151,0.170,0.151,0.020,0.141,0.627,4.167,1076.831
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,335,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,91,0.475,53,0.307,315,0.152,0,0.855,0.920,0.221,0.329,0.221,0.108,0.132,0.619,4.226,1088.751
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,338,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,65,0.251,828,0.419,73,0.164,0,0.783,0.879,0.151,0.193,0.151,0.042,0.203,0.605,3.996,1082.458
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,339,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,56,0.346,556,0.434,921,0.154,0,0.873,0.878,0.175,0.433,0.175,0.258,0.102,0.620,4.211,1082.779
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,343,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,245,0.396,41,0.388,649,0.154,0,0.828,0.909,0.130,0.181,0.130,0.051,0.213,0.605,4.105,1061.259
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,340,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,101,0.321,45,0.425,511,0.169,0,0.888,0.852,0.314,0.160,0.160,0.154,0.139,0.592,4.071,1086.823
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,341,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,71,0.282,31,0.396,896,0.168,0,0.746,0.737,0.157,0.369,0.157,0.212,0.180,0.557,3.538,1081.867
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,342,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,269,0.284,662,0.445,284,0.163,0,0.843,0.891,0.110,0.129,0.110,0.019,0.181,0.633,4.274,1079.290
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,344,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,100,0.297,419,0.478,536,0.161,0,0.780,0.858,0.188,0.445,0.188,0.257,0.096,0.611,4.019,1078.772
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,345,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,140,0.278,682,0.422,882,0.173,0,0.757,0.866,0.216,0.224,0.216,0.008,0.109,0.611,4.137,1079.465
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,346,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,170,0.298,86,0.412,341,0.168,0,0.870,0.881,0.314,0.292,0.292,0.023,0.116,0.626,4.238,1086.433
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,347,unsuccessful,gravity_without_vertical,false,true,false,false,419,not_reached,not_reached,319,0.267,287,0.516,420,0.160,0,0.848,0.894,0.110,0.157,0.110,0.047,0.170,0.584,4.060,1081.490
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,348,unsuccessful,gravity_without_vertical,false,true,false,false,149,not_reached,not_reached,33,0.281,219,0.522,150,0.172,0,0.851,0.869,0.315,0.282,0.282,0.033,0.050,0.617,4.190,1075.718
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,349,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,71,0.260,480,0.448,335,0.156,0,0.889,0.874,0.316,0.286,0.286,0.030,0.101,0.606,4.048,1075.149
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,350,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,37,0.306,659,0.366,86,0.166,0,0.858,0.873,0.185,0.264,0.185,0.079,0.119,0.587,3.989,1076.127
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,352,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,137,0.318,74,0.484,201,0.160,0,0.858,0.832,0.437,0.252,0.252,0.186,0.089,0.609,3.970,1076.080
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,351,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,202,0.374,33,0.389,675,0.147,0,0.781,0.814,0.237,0.327,0.237,0.090,0.142,0.602,4.038,1089.055
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,354,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,101,0.302,36,0.365,111,0.167,0,0.836,0.898,0.355,0.143,0.143,0.213,0.159,0.610,4.099,1072.900
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,353,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,33,0.281,512,0.403,39,0.158,0,0.834,0.866,0.161,0.169,0.161,0.008,0.197,0.614,4.143,1084.682
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,355,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,24,0.335,887,0.400,744,0.154,0,0.843,0.796,0.194,0.139,0.139,0.055,0.180,0.617,4.066,1064.135
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,356,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,223,0.280,80,0.469,616,0.169,0,0.858,0.881,0.126,0.149,0.126,0.022,0.137,0.613,4.177,1064.165
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,359,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,165,0.375,84,0.331,740,0.165,0,0.740,0.812,0.160,0.273,0.160,0.113,0.225,0.603,3.911,1066.040
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,357,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,169,0.331,811,0.475,449,0.171,0,0.880,0.926,0.226,0.102,0.102,0.124,0.123,0.606,4.200,1083.467
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,358,unsuccessful,gravity_without_vertical,false,true,false,false,250,not_reached,not_reached,113,0.251,496,0.534,252,0.156,0,0.927,0.857,0.190,0.142,0.142,0.049,0.153,0.619,4.213,1080.783
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,360,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,163,0.264,112,0.423,770,0.170,0,0.836,0.916,0.115,0.184,0.115,0.069,0.137,0.587,4.089,1073.008
