number,state,value,food_site_count,food_site_radius,food_site_radius_log_sd,food_site_capacity,food_value,vertical_comb_benefit,food_site_min_distance,food_site_max_distance,foray_shape,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable_count,seed_count,collapse_count,mean_progress,mean_final_success,mean_final_payoff,mean_final_comb_tilt,mean_final_min_transposition,mean_final_dance_propensity,elapsed_seconds
147,COMPLETE,-9.397,1,345.000,0.6,10,,0.320,750.0,7000.000,2.0,3.250000e-05,0.140,0.500,0,10,10,0.603,0.003,0.006,0.722,0.424,0.617,282.866
148,COMPLETE,-5.285,1,345.000,0.6,10,,0.600,750.0,3500.000,2.0,4.500000e-05,0.140,0.400,4,10,10,0.715,0.011,0.055,0.765,0.458,0.486,346.795
149,COMPLETE,1.491,6,255.000,0.6,2,,0.180,750.0,3500.000,2.0,3.000000e-05,0.100,0.700,1,10,0,0.491,0.222,1.966,0.400,0.393,0.541,1021.964
150,COMPLETE,-7.690,2,315.000,0.6,7,,0.580,750.0,6000.000,2.0,2.000000e-05,0.070,0.700,2,10,10,0.310,0.079,0.152,0.267,0.319,0.725,471.942
151,COMPLETE,0.243,4,330.000,0.6,7,,0.520,750.0,6750.000,2.0,1.750000e-05,0.110,0.600,0,10,0,0.243,0.130,0.693,0.198,0.185,0.624,752.857
152,COMPLETE,-9.632,5,75.000,0.6,10,,0.160,750.0,5000.000,2.0,2.500000e-05,0.040,0.300,0,10,10,0.368,0.011,0.001,0.378,0.319,0.642,470.143
153,COMPLETE,0.275,7,315.000,0.6,3,,0.480,750.0,4750.000,2.0,4.000000e-05,0.090,0.100,0,10,0,0.275,0.257,1.849,0.240,0.213,0.562,1069.483
154,COMPLETE,-9.392,6,120.000,0.6,10,,0.420,750.0,6750.000,2.0,5.250000e-05,0.140,0.400,0,10,10,0.608,0.028,0.001,0.504,0.455,0.423,532.652
155,COMPLETE,8.942,6,285.000,0.6,9,,0.600,750.0,3250.000,2.0,5.750000e-05,0.110,0.700,8,10,0,0.942,0.265,2.645,0.814,0.726,0.491,1125.254
156,COMPLETE,-9.697,6,180.000,0.6,9,,0.200,750.0,6750.000,2.0,4.250000e-05,0.050,0.200,0,10,10,0.303,0.002,0.002,0.528,0.204,0.589,385.782
157,COMPLETE,0.234,3,300.000,0.6,11,,0.480,750.0,3000.000,2.0,4.500000e-05,0.080,0.700,0,10,0,0.234,0.201,1.413,0.187,0.214,0.544,835.742
158,COMPLETE,0.323,8,225.000,0.6,7,,0.600,750.0,7000.000,2.0,2.250000e-05,0.120,0.800,0,10,0,0.323,0.141,0.578,0.258,0.225,0.554,989.055
159,COMPLETE,5.696,7,360.000,0.6,6,,0.340,750.0,3500.000,2.0,4.250000e-05,0.090,0.200,5,10,0,0.696,0.351,3.762,0.631,0.527,0.529,1245.737
160,COMPLETE,-9.323,1,75.000,0.6,12,,0.520,750.0,4500.000,2.0,2.500000e-05,0.110,1.000,0,10,10,0.677,0.004,0.001,0.591,0.425,0.470,264.650
161,COMPLETE,-9.597,2,105.000,0.6,3,,0.140,750.0,5250.000,2.0,5.750000e-05,0.040,1.000,0,10,10,0.403,0.006,0.001,0.414,0.355,0.659,310.140
162,COMPLETE,-8.578,1,120.000,0.6,6,,0.520,750.0,3500.000,2.0,2.250000e-05,0.080,0.900,1,10,10,0.422,0.003,0.001,0.409,0.380,0.501,317.854
163,COMPLETE,-8.619,3,240.000,0.6,5,,0.540,750.0,4500.000,2.0,4.500000e-05,0.060,0.100,1,10,10,0.381,0.012,0.025,0.551,0.271,0.311,281.832
164,COMPLETE,0.214,8,270.000,0.6,4,,0.160,750.0,5000.000,2.0,5.500000e-05,0.140,0.800,0,10,0,0.214,0.230,0.833,0.171,0.214,0.613,1127.122
165,COMPLETE,-8.396,3,195.000,0.6,6,,0.240,750.0,7000.000,2.0,6.000000e-05,0.110,1.000,1,10,10,0.604,0.007,0.004,0.593,0.533,0.520,388.473
166,COMPLETE,7.872,8,225.000,0.6,4,,0.580,750.0,5000.000,2.0,3.000000e-05,0.140,0.500,7,10,0,0.872,0.181,1.489,0.731,0.695,0.559,975.688
167,COMPLETE,-9.514,2,255.000,0.6,12,,0.240,750.0,7500.000,2.0,5.750000e-05,0.140,0.700,0,10,10,0.486,0.004,0.005,0.564,0.421,0.539,320.292
168,COMPLETE,-7.478,1,345.000,0.6,10,,0.140,750.0,4500.000,2.0,4.250000e-05,0.070,1.000,2,10,10,0.522,0.005,0.032,0.621,0.448,0.595,268.376
169,COMPLETE,-7.587,3,210.000,0.6,8,,0.320,750.0,6500.000,2.0,5.750000e-05,0.100,0.300,2,10,10,0.413,0.004,0.004,0.572,0.267,0.541,346.927
170,COMPLETE,-9.479,1,120.000,0.6,4,,0.120,750.0,7500.000,2.0,1.000000e-05,0.060,0.700,0,10,10,0.521,0.003,0.001,0.476,0.412,0.563,350.898
171,COMPLETE,-9.491,3,135.000,0.6,7,,0.440,750.0,7250.000,2.0,4.250000e-05,0.120,0.800,0,10,10,0.509,0.015,0.001,0.434,0.473,0.452,420.385
172,COMPLETE,0.261,6,270.000,0.6,6,,0.300,750.0,3750.000,2.0,3.000000e-05,0.060,0.600,0,10,0,0.261,0.243,2.128,0.234,0.170,0.633,1081.296
173,COMPLETE,-9.393,1,105.000,0.6,10,,0.520,750.0,7500.000,2.0,5.750000e-05,0.090,0.100,0,10,10,0.607,0.004,0.001,0.538,0.386,0.449,275.730
174,COMPLETE,-9.488,2,60.000,0.6,8,,0.280,750.0,4000.000,2.0,4.750000e-05,0.100,0.900,0,10,10,0.512,0.006,0.001,0.415,0.445,0.480,324.508
175,COMPLETE,-9.379,4,60.000,0.6,2,,0.340,750.0,6250.000,2.0,1.000000e-05,0.130,0.200,0,10,10,0.621,0.009,0.001,0.516,0.408,0.517,413.092
176,COMPLETE,-7.552,6,90.000,0.6,11,,0.320,750.0,3500.000,2.0,2.500000e-05,0.140,1.000,2,10,10,0.448,0.071,0.181,0.364,0.456,0.705,674.673
177,COMPLETE,-9.589,2,180.000,0.6,6,,0.420,750.0,4000.000,2.0,5.250000e-05,0.090,0.100,0,10,10,0.411,0.002,0.004,0.423,0.328,0.590,315.008
178,COMPLETE,-9.434,4,105.000,0.6,10,,0.600,750.0,5750.000,2.0,3.750000e-05,0.100,0.000,0,10,10,0.566,0.016,0.001,0.509,0.354,0.426,447.487
179,COMPLETE,0.194,8,120.000,0.6,9,,0.300,750.0,5000.000,2.0,2.500000e-05,0.110,0.100,0,10,0,0.194,0.101,0.228,0.155,0.193,0.705,856.044
180,COMPLETE,-9.620,2,195.000,0.6,12,,0.260,750.0,6500.000,2.0,2.750000e-05,0.110,0.800,0,10,10,0.380,0.004,0.003,0.610,0.278,0.496,362.672
181,COMPLETE,0.185,5,210.000,0.6,3,,0.100,750.0,5250.000,2.0,1.500000e-05,0.070,0.900,0,10,0,0.185,0.123,0.830,0.148,0.259,0.678,774.560
182,COMPLETE,-9.659,1,330.000,0.6,3,,0.100,750.0,5750.000,2.0,5.500000e-05,0.070,0.600,0,10,10,0.341,0.003,0.013,0.507,0.265,0.540,265.623
183,COMPLETE,1.363,6,180.000,0.6,9,,0.160,750.0,5750.000,2.0,1.250000e-05,0.110,0.100,1,10,0,0.363,0.101,0.659,0.292,0.310,0.645,739.224
184,COMPLETE,-7.548,1,225.000,0.6,7,,0.280,750.0,6750.000,2.0,1.250000e-05,0.130,0.900,2,10,10,0.452,0.006,0.005,0.429,0.441,0.551,240.541
185,COMPLETE,-9.426,5,150.000,0.6,5,,0.500,750.0,6250.000,2.0,3.250000e-05,0.140,0.800,0,10,10,0.574,0.016,0.002,0.582,0.384,0.515,478.500
186,COMPLETE,0.183,5,210.000,0.6,11,,0.460,750.0,3000.000,2.0,5.000000e-05,0.040,0.300,0,10,0,0.183,0.208,1.346,0.162,0.177,0.677,879.758
187,COMPLETE,-8.580,4,210.000,0.6,5,,0.100,750.0,7000.000,2.0,4.250000e-05,0.080,1.000,1,10,10,0.420,0.004,0.006,0.374,0.447,0.586,426.688
188,COMPLETE,-9.372,1,150.000,0.6,12,,0.120,750.0,4750.000,2.0,4.000000e-05,0.130,0.900,0,10,10,0.628,0.006,0.001,0.524,0.468,0.441,309.478
189,COMPLETE,-9.458,6,60.000,0.6,2,,0.320,750.0,3000.000,2.0,5.500000e-05,0.110,0.400,0,10,10,0.542,0.021,0.001,0.481,0.407,0.501,476.249
190,COMPLETE,-8.859,1,315.000,0.6,8,,0.120,750.0,3250.000,2.0,2.250000e-05,0.070,0.700,0,10,9,0.141,0.082,0.391,0.113,0.221,0.713,531.396
191,COMPLETE,-9.717,7,120.000,0.6,2,,0.220,750.0,7000.000,2.0,2.250000e-05,0.060,0.000,0,10,10,0.283,0.011,0.002,0.233,0.346,0.508,525.869
192,COMPLETE,-9.728,2,180.000,0.6,12,,0.140,750.0,5250.000,2.0,6.000000e-05,0.060,1.000,0,10,10,0.272,0.003,0.002,0.227,0.317,0.478,333.848
193,COMPLETE,-9.892,7,90.000,0.6,12,,0.460,750.0,6750.000,2.0,1.500000e-05,0.080,0.500,0,10,10,0.108,0.038,0.010,0.087,0.147,0.625,613.127
194,COMPLETE,0.205,6,240.000,0.6,8,,0.120,750.0,7250.000,2.0,1.250000e-05,0.090,0.800,0,10,0,0.205,0.120,0.730,0.164,0.212,0.668,811.793
195,COMPLETE,2.402,8,135.000,0.6,9,,0.520,750.0,5000.000,2.0,2.500000e-05,0.140,0.200,2,10,0,0.402,0.106,0.352,0.336,0.321,0.601,869.056
196,COMPLETE,1.318,7,165.000,0.6,7,,0.240,750.0,4000.000,2.0,2.500000e-05,0.080,0.800,1,10,0,0.318,0.153,1.078,0.265,0.270,0.597,941.099
197,COMPLETE,0.187,7,285.000,0.6,7,,0.380,750.0,6500.000,2.0,3.750000e-05,0.080,1.000,0,10,0,0.187,0.190,0.546,0.150,0.214,0.624,1029.093
198,COMPLETE,9.953,8,330.000,0.6,5,,0.460,750.0,5750.000,2.0,2.000000e-05,0.080,0.900,9,10,0,0.953,0.250,2.934,0.828,0.765,0.567,1126.920
199,COMPLETE,-9.450,3,165.000,0.6,10,,0.600,750.0,7500.000,2.0,3.250000e-05,0.130,0.300,0,10,10,0.550,0.013,0.001,0.469,0.430,0.425,396.090
200,COMPLETE,-9.672,4,315.000,0.6,2,,0.600,750.0,6250.000,2.0,5.750000e-05,0.040,0.000,0,10,10,0.328,0.006,0.047,0.551,0.199,0.720,419.752
201,COMPLETE,-8.721,1,225.000,0.6,4,,0.160,750.0,3250.000,2.0,3.000000e-05,0.110,0.500,1,10,10,0.279,0.038,0.026,0.242,0.303,0.585,399.916
202,COMPLETE,-9.350,1,105.000,0.6,8,,0.420,750.0,6250.000,2.0,1.500000e-05,0.090,0.500,0,10,10,0.650,0.004,0.001,0.527,0.483,0.491,328.581
203,COMPLETE,0.163,4,345.000,0.6,4,,0.180,750.0,5000.000,2.0,3.250000e-05,0.050,0.800,0,10,0,0.163,0.201,1.160,0.130,0.186,0.679,853.377
204,COMPLETE,-8.564,1,360.000,0.6,3,,0.320,750.0,7500.000,2.0,5.000000e-05,0.140,0.300,1,10,10,0.436,0.003,0.008,0.549,0.362,0.517,310.545
205,COMPLETE,5.706,7,255.000,0.6,7,,0.360,750.0,7000.000,2.0,1.250000e-05,0.090,0.700,5,10,0,0.706,0.145,1.254,0.591,0.559,0.599,873.560
206,COMPLETE,0.184,3,345.000,0.6,10,,0.360,750.0,3500.000,2.0,4.250000e-05,0.060,0.100,0,10,0,0.184,0.212,1.427,0.147,0.207,0.600,874.168
207,COMPLETE,-7.617,1,240.000,0.6,11,,0.200,750.0,4000.000,2.0,3.000000e-05,0.050,0.100,2,10,10,0.383,0.002,0.008,0.357,0.309,0.662,285.559
208,COMPLETE,-9.430,6,60.000,0.6,2,,0.480,750.0,3500.000,2.0,5.250000e-05,0.120,0.800,0,10,10,0.570,0.023,0.001,0.456,0.472,0.495,480.516
209,COMPLETE,0.163,7,285.000,0.6,9,,0.120,750.0,6750.000,2.0,1.500000e-05,0.060,0.300,0,10,0,0.163,0.186,1.430,0.136,0.204,0.665,944.345
210,COMPLETE,0.438,7,270.000,0.6,2,,0.100,750.0,4000.000,2.0,2.750000e-05,0.140,0.900,0,10,0,0.438,0.223,1.914,0.361,0.329,0.609,999.307
211,COMPLETE,-9.449,7,75.000,0.6,8,,0.520,750.0,7500.000,2.0,1.750000e-05,0.070,0.000,0,10,10,0.551,0.017,0.001,0.458,0.347,0.498,510.597
212,COMPLETE,-8.495,2,285.000,0.6,9,,0.200,750.0,7000.000,2.0,4.250000e-05,0.070,0.400,1,10,10,0.505,0.003,0.009,0.613,0.463,0.466,335.106
213,COMPLETE,1.453,2,285.000,0.6,7,,0.300,750.0,3500.000,2.0,1.000000e-05,0.110,0.000,1,10,0,0.453,0.102,1.013,0.377,0.336,0.597,595.507
214,COMPLETE,-9.844,1,300.000,0.6,9,,0.120,750.0,5500.000,2.0,1.250000e-05,0.050,0.700,0,10,10,0.156,0.037,0.070,0.181,0.176,0.636,330.055
215,COMPLETE,-5.844,3,210.000,0.6,2,,0.280,750.0,4500.000,2.0,2.750000e-05,0.100,0.200,0,10,6,0.156,0.086,0.155,0.127,0.187,0.708,583.178
216,COMPLETE,-9.695,4,345.000,0.6,8,,0.360,750.0,6000.000,2.0,4.750000e-05,0.050,0.300,0,10,10,0.305,0.024,0.067,0.561,0.153,0.589,444.352
217,COMPLETE,-8.545,2,285.000,0.6,2,,0.580,750.0,7500.000,2.0,4.250000e-05,0.130,0.900,1,10,10,0.455,0.004,0.005,0.665,0.302,0.661,341.369
218,COMPLETE,7.991,7,330.000,0.6,10,,0.540,750.0,5500.000,2.0,1.500000e-05,0.130,0.200,7,10,0,0.991,0.210,2.712,0.819,0.739,0.522,1025.527
219,COMPLETE,0.203,7,330.000,0.6,3,,0.120,750.0,3750.000,2.0,3.750000e-05,0.050,0.900,0,10,0,0.203,0.351,3.180,0.173,0.192,0.564,1174.703
220,COMPLETE,1.445,3,210.000,0.6,8,,0.300,750.0,3750.000,2.0,1.750000e-05,0.140,0.300,1,10,0,0.445,0.094,0.654,0.366,0.364,0.601,606.708
221,COMPLETE,2.446,8,300.000,0.6,9,,0.560,750.0,4500.000,2.0,5.750000e-05,0.120,0.000,2,10,0,0.446,0.272,1.690,0.372,0.349,0.588,1195.120
222,COMPLETE,5.697,6,210.000,0.6,10,,0.400,750.0,4000.000,2.0,2.250000e-05,0.080,0.600,5,10,0,0.697,0.170,1.607,0.584,0.534,0.551,893.851
223,COMPLETE,-9.831,7,135.000,0.6,5,,0.560,750.0,7500.000,2.0,2.000000e-05,0.120,0.300,0,10,10,0.169,0.038,0.010,0.142,0.180,0.654,654.051
224,COMPLETE,-9.712,6,195.000,0.6,8,,0.580,750.0,5750.000,2.0,5.750000e-05,0.060,0.400,0,10,10,0.288,0.004,0.009,0.404,0.335,0.451,484.552
225,COMPLETE,-7.465,5,75.000,0.6,4,,0.500,750.0,3500.000,2.0,1.000000e-05,0.050,0.200,2,10,10,0.535,0.045,0.310,0.640,0.362,0.664,550.242
226,COMPLETE,-9.460,1,255.000,0.6,3,,0.180,750.0,5500.000,2.0,5.500000e-05,0.120,0.300,0,10,10,0.540,0.004,0.003,0.570,0.378,0.480,264.501
227,COMPLETE,6.977,7,105.000,0.6,2,,0.540,750.0,3000.000,2.0,2.500000e-05,0.110,0.100,6,10,0,0.977,0.093,0.730,0.808,0.721,0.545,649.309
228,COMPLETE,1.291,2,285.000,0.6,4,,0.100,750.0,4250.000,2.0,1.250000e-05,0.090,0.900,1,10,0,0.291,0.096,0.718,0.235,0.270,0.639,608.096
229,COMPLETE,0.301,5,225.000,0.6,3,,0.160,750.0,4750.000,2.0,1.750000e-05,0.100,0.700,0,10,0,0.301,0.136,1.006,0.241,0.270,0.560,756.936
230,COMPLETE,-9.749,5,60.000,0.6,5,,0.420,750.0,7250.000,2.0,5.750000e-05,0.040,0.500,0,10,10,0.251,0.009,0.001,0.230,0.209,0.563,431.886
231,COMPLETE,-6.659,7,165.000,0.6,6,,0.400,750.0,5750.000,2.0,3.750000e-05,0.050,1.000,2,10,9,0.341,0.069,0.024,0.299,0.397,0.652,622.820
232,COMPLETE,-3.850,3,300.000,0.6,3,,0.300,750.0,3500.000,2.0,5.750000e-05,0.060,0.800,0,10,4,0.150,0.188,0.683,0.120,0.174,0.678,730.552
233,COMPLETE,-7.637,1,210.000,0.6,7,,0.460,750.0,3000.000,2.0,2.750000e-05,0.080,0.200,2,10,10,0.363,0.031,0.039,0.457,0.279,0.603,351.800
234,COMPLETE,-9.417,6,120.000,0.6,3,,0.420,750.0,5250.000,2.0,6.000000e-05,0.100,0.700,0,10,10,0.583,0.022,0.001,0.599,0.447,0.456,526.451
235,COMPLETE,-9.708,2,165.000,0.6,10,,0.100,750.0,4500.000,2.0,2.500000e-05,0.090,0.800,0,10,10,0.292,0.021,0.004,0.333,0.368,0.514,345.336
236,COMPLETE,1.536,7,285.000,0.6,12,,0.160,750.0,4000.000,2.0,3.750000e-05,0.120,0.900,1,10,0,0.536,0.251,2.019,0.431,0.427,0.535,1099.679
237,COMPLETE,-9.442,1,105.000,0.6,9,,0.220,750.0,5750.000,2.0,2.750000e-05,0.080,0.600,0,10,10,0.558,0.004,0.001,0.472,0.423,0.445,313.655
238,COMPLETE,0.249,7,195.000,0.6,7,,0.280,750.0,5250.000,2.0,2.250000e-05,0.090,0.400,0,10,0,0.249,0.143,0.823,0.199,0.229,0.610,935.460
239,COMPLETE,-9.660,7,165.000,0.6,12,,0.200,750.0,5500.000,2.0,5.500000e-05,0.060,0.900,0,10,10,0.340,0.004,0.004,0.452,0.427,0.587,499.397
240,COMPLETE,0.193,7,240.000,0.6,7,,0.120,750.0,3750.000,2.0,4.500000e-05,0.050,0.600,0,10,0,0.193,0.252,1.739,0.155,0.183,0.568,1073.516
241,COMPLETE,-6.483,1,240.000,0.6,2,,0.400,750.0,5250.000,2.0,1.500000e-05,0.120,1.000,3,10,10,0.517,0.011,0.011,0.463,0.494,0.565,326.692
242,COMPLETE,-9.734,6,225.000,0.6,8,,0.200,750.0,7250.000,2.0,5.750000e-05,0.070,0.600,0,10,10,0.266,0.005,0.008,0.404,0.221,0.617,464.104
243,COMPLETE,0.212,6,165.000,0.6,10,,0.360,750.0,3500.000,2.0,3.000000e-05,0.050,0.700,0,10,0,0.212,0.154,1.042,0.175,0.146,0.674,878.535
244,COMPLETE,-9.613,8,75.000,0.6,12,,0.100,750.0,6000.000,2.0,4.750000e-05,0.050,0.100,0,10,10,0.387,0.022,0.001,0.388,0.265,0.594,613.000
245,COMPLETE,-9.544,6,120.000,0.6,9,,0.300,750.0,4750.000,2.0,6.000000e-05,0.090,0.600,0,10,10,0.456,0.019,0.001,0.395,0.464,0.553,553.051
246,COMPLETE,-9.418,3,75.000,0.6,2,,0.420,750.0,6000.000,2.0,4.750000e-05,0.130,0.100,0,10,10,0.582,0.009,0.001,0.501,0.432,0.512,359.026
247,COMPLETE,-9.448,5,135.000,0.6,12,,0.200,750.0,5500.000,2.0,3.750000e-05,0.140,0.700,0,10,10,0.552,0.017,0.001,0.522,0.434,0.520,458.955
248,COMPLETE,1.327,7,165.000,0.6,5,,0.600,750.0,6000.000,2.0,2.750000e-05,0.120,1.000,2,10,1,0.327,0.104,0.131,0.276,0.338,0.656,786.406
249,COMPLETE,0.267,5,285.000,0.6,3,,0.200,750.0,5250.000,2.0,1.250000e-05,0.080,0.400,0,10,0,0.267,0.165,1.502,0.220,0.177,0.574,872.209
250,COMPLETE,0.412,7,90.000,0.6,8,,0.380,750.0,4000.000,2.0,1.500000e-05,0.040,1.000,2,10,2,0.412,0.076,0.454,0.454,0.277,0.665,649.007
251,COMPLETE,-9.456,1,75.000,0.6,9,,0.560,750.0,4000.000,2.0,2.000000e-05,0.130,0.400,0,10,10,0.544,0.004,0.001,0.450,0.415,0.471,285.695
252,COMPLETE,0.177,8,300.000,0.6,10,,0.160,750.0,6500.000,2.0,1.500000e-05,0.050,0.100,0,10,0,0.177,0.228,1.980,0.141,0.202,0.677,1068.077
253,COMPLETE,-9.641,7,135.000,0.6,7,,0.320,750.0,7250.000,2.0,3.000000e-05,0.060,0.800,0,10,10,0.359,0.008,0.001,0.424,0.254,0.544,541.041
254,COMPLETE,0.185,7,255.000,0.6,7,,0.420,750.0,7250.000,2.0,2.750000e-05,0.140,0.400,0,10,0,0.185,0.142,0.301,0.148,0.232,0.640,925.724
255,COMPLETE,0.176,8,105.000,0.6,10,,0.120,750.0,3000.000,2.0,4.250000e-05,0.060,0.600,0,10,0,0.176,0.131,0.532,0.142,0.183,0.589,881.353
256,COMPLETE,-6.298,3,300.000,0.6,8,,0.520,750.0,6750.000,2.0,3.000000e-05,0.140,1.000,3,10,10,0.702,0.014,0.033,0.704,0.564,0.538,378.581
257,COMPLETE,0.362,6,315.000,0.6,12,,0.180,750.0,4000.000,2.0,3.500000e-05,0.130,0.100,0,10,0,0.362,0.245,1.971,0.290,0.307,0.578,1037.552
258,COMPLETE,-9.354,1,120.000,0.6,3,,0.280,750.0,5750.000,2.0,4.750000e-05,0.110,0.000,0,10,10,0.646,0.005,0.001,0.524,0.418,0.488,279.999
259,COMPLETE,2.789,8,210.000,0.6,10,,0.240,750.0,3250.000,2.0,4.500000e-05,0.140,0.100,2,10,0,0.789,0.220,1.761,0.635,0.599,0.469,1070.839
260,COMPLETE,-9.594,2,180.000,0.6,10,,0.440,750.0,5750.000,2.0,6.000000e-05,0.080,0.600,0,10,10,0.406,0.003,0.003,0.619,0.318,0.519,336.971
261,COMPLETE,-8.613,2,240.000,0.6,2,,0.160,750.0,6750.000,2.0,4.250000e-05,0.080,0.400,1,10,10,0.387,0.002,0.005,0.449,0.398,0.514,352.979
262,COMPLETE,-9.803,4,135.000,0.6,8,,0.340,750.0,4500.000,2.0,1.500000e-05,0.110,0.600,0,10,10,0.197,0.067,0.264,0.158,0.222,0.699,613.894
263,COMPLETE,-8.529,7,210.000,0.6,5,,0.580,750.0,7250.000,2.0,6.000000e-05,0.130,0.000,1,10,10,0.471,0.009,0.008,0.494,0.330,0.380,490.985
264,COMPLETE,-8.534,6,135.000,0.6,10,,0.140,750.0,6500.000,2.0,3.250000e-05,0.070,0.500,1,10,10,0.466,0.009,0.001,0.499,0.354,0.604,510.910
265,COMPLETE,2.488,8,300.000,0.6,10,,0.260,750.0,3250.000,2.0,2.500000e-05,0.070,0.400,2,10,0,0.488,0.346,3.881,0.475,0.314,0.589,1213.776
266,COMPLETE,1.313,8,300.000,0.6,8,,0.260,750.0,3750.000,2.0,5.000000e-05,0.080,0.200,1,10,0,0.313,0.330,2.728,0.289,0.266,0.550,1181.405
267,COMPLETE,-9.422,5,60.000,0.6,3,,0.240,750.0,4250.000,2.0,4.750000e-05,0.080,0.800,0,10,10,0.578,0.018,0.001,0.471,0.400,0.498,473.679
268,COMPLETE,0.226,2,285.000,0.6,10,,0.380,750.0,3000.000,2.0,2.750000e-05,0.080,0.500,0,10,0,0.226,0.133,0.969,0.181,0.203,0.633,679.539
269,COMPLETE,1.319,6,240.000,0.6,7,,0.540,750.0,4250.000,2.0,4.750000e-05,0.140,0.100,1,10,0,0.319,0.183,0.775,0.258,0.264,0.654,932.840
270,COMPLETE,-8.726,4,255.000,0.6,9,,0.300,750.0,5500.000,2.0,4.000000e-05,0.100,0.200,1,10,10,0.274,0.076,0.053,0.298,0.316,0.643,547.508
271,COMPLETE,-8.386,3,120.000,0.6,5,,0.440,750.0,3000.000,2.0,4.500000e-05,0.060,0.600,1,10,10,0.614,0.016,0.004,0.567,0.504,0.617,390.691
272,COMPLETE,-9.543,3,120.000,0.6,2,,0.560,750.0,5750.000,2.0,3.250000e-05,0.050,0.800,0,10,10,0.457,0.010,0.001,0.437,0.414,0.565,417.963
273,COMPLETE,-9.823,1,315.000,0.6,10,,0.300,750.0,3750.000,2.0,2.250000e-05,0.100,0.400,0,10,10,0.177,0.063,0.172,0.141,0.192,0.584,457.934
274,COMPLETE,-9.416,6,75.000,0.6,10,,0.120,750.0,6000.000,2.0,5.750000e-05,0.080,0.200,0,10,10,0.584,0.024,0.001,0.470,0.501,0.482,448.991
275,COMPLETE,-9.450,1,105.000,0.6,3,,0.520,750.0,3250.000,2.0,5.000000e-05,0.080,0.700,0,10,10,0.550,0.005,0.001,0.444,0.436,0.568,294.084
276,COMPLETE,-8.436,1,210.000,0.6,6,,0.300,750.0,3500.000,2.0,5.250000e-05,0.140,0.200,1,10,10,0.564,0.004,0.004,0.548,0.488,0.518,262.695
277,COMPLETE,-8.696,4,240.000,0.6,11,,0.100,750.0,5500.000,2.0,4.000000e-05,0.090,0.300,1,10,10,0.304,0.048,0.029,0.409,0.229,0.458,492.844
278,COMPLETE,-9.476,2,165.000,0.6,11,,0.480,750.0,6000.000,2.0,5.750000e-05,0.070,0.300,0,10,10,0.524,0.009,0.001,0.500,0.404,0.619,357.024
279,COMPLETE,-8.544,3,165.000,0.6,8,,0.480,750.0,5750.000,2.0,3.000000e-05,0.120,0.700,1,10,10,0.456,0.007,0.002,0.589,0.351,0.459,377.948
280,COMPLETE,2.438,8,180.000,0.6,3,,0.320,750.0,3500.000,2.0,5.000000e-05,0.120,0.000,2,10,0,0.438,0.187,1.013,0.362,0.407,0.570,1020.007
281,COMPLETE,-9.399,8,120.000,0.6,4,,0.120,750.0,7000.000,2.0,5.750000e-05,0.120,0.100,0,10,10,0.601,0.021,0.001,0.501,0.420,0.517,590.207
282,COMPLETE,0.153,3,315.000,0.6,4,,0.160,750.0,3000.000,2.0,4.500000e-05,0.040,0.100,0,10,0,0.153,0.225,1.620,0.130,0.203,0.675,817.279
283,COMPLETE,0.161,7,210.000,0.6,12,,0.160,750.0,6750.000,2.0,2.250000e-05,0.040,0.700,0,10,0,0.161,0.138,0.450,0.140,0.162,0.706,843.567
284,COMPLETE,-9.339,1,75.000,0.6,3,,0.520,750.0,3750.000,2.0,1.250000e-05,0.120,0.300,0,10,10,0.661,0.004,0.001,0.546,0.432,0.509,268.176
285,COMPLETE,1.649,7,315.000,0.6,3,,0.140,750.0,6250.000,2.0,1.750000e-05,0.120,1.000,1,10,0,0.649,0.192,1.569,0.523,0.569,0.596,1010.798
286,COMPLETE,-9.659,1,300.000,0.6,12,,0.280,750.0,6500.000,2.0,6.000000e-05,0.060,0.300,0,10,10,0.341,0.001,0.007,0.443,0.313,0.641,283.119
287,COMPLETE,-8.504,1,330.000,0.6,12,,0.320,750.0,7000.000,2.0,4.000000e-05,0.120,0.300,1,10,10,0.496,0.003,0.010,0.552,0.482,0.707,263.132
288,COMPLETE,-7.465,3,180.000,0.6,10,,0.160,750.0,6000.000,2.0,3.500000e-05,0.100,0.800,2,10,10,0.535,0.006,0.002,0.527,0.446,0.515,362.680
289,COMPLETE,-8.759,6,150.000,0.6,7,,0.500,750.0,6000.000,2.0,6.000000e-05,0.040,0.600,0,10,9,0.241,0.006,0.003,0.298,0.239,0.724,464.249
290,COMPLETE,-9.702,5,75.000,0.6,8,,0.140,750.0,6250.000,2.0,3.500000e-05,0.050,0.500,0,10,10,0.298,0.012,0.001,0.350,0.260,0.665,421.987
291,COMPLETE,1.307,8,105.000,0.6,2,,0.300,750.0,3500.000,2.0,3.500000e-05,0.130,0.000,1,10,0,0.307,0.098,0.245,0.254,0.328,0.700,771.708
292,COMPLETE,-9.411,1,135.000,0.6,12,,0.140,750.0,5500.000,2.0,4.250000e-05,0.140,0.000,0,10,10,0.589,0.008,0.001,0.471,0.461,0.561,341.164
293,COMPLETE,0.206,4,330.000,0.6,5,,0.460,750.0,5000.000,2.0,3.000000e-05,0.090,0.200,0,10,0,0.206,0.175,1.020,0.178,0.176,0.605,876.894
