point,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,group_kind,group,runs,seeds,stable_fraction,reached_gravity_fraction,retained_vertical_fraction,collapse_fraction,mean_gravity_reach_generation,mean_vertical_reach_generation,mean_partial_tilt_generation,mean_partial_transposition_generation,mean_max_comb_tilt,mean_max_min_transposition,mean_min_success,mean_final_directional_bias,mean_final_attention,mean_final_min_transposition,mean_final_transposition_gap,mean_final_comb_tilt,mean_final_success,mean_final_payoff
baseline,baseline,baseline,true,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.910,0.990,0.910,0.000,56.303,51.121,28.330,26.040,0.909,0.858,0.103,0.761,0.774,0.787,0.035,0.853,0.436,5.655
baseline,baseline,baseline,true,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,comparison,successful,91,"300,301,302,303,304,305,306,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,328,329,330,331,332,333,334,336,337,338,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,369,370,371,372,373,374,376,377,378,379,380,381,382,383,384,385,386,388,389,390,392,393,394,395,396,398,399",1.000,1.000,1.000,0.000,56.165,51.176,28.374,26.352,0.911,0.864,0.104,0.761,0.777,0.792,0.036,0.862,0.437,5.692
baseline,baseline,baseline,true,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,comparison,unsuccessful,9,"307,327,335,339,368,375,387,391,397",0.000,0.889,0.000,0.000,57.875,50.500,27.889,22.889,0.882,0.802,0.099,0.759,0.753,0.736,0.024,0.766,0.426,5.287
baseline,baseline,baseline,true,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,outcome,gravity_without_vertical,8,"307,327,335,339,368,387,391,397",0.000,1.000,0.000,0.000,57.875,50.500,26.875,20.125,0.905,0.861,0.099,0.774,0.780,0.796,0.024,0.778,0.430,5.389
baseline,baseline,baseline,true,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,outcome,partial_tilt,1,375,0.000,0.000,0.000,0.000,not_reached,not_reached,36.000,45.000,0.695,0.337,0.100,0.641,0.537,0.260,0.024,0.668,0.397,4.473
baseline,baseline,baseline,true,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,outcome,success,91,"300,301,302,303,304,305,306,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,328,329,330,331,332,333,334,336,337,338,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,369,370,371,372,373,374,376,377,378,379,380,381,382,383,384,385,386,388,389,390,392,393,394,395,396,398,399",1.000,1.000,1.000,0.000,56.165,51.176,28.374,26.352,0.911,0.864,0.104,0.761,0.777,0.792,0.036,0.862,0.437,5.692
vertical_comb_benefit_0p500,vertical_comb_benefit,0.500,false,7,0.220,14,1.000,0.500,7.500,0.020,0.080,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.800,0.960,0.820,0.000,56.052,56.320,30.303,25.120,0.894,0.846,0.103,0.772,0.772,0.788,0.031,0.838,0.435,5.360
vertical_comb_benefit_0p500,vertical_comb_benefit,0.500,false,7,0.220,14,1.000,0.500,7.500,0.020,0.080,0.900,comparison,successful,80,"300,301,302,303,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,324,325,326,327,330,332,333,334,335,336,337,339,340,341,343,345,346,349,350,351,352,353,354,355,356,357,359,360,361,362,364,365,366,367,368,369,371,372,373,374,375,376,377,378,379,381,382,383,384,386,387,389,390,391,395,396,397,398,399",1.000,1.000,1.000,0.000,54.575,55.112,28.887,23.425,0.907,0.874,0.103,0.781,0.781,0.818,0.028,0.860,0.438,5.451
vertical_comb_benefit_0p500,vertical_comb_benefit,0.500,false,7,0.220,14,1.000,0.500,7.500,0.020,0.080,0.900,comparison,unsuccessful,20,"304,322,323,328,329,331,338,342,344,347,348,358,363,370,380,385,388,392,393,394",0.000,0.800,0.100,0.000,63.438,62.000,36.263,31.900,0.843,0.735,0.104,0.733,0.735,0.672,0.045,0.752,0.423,4.997
vertical_comb_benefit_0p500,vertical_comb_benefit,0.500,false,7,0.220,14,1.000,0.500,7.500,0.020,0.080,0.900,outcome,flat,1,331,0.000,0.000,0.000,0.000,not_reached,not_reached,not_reached,75.000,0.481,0.278,0.109,0.722,0.756,0.222,0.027,0.481,0.405,4.172
vertical_comb_benefit_0p500,vertical_comb_benefit,0.500,false,7,0.220,14,1.000,0.500,7.500,0.020,0.080,0.900,outcome,gravity_without_vertical,15,"322,323,328,329,338,342,344,347,348,358,363,370,385,388,392",0.000,1.000,0.000,0.000,64.000,66.929,32.867,30.067,0.883,0.839,0.104,0.748,0.785,0.786,0.031,0.772,0.429,5.150
vertical_comb_benefit_0p500,vertical_comb_benefit,0.500,false,7,0.220,14,1.000,0.500,7.500,0.020,0.080,0.900,outcome,partial_tilt,2,"380,394",0.000,0.000,0.000,0.000,not_reached,40.000,73.000,29.500,0.681,0.366,0.101,0.734,0.655,0.279,0.052,0.645,0.413,4.548
vertical_comb_benefit_0p500,vertical_comb_benefit,0.500,false,7,0.220,14,1.000,0.500,7.500,0.020,0.080,0.900,outcome,success,80,"300,301,302,303,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,324,325,326,327,330,332,333,334,335,336,337,339,340,341,343,345,346,349,350,351,352,353,354,355,356,357,359,360,361,362,364,365,366,367,368,369,371,372,373,374,375,376,377,378,379,381,382,383,384,386,387,389,390,391,395,396,397,398,399",1.000,1.000,1.000,0.000,54.575,55.112,28.887,23.425,0.907,0.874,0.103,0.781,0.781,0.818,0.028,0.860,0.438,5.451
vertical_comb_benefit_0p500,vertical_comb_benefit,0.500,false,7,0.220,14,1.000,0.500,7.500,0.020,0.080,0.900,outcome,vertical_without_gravity,2,"304,393",0.000,0.500,1.000,0.000,55.000,38.500,25.000,26.500,0.885,0.548,0.108,0.626,0.427,0.437,0.145,0.847,0.398,4.713
vertical_comb_benefit_0p540,vertical_comb_benefit,0.540,false,7,0.220,14,1.000,0.540,7.500,0.020,0.080,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.880,0.970,0.880,0.000,57.990,54.635,29.140,25.830,0.896,0.852,0.103,0.777,0.777,0.783,0.032,0.844,0.437,5.526
vertical_comb_benefit_0p540,vertical_comb_benefit,0.540,false,7,0.220,14,1.000,0.540,7.500,0.020,0.080,0.900,comparison,successful,88,"300,301,302,303,304,305,306,307,309,310,311,312,313,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,337,338,340,341,342,343,344,346,347,348,349,350,351,352,353,354,355,358,359,360,361,362,363,364,365,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,386,388,390,391,392,393,394,395,396,397,398,399",1.000,1.000,1.000,0.000,55.920,53.625,28.705,24.943,0.909,0.876,0.103,0.787,0.782,0.809,0.028,0.861,0.439,5.604
vertical_comb_benefit_0p540,vertical_comb_benefit,0.540,false,7,0.220,14,1.000,0.540,7.500,0.020,0.080,0.900,comparison,unsuccessful,12,"308,314,335,336,339,345,356,357,366,385,387,389",0.000,0.750,0.000,0.000,78.222,65.750,32.333,32.333,0.800,0.674,0.103,0.703,0.742,0.591,0.062,0.718,0.420,4.960
vertical_comb_benefit_0p540,vertical_comb_benefit,0.540,false,7,0.220,14,1.000,0.540,7.500,0.020,0.080,0.900,outcome,gravity_without_vertical,9,"308,314,335,339,345,357,366,385,389",0.000,1.000,0.000,0.000,78.222,65.750,26.444,29.000,0.863,0.781,0.103,0.732,0.738,0.689,0.058,0.767,0.423,5.125
vertical_comb_benefit_0p540,vertical_comb_benefit,0.540,false,7,0.220,14,1.000,0.540,7.500,0.020,0.080,0.900,outcome,partial_tilt,3,"336,356,387",0.000,0.000,0.000,0.000,not_reached,not_reached,50.000,42.333,0.609,0.351,0.102,0.619,0.755,0.295,0.075,0.571,0.410,4.465
vertical_comb_benefit_0p540,vertical_comb_benefit,0.540,false,7,0.220,14,1.000,0.540,7.500,0.020,0.080,0.900,outcome,success,88,"300,301,302,303,304,305,306,307,309,310,311,312,313,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,337,338,340,341,342,343,344,346,347,348,349,350,351,352,353,354,355,358,359,360,361,362,363,364,365,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,386,388,390,391,392,393,394,395,396,397,398,399",1.000,1.000,1.000,0.000,55.920,53.625,28.705,24.943,0.909,0.876,0.103,0.787,0.782,0.809,0.028,0.861,0.439,5.604
vertical_comb_benefit_0p600,vertical_comb_benefit,0.600,false,7,0.220,14,1.000,0.600,7.500,0.020,0.080,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.930,1.000,0.940,0.000,60.040,48.808,26.390,26.460,0.907,0.860,0.103,0.765,0.766,0.799,0.028,0.856,0.437,5.746
vertical_comb_benefit_0p600,vertical_comb_benefit,0.600,false,7,0.220,14,1.000,0.600,7.500,0.020,0.080,0.900,comparison,successful,93,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,323,324,325,326,327,328,329,330,331,333,335,337,338,339,340,341,342,343,344,345,347,348,349,350,352,353,354,355,356,357,358,359,360,361,362,363,364,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",1.000,1.000,1.000,0.000,57.968,48.484,26.172,26.247,0.910,0.870,0.104,0.772,0.771,0.811,0.026,0.862,0.439,5.786
vertical_comb_benefit_0p600,vertical_comb_benefit,0.600,false,7,0.220,14,1.000,0.600,7.500,0.020,0.080,0.900,comparison,unsuccessful,7,"322,332,334,336,346,351,365",0.000,1.000,0.143,0.000,87.571,53.833,29.286,29.286,0.879,0.722,0.101,0.676,0.701,0.638,0.061,0.783,0.416,5.211
vertical_comb_benefit_0p600,vertical_comb_benefit,0.600,false,7,0.220,14,1.000,0.600,7.500,0.020,0.080,0.900,outcome,gravity_without_vertical,6,"322,332,336,346,351,365",0.000,1.000,0.000,0.000,89.667,49.800,29.000,27.833,0.876,0.716,0.101,0.665,0.701,0.676,0.052,0.776,0.415,5.194
vertical_comb_benefit_0p600,vertical_comb_benefit,0.600,false,7,0.220,14,1.000,0.600,7.500,0.020,0.080,0.900,outcome,success,93,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,323,324,325,326,327,328,329,330,331,333,335,337,338,339,340,341,342,343,344,345,347,348,349,350,352,353,354,355,356,357,358,359,360,361,362,363,364,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",1.000,1.000,1.000,0.000,57.968,48.484,26.172,26.247,0.910,0.870,0.104,0.772,0.771,0.811,0.026,0.862,0.439,5.786
vertical_comb_benefit_0p600,vertical_comb_benefit,0.600,false,7,0.220,14,1.000,0.600,7.500,0.020,0.080,0.900,outcome,vertical_without_gravity,1,334,0.000,1.000,1.000,0.000,75.000,74.000,31.000,38.000,0.899,0.757,0.105,0.746,0.705,0.412,0.113,0.821,0.421,5.307
food_site_max_distance_6p500,food_site_max_distance,6.500,false,7,0.220,14,1.000,0.580,6.500,0.020,0.080,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.930,0.990,0.930,0.000,53.525,50.828,27.870,26.220,0.906,0.865,0.121,0.762,0.765,0.800,0.030,0.851,0.452,6.024
food_site_max_distance_6p500,food_site_max_distance,6.500,false,7,0.220,14,1.000,0.580,6.500,0.020,0.080,0.900,comparison,successful,93,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,319,320,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,358,359,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,391,393,394,395,396,397,398,399",1.000,1.000,1.000,0.000,54.161,50.140,27.548,26.054,0.908,0.873,0.121,0.768,0.770,0.806,0.030,0.856,0.452,6.048
food_site_max_distance_6p500,food_site_max_distance,6.500,false,7,0.220,14,1.000,0.580,6.500,0.020,0.080,0.900,comparison,unsuccessful,7,"318,321,341,357,360,390,392",0.000,0.857,0.000,0.000,43.667,61.500,32.143,28.429,0.877,0.765,0.122,0.675,0.702,0.722,0.021,0.774,0.445,5.702
food_site_max_distance_6p500,food_site_max_distance,6.500,false,7,0.220,14,1.000,0.580,6.500,0.020,0.080,0.900,outcome,gravity_without_vertical,6,"318,321,357,360,390,392",0.000,1.000,0.000,0.000,43.667,61.500,30.667,27.167,0.897,0.815,0.122,0.667,0.718,0.764,0.019,0.779,0.446,5.746
food_site_max_distance_6p500,food_site_max_distance,6.500,false,7,0.220,14,1.000,0.580,6.500,0.020,0.080,0.900,outcome,partial_tilt,1,341,0.000,0.000,0.000,0.000,not_reached,not_reached,41.000,36.000,0.757,0.468,0.122,0.725,0.607,0.468,0.035,0.745,0.435,5.435
food_site_max_distance_6p500,food_site_max_distance,6.500,false,7,0.220,14,1.000,0.580,6.500,0.020,0.080,0.900,outcome,success,93,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,319,320,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,358,359,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,391,393,394,395,396,397,398,399",1.000,1.000,1.000,0.000,54.161,50.140,27.548,26.054,0.908,0.873,0.121,0.768,0.770,0.806,0.030,0.856,0.452,6.048
food_site_max_distance_7p000,food_site_max_distance,7.000,false,7,0.220,14,1.000,0.580,7.000,0.020,0.080,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.900,0.990,0.900,0.000,55.556,49.960,27.740,25.120,0.908,0.860,0.111,0.766,0.765,0.786,0.037,0.852,0.446,5.882
food_site_max_distance_7p000,food_site_max_distance,7.000,false,7,0.220,14,1.000,0.580,7.000,0.020,0.080,0.900,comparison,successful,90,"300,302,303,305,306,307,308,309,310,311,312,313,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,337,338,339,341,342,343,344,345,347,348,349,350,351,352,353,354,355,357,358,359,360,361,362,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,399",1.000,1.000,1.000,0.000,54.533,49.767,27.233,24.467,0.913,0.870,0.111,0.772,0.768,0.795,0.038,0.864,0.447,5.926
food_site_max_distance_7p000,food_site_max_distance,7.000,false,7,0.220,14,1.000,0.580,7.000,0.020,0.080,0.900,comparison,unsuccessful,10,"301,304,314,335,336,340,346,356,363,398",0.000,0.900,0.000,0.000,65.778,51.889,32.300,31.000,0.861,0.768,0.113,0.718,0.741,0.703,0.025,0.736,0.441,5.493
food_site_max_distance_7p000,food_site_max_distance,7.000,false,7,0.220,14,1.000,0.580,7.000,0.020,0.080,0.900,outcome,flat,1,363,0.000,0.000,0.000,0.000,not_reached,not_reached,53.000,23.000,0.519,0.339,0.126,0.832,0.792,0.168,0.036,0.348,0.460,4.801
food_site_max_distance_7p000,food_site_max_distance,7.000,false,7,0.220,14,1.000,0.580,7.000,0.020,0.080,0.900,outcome,gravity_without_vertical,9,"301,304,314,335,336,340,346,356,398",0.000,1.000,0.000,0.000,65.778,51.889,30.000,31.889,0.899,0.815,0.111,0.705,0.735,0.762,0.024,0.780,0.439,5.570
food_site_max_distance_7p000,food_site_max_distance,7.000,false,7,0.220,14,1.000,0.580,7.000,0.020,0.080,0.900,outcome,success,90,"300,302,303,305,306,307,308,309,310,311,312,313,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,337,338,339,341,342,343,344,345,347,348,349,350,351,352,353,354,355,357,358,359,360,361,362,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,399",1.000,1.000,1.000,0.000,54.533,49.767,27.233,24.467,0.913,0.870,0.111,0.772,0.768,0.795,0.038,0.864,0.447,5.926
food_site_max_distance_8p000,food_site_max_distance,8.000,false,7,0.220,14,1.000,0.580,8.000,0.020,0.080,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.930,0.990,0.930,0.000,59.323,54.684,29.310,26.140,0.906,0.861,0.096,0.762,0.770,0.794,0.031,0.848,0.425,5.415
food_site_max_distance_8p000,food_site_max_distance,8.000,false,7,0.220,14,1.000,0.580,8.000,0.020,0.080,0.900,comparison,successful,93,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,329,330,331,332,333,334,336,338,339,340,342,343,344,345,346,347,349,350,351,352,353,354,355,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",1.000,1.000,1.000,0.000,58.430,54.710,28.925,25.656,0.909,0.875,0.096,0.770,0.775,0.806,0.031,0.858,0.427,5.466
food_site_max_distance_8p000,food_site_max_distance,8.000,false,7,0.220,14,1.000,0.580,8.000,0.020,0.080,0.900,comparison,unsuccessful,7,"328,335,337,341,348,356,377",0.000,0.857,0.000,0.000,73.167,54.200,34.429,32.571,0.868,0.671,0.096,0.656,0.705,0.631,0.035,0.714,0.401,4.734
food_site_max_distance_8p000,food_site_max_distance,8.000,false,7,0.220,14,1.000,0.580,8.000,0.020,0.080,0.900,outcome,gravity_without_vertical,6,"328,335,341,348,356,377",0.000,1.000,0.000,0.000,73.167,54.200,36.000,33.667,0.880,0.738,0.097,0.677,0.673,0.692,0.037,0.751,0.404,4.857
food_site_max_distance_8p000,food_site_max_distance,8.000,false,7,0.220,14,1.000,0.580,8.000,0.020,0.080,0.900,outcome,partial_transposition,1,337,0.000,0.000,0.000,0.000,not_reached,not_reached,25.000,26.000,0.796,0.272,0.093,0.531,0.893,0.262,0.029,0.496,0.384,3.993
food_site_max_distance_8p000,food_site_max_distance,8.000,false,7,0.220,14,1.000,0.580,8.000,0.020,0.080,0.900,outcome,success,93,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,329,330,331,332,333,334,336,338,339,340,342,343,344,345,346,347,349,350,351,352,353,354,355,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",1.000,1.000,1.000,0.000,58.430,54.710,28.925,25.656,0.909,0.875,0.096,0.770,0.775,0.806,0.031,0.858,0.427,5.466
food_site_max_distance_8p500,food_site_max_distance,8.500,false,7,0.220,14,1.000,0.580,8.500,0.020,0.080,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.880,0.950,0.890,0.000,57.863,54.358,30.210,28.120,0.899,0.851,0.090,0.783,0.792,0.782,0.028,0.839,0.410,5.104
food_site_max_distance_8p500,food_site_max_distance,8.500,false,7,0.220,14,1.000,0.580,8.500,0.020,0.080,0.900,comparison,successful,88,"300,301,302,303,304,306,307,309,310,311,312,313,314,316,317,318,319,320,321,322,324,325,326,327,328,329,330,331,332,333,335,336,337,338,339,340,341,342,343,345,349,351,352,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,399",1.000,1.000,1.000,0.000,57.602,54.114,29.193,27.489,0.912,0.878,0.090,0.783,0.801,0.813,0.026,0.864,0.412,5.199
food_site_max_distance_8p500,food_site_max_distance,8.500,false,7,0.220,14,1.000,0.580,8.500,0.020,0.080,0.900,comparison,unsuccessful,12,"305,308,315,323,334,344,346,347,348,350,353,398",0.000,0.583,0.083,0.000,61.143,57.429,37.667,32.750,0.802,0.656,0.093,0.779,0.726,0.557,0.046,0.654,0.390,4.406
food_site_max_distance_8p500,food_site_max_distance,8.500,false,7,0.220,14,1.000,0.580,8.500,0.020,0.080,0.900,outcome,flat,2,"344,350",0.000,0.000,0.000,0.000,not_reached,not_reached,25.500,28.000,0.659,0.415,0.087,0.778,0.699,0.191,0.032,0.307,0.389,3.747
food_site_max_distance_8p500,food_site_max_distance,8.500,false,7,0.220,14,1.000,0.580,8.500,0.020,0.080,0.900,outcome,gravity_without_vertical,7,"308,315,334,346,347,353,398",0.000,1.000,0.000,0.000,61.143,56.667,33.714,26.714,0.885,0.836,0.093,0.786,0.742,0.762,0.044,0.771,0.394,4.700
food_site_max_distance_8p500,food_site_max_distance,8.500,false,7,0.220,14,1.000,0.580,8.500,0.020,0.080,0.900,outcome,partial_tilt,1,348,0.000,0.000,0.000,0.000,not_reached,not_reached,110.000,102.000,0.560,0.321,0.094,0.755,0.731,0.321,0.031,0.560,0.381,4.017
food_site_max_distance_8p500,food_site_max_distance,8.500,false,7,0.220,14,1.000,0.580,8.500,0.020,0.080,0.900,outcome,partial_transposition,1,305,0.000,0.000,0.000,0.000,not_reached,not_reached,27.000,28.000,0.708,0.487,0.101,0.863,0.688,0.282,0.033,0.470,0.396,4.140
food_site_max_distance_8p500,food_site_max_distance,8.500,false,7,0.220,14,1.000,0.580,8.500,0.020,0.080,0.900,outcome,success,88,"300,301,302,303,304,306,307,309,310,311,312,313,314,316,317,318,319,320,321,322,324,325,326,327,328,329,330,331,332,333,335,336,337,338,339,340,341,342,343,345,349,351,352,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,399",1.000,1.000,1.000,0.000,57.602,54.114,29.193,27.489,0.912,0.878,0.090,0.783,0.801,0.813,0.026,0.864,0.412,5.199
food_site_max_distance_8p500,food_site_max_distance,8.500,false,7,0.220,14,1.000,0.580,8.500,0.020,0.080,0.900,outcome,vertical_without_gravity,1,323,0.000,0.000,1.000,0.000,not_reached,62.000,28.000,20.000,0.840,0.379,0.096,0.673,0.696,0.374,0.113,0.803,0.369,4.317
transposition_mutation_correlation_0p700,transposition_mutation_correlation,0.700,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.700,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.960,0.980,0.970,0.000,57.388,52.202,27.960,27.110,0.912,0.837,0.103,0.756,0.761,0.777,0.058,0.857,0.435,5.645
transposition_mutation_correlation_0p700,transposition_mutation_correlation,0.700,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.700,comparison,successful,96,"300,301,302,303,304,306,307,308,309,310,311,312,313,314,315,316,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,396,397,398,399",1.000,1.000,1.000,0.000,57.740,52.760,27.417,27.271,0.914,0.846,0.103,0.757,0.764,0.787,0.057,0.863,0.435,5.667
transposition_mutation_correlation_0p700,transposition_mutation_correlation,0.700,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.700,comparison,unsuccessful,4,"305,317,378,395",0.000,0.500,0.250,0.000,40.500,34.333,41.000,23.250,0.858,0.629,0.102,0.733,0.680,0.542,0.072,0.723,0.424,5.118
transposition_mutation_correlation_0p700,transposition_mutation_correlation,0.700,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.700,outcome,gravity_without_vertical,2,"305,378",0.000,1.000,0.000,0.000,40.500,35.500,23.000,17.000,0.912,0.889,0.103,0.785,0.845,0.750,0.111,0.794,0.446,5.671
transposition_mutation_correlation_0p700,transposition_mutation_correlation,0.700,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.700,outcome,partial_transposition,1,317,0.000,0.000,0.000,0.000,not_reached,not_reached,96.000,44.000,0.693,0.282,0.099,0.837,0.673,0.260,0.040,0.485,0.424,4.556
