candidate,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,seed,comparison_group,outcome,stable_vertical_gravity,reached_gravity,retained_vertical,collapsed,gravity_reach_generation,vertical_reach_generation,partial_tilt_generation,partial_transposition_generation,max_comb_tilt,max_comb_tilt_generation,max_min_transposition,max_min_transposition_generation,min_success,min_success_generation,final_directional_bias,final_attention,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_transposition_gap,final_comb_tilt,final_success,final_payoff,elapsed_seconds
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,138,successful,success,true,true,true,false,53,55,29,38,0.897,93,0.901,83,0.105,0,0.839,0.845,0.846,0.862,0.846,0.017,0.863,0.420,4.235,90.022
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,132,successful,success,true,true,true,false,50,29,21,17,0.911,118,0.889,101,0.086,0,0.865,0.850,0.899,0.872,0.872,0.026,0.899,0.415,4.270,93.779
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,131,successful,success,true,true,true,false,38,47,18,19,0.916,75,0.854,117,0.095,0,0.778,0.756,0.850,0.844,0.844,0.006,0.805,0.402,3.848,96.400
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,136,successful,success,true,true,true,false,47,32,18,24,0.929,74,0.891,109,0.093,0,0.835,0.700,0.820,0.798,0.798,0.021,0.889,0.409,4.083,93.180
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,129,successful,success,true,true,true,false,103,111,96,15,0.847,114,0.754,120,0.099,0,0.807,0.736,0.754,0.761,0.754,0.007,0.803,0.401,3.770,101.748
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,133,successful,success,true,true,true,false,39,42,37,29,0.912,107,0.884,96,0.089,0,0.773,0.822,0.871,0.854,0.854,0.017,0.910,0.426,4.341,98.568
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,137,successful,success,true,true,true,false,75,73,30,65,0.927,104,0.855,110,0.103,0,0.708,0.655,0.850,0.809,0.809,0.041,0.845,0.380,3.527,97.813
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,139,successful,success,true,true,true,false,36,40,13,23,0.912,102,0.855,109,0.104,0,0.810,0.827,0.788,0.838,0.788,0.050,0.885,0.400,3.877,99.402
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,135,successful,success,true,true,true,false,41,53,21,15,0.929,77,0.915,103,0.099,0,0.735,0.770,0.838,0.819,0.819,0.019,0.850,0.417,4.132,101.477
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,134,successful,success,true,true,true,false,70,76,70,55,0.904,101,0.875,89,0.099,0,0.727,0.713,0.800,0.782,0.782,0.018,0.841,0.390,3.724,103.958
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,140,successful,success,true,true,true,false,53,59,26,8,0.905,110,0.914,114,0.087,0,0.802,0.641,0.856,0.855,0.855,0.001,0.890,0.390,3.817,103.793
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,141,successful,success,true,true,true,false,48,57,48,22,0.911,71,0.922,115,0.099,0,0.823,0.795,0.876,0.853,0.853,0.023,0.872,0.418,4.239,103.917
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,142,successful,success,true,true,true,false,50,40,20,40,0.899,117,0.909,104,0.100,0,0.828,0.696,0.809,0.809,0.809,0.000,0.855,0.399,3.849,92.430
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,146,successful,success,true,true,true,false,67,42,23,36,0.902,103,0.868,93,0.087,0,0.702,0.842,0.806,0.788,0.788,0.018,0.849,0.380,3.513,90.814
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,143,successful,success,true,true,true,false,41,55,27,11,0.931,114,0.904,68,0.100,0,0.840,0.713,0.889,0.873,0.873,0.015,0.854,0.414,4.095,102.045
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,111,successful,success,true,true,true,false,35,33,28,20,0.905,81,0.878,95,0.105,0,0.736,0.764,0.827,0.847,0.827,0.019,0.803,0.422,5.356,91.021
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,145,successful,success,true,true,true,false,74,89,32,11,0.909,105,0.895,102,0.098,0,0.714,0.826,0.827,0.825,0.825,0.003,0.806,0.394,3.764,97.613
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,149,successful,success,true,true,true,false,43,53,29,12,0.922,100,0.894,106,0.103,0,0.873,0.813,0.850,0.846,0.846,0.003,0.884,0.412,4.153,97.490
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,144,successful,success,true,true,true,false,70,79,38,38,0.912,118,0.913,119,0.092,0,0.885,0.813,0.888,0.885,0.885,0.002,0.879,0.434,4.460,101.784
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,112,successful,success,true,true,true,false,72,75,33,62,0.892,111,0.854,104,0.099,0,0.719,0.778,0.776,0.780,0.776,0.004,0.838,0.431,5.498,93.192
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,110,successful,success,true,true,true,false,61,60,32,17,0.882,82,0.890,117,0.097,0,0.786,0.823,0.849,0.856,0.849,0.007,0.881,0.438,5.781,95.468
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,147,successful,success,true,true,true,false,32,33,17,21,0.899,120,0.893,48,0.086,0,0.811,0.890,0.816,0.733,0.733,0.082,0.899,0.419,4.275,101.797
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,116,successful,success,true,true,true,false,85,40,25,14,0.934,117,0.852,104,0.094,0,0.774,0.740,0.819,0.793,0.793,0.026,0.901,0.429,5.639,88.163
trial_196,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,148,successful,success,true,true,true,false,82,85,82,21,0.927,97,0.880,113,0.089,0,0.784,0.847,0.851,0.855,0.851,0.005,0.891,0.408,4.081,105.324
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,115,successful,success,true,true,true,false,40,42,25,18,0.911,79,0.829,106,0.096,0,0.766,0.800,0.736,0.651,0.651,0.085,0.836,0.429,5.472,97.954
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,113,successful,success,true,true,true,false,45,47,27,38,0.900,89,0.917,85,0.109,0,0.825,0.843,0.858,0.805,0.805,0.053,0.856,0.447,5.850,103.920
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,114,successful,success,true,true,true,false,40,47,24,11,0.907,117,0.874,66,0.106,0,0.800,0.875,0.831,0.804,0.804,0.026,0.862,0.465,6.137,104.348
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,117,successful,success,true,true,true,false,51,66,29,25,0.915,96,0.918,87,0.096,0,0.830,0.861,0.852,0.845,0.845,0.007,0.905,0.459,6.173,98.627
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,118,successful,success,true,true,true,false,104,110,32,17,0.876,112,0.865,113,0.101,0,0.703,0.821,0.868,0.836,0.836,0.031,0.851,0.442,5.748,100.385
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,122,successful,success,true,true,true,false,109,73,17,41,0.886,118,0.854,119,0.107,0,0.653,0.760,0.839,0.850,0.839,0.011,0.856,0.431,5.563,86.834
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,119,unsuccessful,gravity_without_vertical,false,true,false,false,55,42,28,35,0.902,101,0.911,110,0.102,0,0.758,0.851,0.814,0.786,0.786,0.028,0.787,0.432,5.442,93.840
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,123,successful,success,true,true,true,false,58,44,31,14,0.939,112,0.856,90,0.103,0,0.829,0.766,0.814,0.843,0.814,0.029,0.869,0.428,5.567,88.868
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,121,successful,success,true,true,true,false,47,50,32,29,0.908,116,0.896,119,0.106,0,0.818,0.771,0.905,0.890,0.890,0.015,0.876,0.455,6.054,94.898
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,120,successful,success,true,true,true,false,86,87,46,19,0.920,120,0.897,102,0.110,0,0.887,0.792,0.882,0.892,0.882,0.010,0.920,0.464,6.291,100.770
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,132,successful,success,true,true,true,false,107,44,32,59,0.901,49,0.850,120,0.096,0,0.753,0.834,0.850,0.851,0.850,0.001,0.894,0.413,5.464,81.023
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,127,successful,success,true,true,true,false,45,36,18,38,0.929,63,0.906,108,0.105,0,0.826,0.785,0.823,0.827,0.823,0.004,0.889,0.451,5.980,95.607
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,125,successful,success,true,true,true,false,45,41,23,29,0.907,117,0.883,91,0.103,0,0.842,0.735,0.885,0.822,0.822,0.063,0.872,0.464,6.131,97.949
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,130,successful,success,true,true,true,false,76,44,17,28,0.911,113,0.842,105,0.098,0,0.826,0.732,0.846,0.814,0.814,0.032,0.903,0.423,5.639,87.716
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,128,successful,success,true,true,true,false,73,40,15,35,0.930,96,0.852,120,0.098,0,0.867,0.869,0.893,0.852,0.852,0.040,0.849,0.448,5.911,94.263
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,124,successful,success,true,true,true,false,117,115,31,21,0.900,118,0.682,120,0.096,0,0.878,0.480,0.682,0.777,0.682,0.095,0.882,0.403,5.134,100.064
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,126,successful,success,true,true,true,false,46,42,22,11,0.906,62,0.888,118,0.100,0,0.825,0.777,0.851,0.843,0.843,0.007,0.824,0.442,5.677,98.926
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,129,successful,success,true,true,true,false,21,52,45,13,0.927,100,0.881,111,0.101,0,0.670,0.794,0.852,0.845,0.845,0.007,0.859,0.435,5.583,104.005
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,131,successful,success,true,true,true,false,45,65,31,22,0.915,106,0.900,105,0.106,0,0.762,0.825,0.836,0.852,0.836,0.016,0.866,0.439,5.703,97.233
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,133,successful,success,true,true,true,false,42,46,25,28,0.900,98,0.869,99,0.100,0,0.783,0.753,0.817,0.810,0.810,0.007,0.835,0.427,5.485,101.267
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,134,successful,success,true,true,true,false,56,53,26,26,0.907,92,0.829,82,0.103,0,0.870,0.661,0.849,0.801,0.801,0.048,0.862,0.438,5.702,95.555
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,137,successful,success,true,true,true,false,59,88,52,38,0.912,118,0.865,109,0.114,0,0.823,0.622,0.803,0.788,0.788,0.015,0.889,0.417,5.460,88.339
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,135,successful,success,true,true,true,false,78,74,40,36,0.887,86,0.873,118,0.107,0,0.681,0.850,0.881,0.867,0.867,0.014,0.819,0.428,5.465,92.568
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,136,successful,success,true,true,true,false,54,37,22,35,0.895,71,0.883,110,0.100,0,0.841,0.748,0.735,0.749,0.735,0.014,0.803,0.442,5.533,95.462
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,138,successful,success,true,true,true,false,84,67,30,29,0.851,84,0.826,120,0.108,0,0.740,0.704,0.826,0.844,0.826,0.018,0.826,0.442,5.680,90.251
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,140,successful,success,true,true,true,false,46,38,25,18,0.903,113,0.868,87,0.096,0,0.792,0.839,0.812,0.806,0.806,0.006,0.839,0.449,5.867,88.897
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,144,unsuccessful,gravity_without_vertical,false,true,false,false,82,38,31,57,0.910,107,0.882,107,0.104,0,0.741,0.833,0.875,0.856,0.856,0.019,0.769,0.437,5.462,86.633
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,142,successful,success,true,true,true,false,43,50,24,13,0.935,115,0.892,100,0.107,0,0.790,0.840,0.863,0.858,0.858,0.005,0.883,0.458,6.058,99.357
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,139,successful,success,true,true,true,false,32,33,20,26,0.904,89,0.880,111,0.116,0,0.779,0.796,0.866,0.874,0.866,0.008,0.862,0.441,5.799,104.553
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,141,successful,success,true,true,true,false,45,42,20,17,0.912,100,0.901,94,0.107,0,0.731,0.784,0.759,0.705,0.705,0.054,0.806,0.422,5.317,100.311
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,145,successful,success,true,true,true,false,61,62,27,50,0.899,93,0.885,110,0.109,0,0.743,0.843,0.824,0.792,0.792,0.032,0.818,0.434,5.594,99.599
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,146,successful,success,true,true,true,false,55,60,54,39,0.904,103,0.898,118,0.096,0,0.772,0.838,0.892,0.878,0.878,0.014,0.887,0.463,6.189,102.412
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,143,successful,success,true,true,true,false,17,35,23,10,0.914,89,0.893,119,0.108,0,0.823,0.791,0.876,0.882,0.876,0.006,0.859,0.452,5.923,106.045
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,148,successful,success,true,true,true,false,43,47,23,33,0.917,89,0.901,91,0.097,0,0.867,0.797,0.887,0.844,0.844,0.042,0.871,0.429,5.660,100.680
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,147,successful,success,true,true,true,false,57,72,54,9,0.910,87,0.888,120,0.090,0,0.669,0.851,0.894,0.888,0.888,0.006,0.865,0.443,5.802,103.042
trial_318,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,149,successful,success,true,true,true,false,58,57,28,50,0.915,104,0.881,81,0.113,0,0.852,0.799,0.848,0.816,0.816,0.032,0.826,0.442,5.722,104.324
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,111,successful,success,true,true,true,false,26,34,19,12,0.900,49,0.859,99,0.142,0,0.729,0.702,0.795,0.795,0.795,0.000,0.854,0.501,4.348,106.658
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,112,successful,success,true,true,true,false,33,35,15,17,0.875,87,0.877,120,0.134,0,0.865,0.737,0.877,0.877,0.877,0.000,0.826,0.520,4.605,109.618
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,110,successful,success,true,true,true,false,65,80,60,16,0.885,85,0.891,119,0.134,0,0.768,0.811,0.850,0.850,0.850,0.000,0.863,0.491,4.424,115.676
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,113,successful,success,true,true,true,false,38,43,13,9,0.875,57,0.896,73,0.145,0,0.817,0.672,0.800,0.800,0.800,0.000,0.838,0.508,4.474,114.426
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,114,successful,success,true,true,true,false,67,72,55,21,0.894,102,0.860,116,0.141,0,0.763,0.752,0.841,0.841,0.841,0.000,0.840,0.503,4.442,116.734
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,115,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,32,0.437,85,0.408,83,0.134,0,0.797,0.864,0.249,0.249,0.249,0.000,0.319,0.515,3.851,117.361
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,116,successful,success,true,true,true,false,87,92,85,40,0.861,117,0.897,120,0.127,0,0.793,0.781,0.897,0.897,0.897,0.000,0.850,0.510,4.621,116.978
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,117,successful,success,true,true,true,false,50,63,27,10,0.885,71,0.870,102,0.126,0,0.800,0.776,0.760,0.760,0.760,0.000,0.843,0.515,4.492,109.856
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,118,successful,success,true,true,true,false,41,75,29,16,0.884,103,0.876,111,0.126,0,0.791,0.754,0.870,0.870,0.870,0.000,0.870,0.521,4.777,112.711
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,120,unsuccessful,flat,false,false,false,false,not_reached,not_reached,23,54,0.531,30,0.414,89,0.147,0,0.894,0.794,0.197,0.197,0.197,0.000,0.308,0.539,3.958,114.572
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,119,successful,success,true,true,true,false,30,43,30,12,0.897,102,0.882,111,0.136,0,0.792,0.829,0.831,0.831,0.831,0.000,0.858,0.513,4.680,117.050
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,123,successful,success,true,true,true,false,41,57,22,26,0.927,97,0.911,118,0.141,0,0.814,0.773,0.869,0.869,0.869,0.000,0.829,0.510,4.534,107.862
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,121,successful,success,true,true,true,false,38,53,32,21,0.908,80,0.884,70,0.143,0,0.751,0.691,0.740,0.740,0.740,0.000,0.810,0.500,4.149,117.006
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,122,successful,success,true,true,true,false,83,92,26,17,0.884,117,0.899,115,0.146,0,0.834,0.812,0.874,0.874,0.874,0.000,0.852,0.520,4.741,119.335
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,124,successful,success,true,true,true,false,59,67,38,28,0.864,96,0.873,77,0.135,0,0.804,0.589,0.792,0.792,0.792,0.000,0.805,0.502,4.326,115.049
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,125,successful,success,true,true,true,false,36,45,20,18,0.884,91,0.907,81,0.142,0,0.817,0.852,0.868,0.868,0.868,0.000,0.825,0.522,4.647,115.148
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,126,successful,success,true,true,true,false,40,38,19,25,0.860,75,0.884,67,0.136,0,0.631,0.779,0.841,0.841,0.841,0.000,0.808,0.496,4.351,110.070
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,127,successful,success,true,true,true,false,24,24,17,15,0.887,111,0.904,84,0.134,0,0.791,0.806,0.821,0.821,0.821,0.000,0.820,0.500,4.397,107.849
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,128,successful,success,true,true,true,false,49,62,16,15,0.897,120,0.879,112,0.129,0,0.718,0.832,0.860,0.860,0.860,0.000,0.897,0.515,4.777,113.528
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,129,successful,success,true,true,true,false,25,37,15,7,0.887,97,0.885,72,0.146,0,0.752,0.746,0.782,0.782,0.782,0.000,0.836,0.520,4.563,117.752
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,134,unsuccessful,gravity_without_vertical,false,true,false,false,23,30,17,12,0.870,100,0.886,93,0.138,0,0.817,0.790,0.792,0.792,0.792,0.000,0.750,0.486,4.116,102.734
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,131,unsuccessful,gravity_without_vertical,false,true,false,false,69,81,24,28,0.870,104,0.876,86,0.143,0,0.763,0.731,0.741,0.741,0.741,0.000,0.791,0.488,4.201,113.767
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,133,unsuccessful,gravity_without_vertical,false,true,false,false,28,38,25,21,0.897,98,0.901,69,0.134,0,0.780,0.705,0.806,0.806,0.806,0.000,0.766,0.496,4.180,109.821
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,130,unsuccessful,gravity_without_vertical,false,true,false,false,55,73,43,11,0.877,111,0.896,109,0.130,0,0.757,0.656,0.796,0.796,0.796,0.000,0.793,0.493,4.311,118.444
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,132,unsuccessful,gravity_without_vertical,false,true,false,false,44,44,30,11,0.898,86,0.892,99,0.129,0,0.707,0.731,0.799,0.799,0.799,0.000,0.775,0.491,4.077,116.979
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,136,successful,success,true,true,true,false,65,70,21,15,0.878,103,0.899,114,0.134,0,0.796,0.778,0.836,0.836,0.836,0.000,0.871,0.519,4.718,107.340
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,135,successful,success,true,true,true,false,55,68,21,19,0.845,120,0.866,102,0.148,0,0.742,0.808,0.768,0.768,0.768,0.000,0.845,0.513,4.524,113.125
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,137,unsuccessful,gravity_without_vertical,false,true,false,false,28,60,13,11,0.914,108,0.898,63,0.151,0,0.767,0.632,0.779,0.779,0.779,0.000,0.791,0.486,4.166,113.213
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,138,successful,success,true,true,true,false,35,44,21,20,0.902,59,0.887,77,0.143,0,0.712,0.739,0.840,0.840,0.840,0.000,0.868,0.509,4.579,113.896
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,139,successful,success,true,true,true,false,30,67,26,14,0.873,92,0.884,100,0.149,0,0.678,0.787,0.839,0.839,0.839,0.000,0.835,0.490,4.428,112.985
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,140,successful,success,true,true,true,false,34,82,15,17,0.899,96,0.890,115,0.131,0,0.648,0.847,0.856,0.856,0.856,0.000,0.850,0.524,4.664,110.668
trial_45,9,0.220,10,1.000,0.460,7.000,0.045,0.100,1.000,141,unsuccessful,gravity_without_vertical,false,true,false,false,85,95,76,55,0.880,101,0.860,109,0.143,0,0.797,0.686,0.777,0.777,0.777,0.000,0.743,0.499,4.250,116.802
