number,state,value,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable_count,seed_count,collapse_count,mean_progress,mean_final_success,mean_final_payoff,mean_final_comb_tilt,mean_final_min_transposition,elapsed_seconds
908,COMPLETE,11.000,8,0.290,9,1.000,0.580,7.000,0.060,0.110,1.000,10,10,0,1.000,0.560,4.886,0.846,0.808,1225.906
909,COMPLETE,6.952,8,0.290,4,1.000,0.580,6.000,0.060,0.070,1.000,6,10,0,0.952,0.540,4.535,0.849,0.685,990.412
910,COMPLETE,6.981,8,0.290,4,1.000,0.580,7.000,0.060,0.110,0.900,6,10,0,0.981,0.510,3.658,0.809,0.746,1012.942
911,COMPLETE,11.000,8,0.290,12,1.000,0.580,7.000,0.060,0.110,0.900,10,10,0,1.000,0.584,5.214,0.852,0.814,1235.827
912,COMPLETE,6.981,8,0.290,4,1.000,0.580,7.000,0.060,0.110,0.900,6,10,0,0.981,0.510,3.658,0.809,0.746,1014.946
913,COMPLETE,11.000,8,0.290,9,1.000,0.580,7.000,0.060,0.110,0.900,10,10,0,1.000,0.559,4.904,0.864,0.796,1224.491
914,COMPLETE,11.000,8,0.290,9,1.000,0.580,7.000,0.060,0.110,0.900,10,10,0,1.000,0.559,4.904,0.864,0.796,1224.485
915,COMPLETE,9.996,8,0.280,9,1.000,0.580,7.000,0.060,0.110,0.900,9,10,0,0.996,0.553,4.615,0.847,0.798,1236.438
916,COMPLETE,4.622,8,0.250,9,1.000,0.560,7.000,0.060,0.080,0.900,4,10,0,0.622,0.540,3.612,0.532,0.540,1196.856
917,COMPLETE,4.535,8,0.280,9,1.000,0.560,7.000,0.060,0.050,0.900,4,10,0,0.535,0.601,4.534,0.499,0.414,1193.235
918,COMPLETE,11.000,8,0.280,9,1.000,0.560,7.000,0.060,0.110,0.900,10,10,0,1.000,0.566,4.735,0.852,0.806,1220.117
919,COMPLETE,11.000,8,0.280,9,1.000,0.560,7.000,0.060,0.110,0.900,10,10,0,1.000,0.566,4.735,0.852,0.806,1219.231
920,COMPLETE,11.000,8,0.280,9,1.000,0.560,7.000,0.060,0.110,0.500,10,10,0,1.000,0.553,4.577,0.846,0.812,1223.649
921,COMPLETE,11.000,8,0.280,9,1.000,0.560,7.500,0.060,0.110,0.900,10,10,0,1.000,0.561,4.463,0.840,0.813,1216.664
922,COMPLETE,7.981,8,0.280,7,1.000,0.560,7.000,0.060,0.110,0.900,7,10,0,0.981,0.546,4.295,0.818,0.751,1203.068
923,COMPLETE,8.952,9,0.280,16,1.000,0.420,7.500,0.060,0.110,0.900,8,10,0,0.952,0.587,4.573,0.795,0.734,1277.122
924,COMPLETE,8.995,9,0.280,16,1.000,0.560,7.500,0.050,0.110,0.900,8,10,0,0.995,0.578,5.705,0.827,0.749,1239.235
925,COMPLETE,7.991,9,0.280,7,1.000,0.560,7.500,0.060,0.110,0.900,7,10,0,0.991,0.569,4.699,0.822,0.766,1242.397
926,COMPLETE,7.990,9,0.280,16,1.000,0.560,7.000,0.050,0.110,0.900,7,10,0,0.990,0.588,6.040,0.829,0.786,1241.557
927,COMPLETE,9.999,9,0.280,7,1.000,0.560,7.500,0.050,0.080,0.900,9,10,0,0.999,0.592,5.944,0.857,0.799,1176.733
928,COMPLETE,9.999,9,0.280,7,1.000,0.560,7.500,0.050,0.080,0.900,9,10,0,0.999,0.592,5.944,0.857,0.799,1183.294
929,COMPLETE,9.999,9,0.250,9,1.000,0.560,7.500,0.050,0.110,0.900,9,10,0,0.999,0.523,4.725,0.841,0.793,1173.226
930,COMPLETE,4.969,9,0.280,7,1.000,0.560,7.500,0.050,0.110,0.900,4,10,0,0.969,0.560,5.310,0.790,0.717,1197.703
931,COMPLETE,9.999,9,0.280,16,1.000,0.560,7.500,0.055,0.110,1.000,9,10,0,0.999,0.574,5.356,0.836,0.794,1242.937
932,COMPLETE,7.992,9,0.280,7,1.000,0.560,7.500,0.050,0.110,1.000,7,10,0,0.992,0.573,5.574,0.814,0.783,1221.023
933,COMPLETE,8.994,9,0.280,9,1.000,0.560,9.000,0.050,0.110,1.000,8,10,0,0.994,0.532,4.708,0.831,0.788,1208.782
934,COMPLETE,7.992,9,0.280,7,1.000,0.560,7.500,0.050,0.110,1.000,7,10,0,0.992,0.573,5.574,0.814,0.783,1211.433
935,COMPLETE,7.992,9,0.280,7,1.000,0.560,7.500,0.050,0.110,1.000,7,10,0,0.992,0.573,5.574,0.814,0.783,1215.850
936,COMPLETE,6.982,9,0.280,7,1.000,0.560,7.000,0.050,0.110,1.000,6,10,0,0.982,0.581,5.763,0.801,0.721,1204.728
937,COMPLETE,7.984,9,0.280,7,1.000,0.560,9.000,0.050,0.110,1.000,7,10,0,0.984,0.530,4.544,0.820,0.767,1162.504
938,COMPLETE,7.980,9,0.280,7,1.000,0.520,7.500,0.050,0.110,1.000,7,10,0,0.980,0.562,5.273,0.803,0.762,1208.987
939,COMPLETE,7.997,9,0.280,7,1.000,0.580,7.500,0.050,0.110,1.000,7,10,0,0.997,0.570,5.630,0.823,0.783,1214.389
940,COMPLETE,7.987,9,0.280,7,1.000,0.560,7.500,0.055,0.090,1.000,7,10,0,0.987,0.586,5.342,0.821,0.801,1200.497
941,COMPLETE,5.838,9,0.310,9,1.000,0.240,7.500,0.050,0.090,1.000,5,10,0,0.838,0.629,5.365,0.703,0.637,1272.470
942,COMPLETE,5.967,8,0.310,7,1.000,0.520,7.500,0.010,0.110,1.000,5,10,0,0.967,0.563,8.545,0.804,0.685,1153.771
943,COMPLETE,7.835,8,0.310,7,1.000,0.520,9.000,0.055,0.090,1.000,7,10,0,0.835,0.548,4.203,0.713,0.699,1202.011
944,COMPLETE,3.530,8,0.230,7,1.000,0.520,9.000,0.055,0.090,1.000,3,10,0,0.530,0.446,1.960,0.442,0.438,1132.396
945,COMPLETE,8.852,8,0.310,9,1.000,0.520,9.000,0.055,0.090,1.000,8,10,0,0.852,0.549,4.342,0.725,0.703,1222.271
946,COMPLETE,10.000,8,0.310,7,1.000,0.520,9.000,0.055,0.110,1.000,9,10,0,1.000,0.529,4.240,0.848,0.840,1180.388
947,COMPLETE,7.835,8,0.310,7,1.000,0.520,9.000,0.055,0.090,1.000,7,10,0,0.835,0.548,4.203,0.713,0.699,1200.140
948,COMPLETE,6.787,8,0.280,7,1.000,0.520,9.000,0.055,0.090,1.000,6,10,0,0.787,0.501,3.269,0.670,0.635,1168.762
949,COMPLETE,7.835,8,0.310,7,1.000,0.520,9.000,0.055,0.090,1.000,7,10,0,0.835,0.548,4.203,0.713,0.699,1204.867
950,COMPLETE,10.000,8,0.310,8,1.000,0.520,7.000,0.055,0.090,1.000,9,10,0,1.000,0.613,5.931,0.849,0.823,1209.654
951,COMPLETE,8.999,8,0.350,8,1.000,0.520,7.000,0.055,0.090,1.000,8,10,0,0.999,0.652,6.747,0.833,0.812,1276.724
952,COMPLETE,8.995,8,0.310,9,1.000,0.520,7.000,0.055,0.090,1.000,8,10,0,0.995,0.603,5.772,0.836,0.815,1249.502
953,COMPLETE,8.994,8,0.350,9,1.000,0.520,7.000,0.055,0.090,1.000,8,10,0,0.994,0.649,6.780,0.844,0.824,1274.024
954,COMPLETE,8.995,8,0.310,9,1.000,0.520,7.000,0.055,0.090,1.000,8,10,0,0.995,0.603,5.772,0.836,0.815,1257.212
955,COMPLETE,8.992,8,0.310,9,1.000,0.520,7.000,0.055,0.100,1.000,8,10,0,0.992,0.606,5.840,0.842,0.815,1270.122
956,COMPLETE,8.995,8,0.310,9,1.000,0.520,7.000,0.055,0.090,1.000,8,10,0,0.995,0.603,5.772,0.836,0.815,1254.549
957,COMPLETE,11.000,8,0.290,9,1.000,0.520,7.000,0.055,0.090,1.000,10,10,0,1.000,0.584,5.371,0.850,0.831,1233.615
958,COMPLETE,9.929,8,0.450,8,1.000,0.520,7.000,0.055,0.060,1.000,9,10,0,0.929,0.748,8.853,0.869,0.751,1254.402
959,COMPLETE,8.982,8,0.320,8,1.000,0.580,7.000,0.055,0.100,1.000,8,10,0,0.982,0.609,6.146,0.825,0.837,1224.642
960,COMPLETE,9.998,8,0.350,8,1.000,0.580,7.000,0.055,0.100,1.000,9,10,0,0.998,0.647,6.907,0.838,0.805,1262.569
961,COMPLETE,8.995,8,0.290,8,1.000,0.580,7.000,0.055,0.100,1.000,8,10,0,0.995,0.577,5.457,0.835,0.830,1211.136
962,COMPLETE,7.982,10,0.290,8,1.000,0.580,7.000,0.055,0.100,1.000,7,10,0,0.982,0.624,6.504,0.833,0.736,1264.016
963,COMPLETE,9.998,8,0.350,8,1.000,0.580,7.000,0.055,0.100,1.000,9,10,0,0.998,0.647,6.907,0.838,0.805,1257.201
964,COMPLETE,11.000,10,0.380,8,1.000,0.580,7.000,0.055,0.100,1.000,10,10,0,1.000,0.723,8.715,0.844,0.740,1336.819
965,COMPLETE,9.998,8,0.350,8,1.000,0.580,7.000,0.055,0.100,1.000,9,10,0,0.998,0.647,6.907,0.838,0.805,1262.357
966,COMPLETE,7.982,10,0.290,8,1.000,0.580,7.000,0.055,0.100,1.000,7,10,0,0.982,0.624,6.504,0.833,0.736,1265.659
967,COMPLETE,9.998,8,0.350,8,1.000,0.580,7.000,0.055,0.100,1.000,9,10,0,0.998,0.647,6.907,0.838,0.805,1252.782
968,COMPLETE,8.972,10,0.290,8,1.000,0.580,7.000,0.035,0.100,1.000,8,10,0,0.972,0.630,8.102,0.822,0.704,1254.152
969,COMPLETE,7.982,10,0.290,8,1.000,0.580,7.000,0.055,0.100,1.000,7,10,0,0.982,0.624,6.504,0.833,0.736,1262.586
970,COMPLETE,9.995,8,0.290,8,1.000,0.580,8.000,0.055,0.100,1.000,9,10,0,0.995,0.553,4.828,0.850,0.801,1213.666
971,COMPLETE,9.995,8,0.290,8,1.000,0.580,8.000,0.055,0.100,1.000,9,10,0,0.995,0.553,4.828,0.850,0.801,1210.227
972,COMPLETE,9.995,8,0.290,8,1.000,0.580,8.000,0.055,0.100,1.000,9,10,0,0.995,0.553,4.828,0.850,0.801,1206.477
973,COMPLETE,9.995,8,0.290,8,1.000,0.580,8.000,0.055,0.100,1.000,9,10,0,0.995,0.553,4.828,0.850,0.801,1207.539
974,COMPLETE,8.993,10,0.290,8,1.000,0.580,8.000,0.055,0.100,1.000,8,10,0,0.993,0.600,5.838,0.839,0.756,1268.772
975,COMPLETE,11.000,10,0.290,8,1.000,0.580,8.000,0.055,0.100,0.400,10,10,0,1.000,0.592,5.767,0.856,0.759,1252.689
976,COMPLETE,7.982,10,0.290,8,1.000,0.600,8.000,0.055,0.100,1.000,7,10,0,0.982,0.597,5.829,0.808,0.788,1271.377
977,COMPLETE,6.993,10,0.290,8,1.000,0.600,8.000,0.045,0.110,1.000,6,10,0,0.993,0.591,6.573,0.821,0.701,1228.993
978,COMPLETE,5.969,10,0.290,8,1.000,0.600,8.000,0.060,0.120,1.000,5,10,0,0.969,0.581,5.144,0.800,0.689,1265.735
979,COMPLETE,7.985,10,0.290,9,1.000,0.600,8.000,0.055,0.110,1.000,7,10,0,0.985,0.607,5.966,0.808,0.745,1262.826
980,COMPLETE,1.692,10,0.290,9,1.000,0.100,8.000,0.045,0.110,1.000,1,10,0,0.692,0.606,4.800,0.556,0.510,1265.534
981,COMPLETE,9.998,10,0.290,9,1.000,0.600,8.000,0.045,0.110,1.000,9,10,0,0.998,0.608,6.848,0.837,0.766,1269.732
982,COMPLETE,7.905,8,0.300,9,1.000,0.600,8.000,0.060,0.110,0.400,7,10,0,0.905,0.551,4.319,0.773,0.701,1228.831
983,COMPLETE,8.994,8,0.300,9,1.000,0.600,8.000,0.060,0.110,1.000,8,10,0,0.994,0.575,4.848,0.845,0.821,1235.536
984,COMPLETE,1.227,5,0.210,9,1.000,0.600,8.000,0.060,0.110,1.000,1,10,0,0.227,0.361,0.297,0.189,0.275,873.985
985,COMPLETE,6.934,8,0.270,9,1.000,0.600,8.000,0.060,0.110,1.000,6,10,0,0.934,0.529,3.719,0.778,0.772,1204.572
986,COMPLETE,6.934,8,0.270,9,1.000,0.600,8.000,0.060,0.110,1.000,6,10,0,0.934,0.529,3.719,0.778,0.772,1199.539
987,COMPLETE,4.553,8,0.270,9,1.000,0.600,8.500,0.060,0.110,0.400,4,10,0,0.553,0.514,2.914,0.476,0.438,1206.139
988,COMPLETE,4.583,8,0.270,9,1.000,0.600,8.500,0.060,0.110,0.200,4,10,0,0.583,0.498,2.853,0.509,0.440,1197.770
989,COMPLETE,6.992,8,0.270,11,1.000,0.600,8.500,0.045,0.110,1.000,6,10,0,0.992,0.503,4.717,0.821,0.825,1146.851
990,COMPLETE,9.949,8,0.270,9,1.000,0.600,8.500,0.060,0.120,1.000,9,10,0,0.949,0.509,3.496,0.814,0.798,1197.434
991,COMPLETE,9.949,8,0.270,9,1.000,0.600,8.500,0.060,0.120,1.000,9,10,0,0.949,0.509,3.496,0.814,0.798,1198.004
992,COMPLETE,9.999,8,0.320,11,1.000,0.600,8.500,0.060,0.110,1.000,9,10,0,0.999,0.575,4.961,0.848,0.832,1251.190
993,COMPLETE,6.784,8,0.270,9,1.000,0.540,8.500,0.060,0.110,1.000,6,10,0,0.784,0.511,3.204,0.661,0.652,1209.935
994,COMPLETE,3.490,8,0.270,9,1.000,0.540,8.500,0.060,0.110,0.600,3,10,0,0.490,0.507,2.806,0.432,0.387,1189.057
995,COMPLETE,6.784,8,0.270,9,1.000,0.540,8.500,0.060,0.110,1.000,6,10,0,0.784,0.511,3.204,0.661,0.652,1208.160
996,COMPLETE,6.750,8,0.270,12,1.000,0.540,8.500,0.060,0.110,1.000,6,10,0,0.750,0.513,3.065,0.634,0.589,1204.566
997,COMPLETE,6.784,8,0.270,9,1.000,0.540,8.500,0.060,0.110,1.000,6,10,0,0.784,0.511,3.204,0.661,0.652,1215.593
998,COMPLETE,7.972,8,0.270,6,1.000,0.540,8.500,0.060,0.110,1.000,7,10,0,0.972,0.498,2.971,0.802,0.824,1151.459
999,COMPLETE,7.947,8,0.270,6,1.000,0.540,8.500,0.060,0.120,1.000,7,10,0,0.947,0.480,2.750,0.779,0.777,1149.319
1000,COMPLETE,6.787,8,0.270,6,1.000,0.540,8.500,0.060,0.120,0.600,6,10,0,0.787,0.485,2.583,0.659,0.627,1139.553
1001,COMPLETE,9.945,8,0.270,11,1.000,0.540,8.500,0.060,0.110,1.000,9,10,0,0.945,0.510,3.317,0.813,0.790,1203.392
1002,COMPLETE,9.992,8,0.320,6,1.000,0.540,8.500,0.055,0.120,1.000,9,10,0,0.992,0.531,4.308,0.819,0.780,1161.752
1003,COMPLETE,8.988,8,0.330,6,1.000,0.540,8.500,0.055,0.120,0.600,8,10,0,0.988,0.536,4.356,0.822,0.734,1156.822
1004,COMPLETE,6.995,8,0.330,6,1.000,0.540,8.500,0.055,0.120,1.000,6,10,0,0.995,0.543,4.586,0.814,0.805,1174.836
1005,COMPLETE,8.988,8,0.330,6,1.000,0.540,8.500,0.055,0.120,0.600,8,10,0,0.988,0.536,4.356,0.822,0.734,1162.443
1006,COMPLETE,9.998,8,0.320,6,1.000,0.540,8.500,0.055,0.110,1.000,9,10,0,0.998,0.550,4.533,0.832,0.807,1168.758
1007,COMPLETE,7.992,8,0.330,6,1.000,0.540,8.500,0.055,0.110,0.600,7,10,0,0.992,0.541,4.481,0.826,0.758,1165.693
1008,COMPLETE,7.992,8,0.330,6,1.000,0.540,8.500,0.055,0.110,0.600,7,10,0,0.992,0.541,4.481,0.826,0.758,1174.300
1009,COMPLETE,7.988,8,0.330,6,1.000,0.540,8.500,0.055,0.110,1.000,7,10,0,0.988,0.552,4.626,0.818,0.756,1160.291
1010,COMPLETE,7.994,8,0.330,6,1.000,0.540,7.000,0.055,0.110,1.000,7,10,0,0.994,0.589,5.633,0.827,0.759,1189.675
1011,COMPLETE,4.959,8,0.300,6,1.000,0.540,7.000,0.055,0.120,1.000,4,10,0,0.959,0.548,4.731,0.780,0.742,1190.338
1012,COMPLETE,4.959,8,0.300,6,1.000,0.540,7.000,0.055,0.120,1.000,4,10,0,0.959,0.548,4.731,0.780,0.742,1193.859
1013,COMPLETE,8.990,8,0.330,6,1.000,0.540,7.000,0.055,0.110,0.900,8,10,0,0.990,0.592,5.608,0.818,0.747,1179.983
1014,COMPLETE,2.983,8,0.330,5,1.000,0.540,7.000,0.055,0.110,0.700,2,10,0,0.983,0.574,5.185,0.792,0.711,1119.233
1015,COMPLETE,3.958,8,0.330,5,1.000,0.560,7.000,0.055,0.110,0.900,3,10,0,0.958,0.572,5.194,0.781,0.708,1143.481
1016,COMPLETE,3.970,8,0.300,5,1.000,0.560,7.000,0.055,0.110,0.900,3,10,0,0.970,0.536,4.567,0.786,0.771,1122.483
1017,COMPLETE,8.995,8,0.330,10,1.000,0.560,7.000,0.055,0.110,0.900,8,10,0,0.995,0.621,6.350,0.839,0.780,1260.448
1018,COMPLETE,8.998,8,0.300,10,1.000,0.560,7.000,0.055,0.110,0.900,8,10,0,0.998,0.575,5.438,0.835,0.751,1233.915
1019,COMPLETE,3.970,8,0.300,5,1.000,0.560,7.000,0.055,0.110,0.900,3,10,0,0.970,0.536,4.567,0.786,0.771,1117.068
1020,COMPLETE,3.970,8,0.300,5,1.000,0.560,7.000,0.055,0.110,0.900,3,10,0,0.970,0.536,4.567,0.786,0.771,1121.489
1021,COMPLETE,8.998,8,0.300,10,1.000,0.560,7.000,0.055,0.110,0.900,8,10,0,0.998,0.575,5.438,0.835,0.751,1234.262
1022,COMPLETE,8.998,8,0.300,10,1.000,0.560,7.000,0.055,0.110,0.900,8,10,0,0.998,0.575,5.438,0.835,0.751,1233.333
1023,COMPLETE,8.998,8,0.300,10,1.000,0.560,7.000,0.055,0.110,0.900,8,10,0,0.998,0.575,5.438,0.835,0.751,1238.691
