number,state,value,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable_count,seed_count,collapse_count,mean_progress,mean_final_success,mean_final_payoff,mean_final_comb_tilt,mean_final_min_transposition,elapsed_seconds
357,COMPLETE,8.993,8,0.230,11,1.000,0.540,7.000,0.025,0.090,0.900,8,10,0,0.993,0.494,6.187,0.851,0.789,1073.182
358,COMPLETE,8.993,8,0.230,11,1.000,0.540,7.000,0.025,0.090,0.900,8,10,0,0.993,0.494,6.187,0.851,0.789,1073.811
359,COMPLETE,11.000,8,0.230,8,1.000,0.540,7.000,0.025,0.090,0.900,10,10,0,1.000,0.481,5.969,0.844,0.786,1063.735
360,COMPLETE,8.993,8,0.230,11,1.000,0.540,7.000,0.025,0.090,0.900,8,10,0,0.993,0.494,6.187,0.851,0.789,1067.737
361,COMPLETE,8.993,8,0.230,11,1.000,0.540,7.000,0.025,0.090,0.900,8,10,0,0.993,0.494,6.187,0.851,0.789,1070.345
362,COMPLETE,8.993,8,0.230,11,1.000,0.540,7.000,0.025,0.090,0.900,8,10,0,0.993,0.494,6.187,0.851,0.789,1081.598
363,COMPLETE,5.786,8,0.230,11,1.000,0.320,7.000,0.025,0.090,0.900,5,10,0,0.786,0.490,5.074,0.658,0.612,1082.605
364,COMPLETE,11.000,8,0.230,11,1.000,0.560,7.000,0.025,0.090,0.900,10,10,0,1.000,0.490,6.205,0.844,0.818,1036.161
365,COMPLETE,9.997,8,0.210,11,1.000,0.560,8.000,0.025,0.080,0.900,9,10,0,0.997,0.439,5.166,0.856,0.817,972.142
366,COMPLETE,9.997,8,0.230,11,1.000,0.560,8.000,0.025,0.080,0.900,9,10,0,0.997,0.472,5.762,0.839,0.815,1035.156
367,COMPLETE,7.966,8,0.230,11,1.000,0.560,8.000,0.015,0.080,0.900,7,10,0,0.966,0.471,6.699,0.851,0.766,1020.072
368,COMPLETE,9.967,8,0.230,13,1.000,0.560,8.000,0.015,0.080,0.900,9,10,0,0.967,0.472,6.704,0.846,0.767,1013.897
369,COMPLETE,8.998,8,0.230,8,1.000,0.560,8.000,0.015,0.080,0.900,8,10,0,0.998,0.462,6.529,0.845,0.770,998.334
370,COMPLETE,9.945,5,0.210,13,1.000,0.560,8.000,0.015,0.080,0.900,9,10,0,0.945,0.335,4.160,0.819,0.761,836.931
371,COMPLETE,5.716,5,0.230,13,1.000,0.560,8.000,0.015,0.080,0.900,5,10,0,0.716,0.369,4.358,0.617,0.541,872.821
372,COMPLETE,7.975,8,0.210,8,1.000,0.560,8.000,0.015,0.080,0.900,7,10,0,0.975,0.425,5.859,0.839,0.724,914.701
373,COMPLETE,8.992,8,0.210,13,1.000,0.560,8.000,0.015,0.080,0.900,8,10,0,0.992,0.428,5.891,0.827,0.777,943.560
374,COMPLETE,6.987,8,0.210,8,1.000,0.280,8.000,0.015,0.080,0.900,6,10,0,0.987,0.425,4.898,0.825,0.755,961.482
375,COMPLETE,8.992,8,0.210,13,1.000,0.560,8.000,0.015,0.080,0.900,8,10,0,0.992,0.428,5.891,0.827,0.777,944.253
376,COMPLETE,5.784,8,0.210,13,1.000,0.320,8.000,0.025,0.080,0.900,5,10,0,0.784,0.444,4.293,0.656,0.624,989.041
377,COMPLETE,8.992,8,0.210,13,1.000,0.560,8.000,0.015,0.080,0.900,8,10,0,0.992,0.428,5.891,0.827,0.777,939.901
378,COMPLETE,8.992,8,0.210,13,1.000,0.560,8.000,0.015,0.080,0.900,8,10,0,0.992,0.428,5.891,0.827,0.777,940.595
379,COMPLETE,8.992,8,0.210,13,1.000,0.560,8.000,0.015,0.080,0.900,8,10,0,0.992,0.428,5.891,0.827,0.777,949.733
380,COMPLETE,8.992,8,0.210,13,1.000,0.560,8.000,0.015,0.080,0.900,8,10,0,0.992,0.428,5.891,0.827,0.777,938.966
381,COMPLETE,8.992,8,0.210,13,1.000,0.560,8.000,0.015,0.080,0.900,8,10,0,0.992,0.428,5.891,0.827,0.777,950.343
382,COMPLETE,9.945,5,0.210,13,1.000,0.560,8.000,0.015,0.080,0.900,9,10,0,0.945,0.335,4.160,0.819,0.761,857.491
383,COMPLETE,4.565,5,0.210,13,1.000,0.560,8.000,0.020,0.080,0.900,4,10,0,0.565,0.346,3.259,0.474,0.469,874.932
384,COMPLETE,7.921,8,0.210,13,1.000,0.360,8.000,0.020,0.080,0.900,7,10,0,0.921,0.437,4.872,0.782,0.705,983.692
385,COMPLETE,7.796,8,0.210,13,1.000,0.560,8.000,0.040,0.080,0.900,7,10,0,0.796,0.449,3.633,0.695,0.651,1080.397
386,COMPLETE,7.921,8,0.210,13,1.000,0.360,8.000,0.020,0.080,0.900,7,10,0,0.921,0.437,4.872,0.782,0.705,986.399
387,COMPLETE,7.969,10,0.210,15,1.000,0.580,8.000,0.040,0.070,0.000,7,10,0,0.969,0.493,4.876,0.880,0.629,1019.266
388,COMPLETE,11.000,10,0.240,13,1.000,0.580,8.000,0.040,0.080,0.900,10,10,0,1.000,0.555,6.114,0.855,0.799,1139.552
389,COMPLETE,3.474,10,0.240,15,1.000,0.360,8.000,0.060,0.080,0.900,3,10,0,0.474,0.557,3.364,0.406,0.402,1252.015
390,COMPLETE,8.939,10,0.240,15,1.000,0.580,7.500,0.020,0.070,0.900,8,10,0,0.939,0.562,8.033,0.851,0.693,1096.735
391,COMPLETE,1.294,10,0.180,15,1.000,0.580,7.500,0.060,0.070,0.900,1,10,0,0.294,0.479,1.981,0.243,0.269,1177.982
392,COMPLETE,7.921,10,0.240,15,1.000,0.580,7.500,0.020,0.080,0.900,7,10,0,0.921,0.548,7.787,0.845,0.649,1058.818
393,COMPLETE,11.000,10,0.180,15,1.000,0.580,7.500,0.040,0.070,0.900,10,10,0,1.000,0.466,4.293,0.868,0.808,999.522
394,COMPLETE,9.994,10,0.180,15,1.000,0.580,7.500,0.020,0.080,0.900,9,10,0,0.994,0.445,5.843,0.845,0.756,980.150
395,COMPLETE,11.000,10,0.180,15,1.000,0.580,7.500,0.040,0.070,0.900,10,10,0,1.000,0.466,4.293,0.868,0.808,1009.220
396,COMPLETE,7.944,10,0.180,15,1.000,0.580,7.500,0.020,0.070,0.900,7,10,0,0.944,0.450,5.956,0.871,0.668,957.646
397,COMPLETE,8.997,10,0.240,15,1.000,0.580,7.500,0.020,0.090,0.900,8,10,0,0.997,0.553,7.861,0.837,0.739,1130.351
398,COMPLETE,11.000,10,0.180,13,1.000,0.580,7.500,0.040,0.090,0.900,10,10,0,1.000,0.443,3.966,0.849,0.772,1026.034
399,COMPLETE,7.875,10,0.180,15,1.000,0.360,7.500,0.020,0.070,0.900,7,10,0,0.875,0.452,5.088,0.784,0.596,970.434
400,COMPLETE,8.946,10,0.240,15,1.000,0.580,7.500,0.040,0.070,0.900,8,10,0,0.946,0.560,6.258,0.853,0.743,1052.628
401,COMPLETE,8.939,10,0.240,13,1.000,0.580,7.500,0.020,0.070,0.900,8,10,0,0.939,0.562,8.033,0.851,0.693,1102.168
402,COMPLETE,11.000,10,0.240,15,1.000,0.580,7.500,0.025,0.070,0.900,10,10,0,1.000,0.577,7.909,0.871,0.779,1125.258
403,COMPLETE,7.928,10,0.180,15,1.000,0.520,7.500,0.025,0.070,0.900,7,10,0,0.928,0.449,5.219,0.846,0.685,1022.677
404,COMPLETE,9.974,10,0.180,12,1.000,0.580,7.500,0.025,0.070,0.900,9,10,0,0.974,0.458,5.616,0.867,0.751,1000.412
405,COMPLETE,11.000,10,0.180,13,1.000,0.580,7.500,0.025,0.090,0.800,10,10,0,1.000,0.444,5.349,0.852,0.741,1018.909
406,COMPLETE,8.921,10,0.430,13,1.000,0.520,7.500,0.025,0.090,0.800,8,10,0,0.921,0.748,10.929,0.832,0.641,1312.608
407,COMPLETE,7.980,8,0.200,7,1.000,0.520,7.500,0.025,0.090,0.800,7,10,0,0.980,0.425,4.806,0.846,0.740,988.560
408,COMPLETE,6.996,8,0.180,12,1.000,0.520,7.500,0.025,0.090,0.800,6,10,0,0.996,0.403,4.318,0.831,0.804,1003.236
409,COMPLETE,11.000,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,10,10,0,1.000,0.422,4.792,0.854,0.754,975.988
410,COMPLETE,11.000,8,0.200,12,1.000,0.520,6.000,0.025,0.090,0.800,10,10,0,1.000,0.446,5.344,0.845,0.794,1019.976
411,COMPLETE,11.000,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,10,10,0,1.000,0.422,4.792,0.854,0.754,987.244
412,COMPLETE,11.000,8,0.200,12,1.000,0.520,6.000,0.025,0.090,0.800,10,10,0,1.000,0.446,5.344,0.845,0.794,1008.999
413,COMPLETE,11.000,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,10,10,0,1.000,0.422,4.792,0.854,0.754,990.684
414,COMPLETE,11.000,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,10,10,0,1.000,0.422,4.792,0.854,0.754,988.868
415,COMPLETE,11.000,8,0.200,12,1.000,0.500,7.500,0.025,0.090,0.800,10,10,0,1.000,0.441,5.022,0.869,0.759,1028.279
416,COMPLETE,11.000,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,10,10,0,1.000,0.422,4.792,0.854,0.754,982.120
417,COMPLETE,7.994,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.900,7,10,0,0.994,0.425,4.762,0.827,0.810,989.838
418,COMPLETE,8.997,8,0.200,12,1.000,0.500,8.000,0.025,0.090,0.800,8,10,0,0.997,0.414,4.530,0.847,0.803,993.898
419,COMPLETE,8.997,8,0.200,12,1.000,0.500,8.000,0.025,0.090,0.800,8,10,0,0.997,0.414,4.530,0.847,0.803,983.150
420,COMPLETE,8.997,8,0.200,12,1.000,0.500,8.000,0.025,0.090,0.800,8,10,0,0.997,0.414,4.530,0.847,0.803,991.365
421,COMPLETE,7.984,8,0.220,12,1.000,0.540,8.000,0.025,0.090,0.800,7,10,0,0.984,0.451,5.293,0.823,0.788,989.426
422,COMPLETE,7.984,8,0.220,12,1.000,0.540,8.000,0.025,0.090,0.800,7,10,0,0.984,0.451,5.293,0.823,0.788,998.002
423,COMPLETE,11.000,8,0.440,12,1.000,0.500,8.000,0.025,0.090,0.800,10,10,0,1.000,0.716,10.094,0.843,0.722,1256.662
424,COMPLETE,11.000,8,0.220,10,1.000,0.540,8.000,0.020,0.090,0.900,10,10,0,1.000,0.451,5.837,0.862,0.803,1023.893
425,COMPLETE,11.000,8,0.220,14,1.000,0.540,8.000,0.020,0.090,0.900,10,10,0,1.000,0.454,5.827,0.847,0.788,1005.559
426,COMPLETE,11.000,8,0.220,14,1.000,0.540,8.000,0.020,0.090,0.900,10,10,0,1.000,0.454,5.827,0.847,0.788,1014.289
427,COMPLETE,11.000,8,0.220,10,1.000,0.540,8.000,0.020,0.090,0.900,10,10,0,1.000,0.451,5.837,0.862,0.803,1013.086
428,COMPLETE,8.967,8,0.220,10,1.000,0.540,8.000,0.020,0.090,0.500,8,10,0,0.967,0.450,5.771,0.844,0.726,1013.535
429,COMPLETE,9.994,8,0.220,14,1.000,0.500,8.000,0.020,0.090,0.900,9,10,0,0.994,0.452,5.665,0.839,0.787,959.927
430,COMPLETE,9.982,8,0.220,10,1.000,0.500,8.000,0.020,0.090,0.900,9,10,0,0.982,0.454,5.668,0.829,0.780,991.230
431,COMPLETE,11.000,8,0.220,14,1.000,0.540,8.000,0.020,0.090,0.900,10,10,0,1.000,0.454,5.827,0.847,0.788,1007.968
432,COMPLETE,11.000,8,0.220,14,1.000,0.540,8.000,0.020,0.080,0.900,10,10,0,1.000,0.458,5.922,0.859,0.806,970.913
433,COMPLETE,11.000,8,0.220,10,1.000,0.540,8.000,0.020,0.080,0.900,10,10,0,1.000,0.464,6.024,0.859,0.796,973.041
434,COMPLETE,11.000,8,0.220,14,1.000,0.540,8.000,0.020,0.080,0.900,10,10,0,1.000,0.458,5.922,0.859,0.806,972.781
435,COMPLETE,11.000,8,0.220,14,1.000,0.540,8.000,0.020,0.080,0.900,10,10,0,1.000,0.458,5.922,0.859,0.806,957.623
436,COMPLETE,8.990,8,0.220,14,1.000,0.540,8.000,0.030,0.080,0.900,8,10,0,0.990,0.455,4.922,0.837,0.818,1030.918
437,COMPLETE,11.000,8,0.220,14,1.000,0.540,8.000,0.020,0.080,0.900,10,10,0,1.000,0.458,5.922,0.859,0.806,957.264
438,COMPLETE,11.000,8,0.220,14,1.000,0.560,8.000,0.020,0.080,0.900,10,10,0,1.000,0.459,6.043,0.867,0.783,946.350
439,COMPLETE,10.000,8,0.410,14,1.000,0.560,8.000,0.020,0.080,0.900,9,10,0,1.000,0.680,10.188,0.843,0.785,1209.850
440,COMPLETE,8.866,8,0.190,14,1.000,0.560,8.500,0.030,0.080,0.900,8,10,0,0.866,0.398,3.700,0.747,0.734,972.221
441,COMPLETE,8.922,8,0.320,13,1.000,0.560,8.500,0.030,0.080,0.900,8,10,0,0.922,0.586,7.363,0.790,0.734,1179.494
442,COMPLETE,8.959,8,0.190,13,1.000,0.560,8.500,0.020,0.080,0.900,8,10,0,0.959,0.386,4.671,0.853,0.783,913.357
443,COMPLETE,8.866,8,0.190,13,1.000,0.560,8.500,0.030,0.080,0.900,8,10,0,0.866,0.398,3.700,0.747,0.734,968.520
444,COMPLETE,8.922,8,0.320,13,1.000,0.560,8.500,0.030,0.080,0.900,8,10,0,0.922,0.586,7.363,0.790,0.734,1178.327
445,COMPLETE,8.866,8,0.190,13,1.000,0.560,8.500,0.030,0.080,0.900,8,10,0,0.866,0.398,3.700,0.747,0.734,973.270
446,COMPLETE,8.866,8,0.190,13,1.000,0.560,8.500,0.030,0.080,0.900,8,10,0,0.866,0.398,3.700,0.747,0.734,975.662
447,COMPLETE,8.866,8,0.190,13,1.000,0.560,8.500,0.030,0.080,0.900,8,10,0,0.866,0.398,3.700,0.747,0.734,987.129
448,COMPLETE,6.987,8,0.190,13,1.000,0.560,8.500,0.030,0.140,0.900,6,10,0,0.987,0.366,3.324,0.817,0.793,990.332
449,COMPLETE,8.866,8,0.190,13,1.000,0.560,8.500,0.030,0.080,0.900,8,10,0,0.866,0.398,3.700,0.747,0.734,1032.395
450,COMPLETE,9.999,8,0.410,13,1.000,0.560,8.500,0.030,0.100,0.900,9,10,0,0.999,0.661,9.043,0.839,0.789,1247.321
451,COMPLETE,6.987,8,0.190,13,1.000,0.560,8.500,0.030,0.140,0.900,6,10,0,0.987,0.366,3.324,0.817,0.793,979.101
452,COMPLETE,7.991,8,0.190,13,1.000,0.560,8.500,0.020,0.100,0.900,7,10,0,0.991,0.379,4.474,0.817,0.790,952.926
453,COMPLETE,11.000,8,0.190,13,1.000,0.560,8.500,0.030,0.100,0.900,10,10,0,1.000,0.383,3.606,0.844,0.804,999.595
454,COMPLETE,11.000,8,0.190,13,1.000,0.560,8.500,0.030,0.100,0.900,10,10,0,1.000,0.383,3.606,0.844,0.804,1039.512
455,COMPLETE,11.000,8,0.190,13,1.000,0.560,8.500,0.030,0.100,0.900,10,10,0,1.000,0.383,3.606,0.844,0.804,1041.961
456,COMPLETE,1.292,4,0.190,13,1.000,0.560,8.500,0.030,0.100,0.900,1,10,0,0.292,0.267,1.023,0.245,0.285,793.365
457,COMPLETE,11.000,8,0.190,13,1.000,0.560,8.500,0.030,0.100,0.900,10,10,0,1.000,0.383,3.606,0.844,0.804,1032.151
458,COMPLETE,6.926,8,0.190,13,1.000,0.460,8.500,0.030,0.100,0.900,6,10,0,0.926,0.385,3.327,0.789,0.750,1001.793
459,COMPLETE,8.998,8,0.190,13,1.000,0.560,8.500,0.030,0.100,1.000,8,10,0,0.998,0.391,3.740,0.832,0.850,1030.961
460,COMPLETE,9.942,8,0.190,13,1.000,0.560,8.500,0.030,0.080,1.000,9,10,0,0.942,0.395,3.763,0.810,0.803,1022.095
461,COMPLETE,11.000,9,0.190,16,1.000,0.560,7.500,0.035,0.100,1.000,10,10,0,1.000,0.443,4.309,0.858,0.821,1024.348
462,COMPLETE,8.992,9,0.350,16,1.000,0.560,7.500,0.035,0.100,1.000,8,10,0,0.992,0.651,8.470,0.836,0.737,1312.351
463,COMPLETE,6.984,9,0.190,16,1.000,0.560,7.500,0.025,0.100,1.000,6,10,0,0.984,0.433,5.042,0.819,0.790,1030.189
464,COMPLETE,6.984,9,0.190,16,1.000,0.560,7.500,0.025,0.100,1.000,6,10,0,0.984,0.433,5.042,0.819,0.790,1042.727
465,COMPLETE,7.991,9,0.350,16,1.000,0.560,7.500,0.025,0.100,0.900,7,10,0,0.991,0.639,9.013,0.823,0.709,1258.135
466,COMPLETE,7.988,9,0.180,13,1.000,0.460,7.500,0.025,0.100,1.000,7,10,0,0.988,0.424,4.581,0.824,0.814,1034.882
467,COMPLETE,1.761,9,0.180,16,1.000,0.180,7.500,0.025,0.090,1.000,1,10,0,0.761,0.419,3.606,0.617,0.603,1050.951
468,COMPLETE,7.988,9,0.180,16,1.000,0.460,7.500,0.025,0.100,1.000,7,10,0,0.988,0.424,4.581,0.824,0.814,1060.638
469,COMPLETE,9.995,9,0.370,16,1.000,0.540,7.500,0.035,0.090,1.000,9,10,0,0.995,0.685,9.064,0.842,0.785,1255.258
470,COMPLETE,8.999,9,0.180,16,1.000,0.540,7.500,0.025,0.090,1.000,8,10,0,0.999,0.428,4.910,0.832,0.837,1029.505
471,COMPLETE,2.459,9,0.180,16,1.000,0.140,7.500,0.035,0.090,1.000,2,10,0,0.459,0.430,2.888,0.384,0.402,1061.535
472,COMPLETE,8.999,9,0.180,16,1.000,0.540,7.500,0.025,0.090,1.000,8,10,0,0.999,0.428,4.910,0.832,0.837,1001.161
473,COMPLETE,9.993,9,0.180,16,1.000,0.540,7.500,0.025,0.090,0.900,9,10,0,0.993,0.425,4.828,0.849,0.777,982.593
474,COMPLETE,8.999,10,0.180,13,1.000,0.540,7.500,0.035,0.090,1.000,8,10,0,0.999,0.463,4.558,0.833,0.803,1050.589
475,COMPLETE,8.999,9,0.180,16,1.000,0.540,7.500,0.025,0.090,1.000,8,10,0,0.999,0.428,4.910,0.832,0.837,980.694
476,COMPLETE,9.997,9,0.180,12,1.000,0.540,7.500,0.035,0.090,1.000,9,10,0,0.997,0.427,3.985,0.851,0.835,1053.663
477,COMPLETE,1.761,9,0.180,16,1.000,0.180,7.500,0.025,0.090,1.000,1,10,0,0.761,0.419,3.606,0.617,0.603,1025.063
478,COMPLETE,9.993,9,0.180,16,1.000,0.540,7.500,0.025,0.090,0.900,9,10,0,0.993,0.425,4.828,0.849,0.777,973.641
479,COMPLETE,6.998,10,0.210,12,1.000,0.540,8.000,0.025,0.090,0.900,6,10,0,0.998,0.491,6.064,0.841,0.742,1060.282
480,COMPLETE,11.000,10,0.210,12,1.000,0.540,8.000,0.020,0.090,0.900,10,10,0,1.000,0.478,6.258,0.821,0.715,1037.846
481,COMPLETE,5.973,10,0.380,12,1.000,0.540,8.000,0.020,0.090,0.900,5,10,0,0.973,0.704,10.338,0.792,0.724,1335.331
482,COMPLETE,11.000,10,0.210,12,1.000,0.540,8.000,0.020,0.090,0.900,10,10,0,1.000,0.478,6.258,0.821,0.715,1026.041
483,COMPLETE,11.000,10,0.210,12,1.000,0.540,8.000,0.020,0.090,0.900,10,10,0,1.000,0.478,6.258,0.821,0.715,1047.420
484,COMPLETE,9.998,10,0.380,12,1.000,0.540,8.000,0.020,0.090,0.700,9,10,0,0.998,0.702,10.515,0.846,0.706,1325.090
485,COMPLETE,7.989,10,0.200,12,1.000,0.540,8.000,0.020,0.090,0.900,7,10,0,0.989,0.466,6.005,0.816,0.738,1024.123
486,COMPLETE,11.000,10,0.210,12,1.000,0.540,8.000,0.020,0.080,0.900,10,10,0,1.000,0.490,6.548,0.858,0.728,1014.189
487,COMPLETE,8.988,10,0.210,12,1.000,0.580,8.000,0.020,0.080,0.900,8,10,0,0.988,0.498,6.825,0.858,0.762,1034.942
488,COMPLETE,9.987,10,0.210,12,1.000,0.580,8.000,0.020,0.090,0.900,9,10,0,0.987,0.488,6.616,0.846,0.729,1034.283
489,COMPLETE,8.988,10,0.210,12,1.000,0.580,8.000,0.020,0.080,0.900,8,10,0,0.988,0.498,6.825,0.858,0.762,1036.231
490,COMPLETE,7.932,10,0.200,12,1.000,0.580,8.000,0.020,0.080,0.900,7,10,0,0.932,0.474,6.273,0.818,0.676,1032.280
491,COMPLETE,8.988,10,0.210,12,1.000,0.580,8.000,0.020,0.080,0.900,8,10,0,0.988,0.498,6.825,0.858,0.762,1030.708
492,COMPLETE,8.988,10,0.210,12,1.000,0.580,8.000,0.020,0.080,0.900,8,10,0,0.988,0.498,6.825,0.858,0.762,1038.247
493,COMPLETE,8.988,10,0.210,12,1.000,0.580,8.000,0.020,0.080,0.900,8,10,0,0.988,0.498,6.825,0.858,0.762,1032.884
494,COMPLETE,7.963,10,0.210,12,1.000,0.580,8.000,0.020,0.080,0.700,7,10,0,0.963,0.487,6.574,0.839,0.671,996.410
495,COMPLETE,9.998,8,0.200,12,1.000,0.580,8.000,0.020,0.080,0.900,9,10,0,0.998,0.426,5.455,0.858,0.792,956.027
496,COMPLETE,8.998,8,0.200,12,1.000,0.580,8.000,0.020,0.080,0.700,8,10,0,0.998,0.419,5.341,0.861,0.732,935.862
497,COMPLETE,9.998,8,0.200,12,1.000,0.580,8.000,0.020,0.080,0.900,9,10,0,0.998,0.426,5.455,0.858,0.792,966.712
498,COMPLETE,9.998,8,0.200,14,1.000,0.580,8.000,0.020,0.080,0.900,9,10,0,0.998,0.426,5.455,0.858,0.792,963.844
499,COMPLETE,9.994,8,0.230,14,1.000,0.580,8.000,0.020,0.080,0.900,9,10,0,0.994,0.480,6.409,0.847,0.775,986.268
500,COMPLETE,7.985,8,0.230,14,1.000,0.600,8.000,0.020,0.080,0.900,7,10,0,0.985,0.474,6.366,0.832,0.809,1010.010
501,COMPLETE,9.994,8,0.230,14,1.000,0.580,8.000,0.020,0.080,0.900,9,10,0,0.994,0.480,6.409,0.847,0.775,989.637
502,COMPLETE,7.985,8,0.230,14,1.000,0.600,8.000,0.020,0.080,0.900,7,10,0,0.985,0.474,6.366,0.832,0.809,1011.484
503,COMPLETE,7.874,8,0.230,14,1.000,0.380,7.000,0.020,0.080,0.900,7,10,0,0.874,0.490,5.769,0.746,0.654,1049.885
504,COMPLETE,7.989,8,0.230,14,1.000,0.600,7.000,0.025,0.080,0.900,7,10,0,0.989,0.493,6.361,0.841,0.770,982.432
505,COMPLETE,7.989,8,0.230,14,1.000,0.600,7.000,0.025,0.080,0.900,7,10,0,0.989,0.493,6.361,0.841,0.770,978.340
506,COMPLETE,8.970,8,0.230,14,1.000,0.600,7.000,0.025,0.080,0.100,8,10,0,0.970,0.493,6.376,0.857,0.706,1020.966
507,COMPLETE,7.989,8,0.230,14,1.000,0.600,7.000,0.025,0.080,0.900,7,10,0,0.989,0.493,6.361,0.841,0.770,977.634
508,COMPLETE,9.972,8,0.230,14,1.000,0.600,7.000,0.025,0.060,0.900,9,10,0,0.972,0.493,6.488,0.891,0.750,922.911
509,COMPLETE,9.972,8,0.230,14,1.000,0.600,7.000,0.025,0.060,0.900,9,10,0,0.972,0.493,6.488,0.891,0.750,924.428
510,COMPLETE,9.972,8,0.230,14,1.000,0.600,7.000,0.025,0.060,0.900,9,10,0,0.972,0.493,6.488,0.891,0.750,930.961
511,COMPLETE,11.000,7,0.230,13,1.000,0.600,7.000,0.025,0.080,0.900,10,10,0,1.000,0.469,5.863,0.856,0.785,1029.923
