candidate,group_kind,group,runs,seeds,stable_fraction,reached_gravity_fraction,retained_vertical_fraction,collapse_fraction,mean_gravity_reach_generation,mean_vertical_reach_generation,mean_partial_tilt_generation,mean_partial_transposition_generation,mean_max_comb_tilt,mean_max_min_transposition,mean_min_success,mean_final_directional_bias,mean_final_attention,mean_final_min_transposition,mean_final_transposition_gap,mean_final_comb_tilt,mean_final_success,mean_final_payoff
trial_546,comparison,unsuccessful,1,128,0.000,1.000,0.000,0.000,115.000,45.000,27.000,24.000,0.817,0.849,0.136,0.784,0.806,0.849,0.000,0.799,0.622,5.181
trial_546,outcome,gravity_without_vertical,1,128,0.000,1.000,0.000,0.000,115.000,45.000,27.000,24.000,0.817,0.849,0.136,0.784,0.806,0.849,0.000,0.799,0.622,5.181
trial_546,outcome,success,39,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",1.000,1.000,1.000,0.000,44.333,51.051,31.154,17.538,0.905,0.889,0.148,0.762,0.772,0.824,0.000,0.853,0.575,4.725
trial_425,all,all,40,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",0.950,1.000,0.950,0.000,63.425,53.925,30.025,28.300,0.904,0.863,0.162,0.760,0.782,0.800,0.029,0.858,0.617,6.263
trial_425,comparison,successful,38,"110,111,112,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148",1.000,1.000,1.000,0.000,61.632,52.605,29.342,28.132,0.906,0.869,0.161,0.763,0.787,0.806,0.028,0.862,0.618,6.289
trial_425,comparison,unsuccessful,2,"113,149",0.000,1.000,0.000,0.000,97.500,79.000,43.000,31.500,0.872,0.740,0.176,0.700,0.702,0.676,0.049,0.788,0.605,5.761
trial_425,outcome,gravity_without_vertical,2,"113,149",0.000,1.000,0.000,0.000,97.500,79.000,43.000,31.500,0.872,0.740,0.176,0.700,0.702,0.676,0.049,0.788,0.605,5.761
trial_425,outcome,success,38,"110,111,112,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148",1.000,1.000,1.000,0.000,61.632,52.605,29.342,28.132,0.906,0.869,0.161,0.763,0.787,0.806,0.028,0.862,0.618,6.289
trial_957,all,all,40,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",0.875,0.975,0.875,0.000,49.308,53.333,29.450,20.425,0.903,0.877,0.160,0.773,0.789,0.820,0.000,0.852,0.584,5.407
trial_957,comparison,successful,35,"110,111,112,113,114,115,116,117,118,119,120,122,124,125,126,127,128,129,130,131,132,134,135,136,137,138,139,140,141,143,144,145,146,147,148",1.000,1.000,1.000,0.000,47.629,52.686,28.486,20.714,0.908,0.893,0.160,0.779,0.792,0.838,0.000,0.862,0.587,5.485
trial_957,comparison,unsuccessful,5,"121,123,133,142,149",0.000,0.800,0.000,0.000,64.000,59.000,36.200,18.400,0.873,0.761,0.165,0.729,0.768,0.692,0.000,0.784,0.560,4.862
trial_957,outcome,gravity_without_vertical,4,"121,123,133,149",0.000,1.000,0.000,0.000,64.000,46.667,24.500,21.000,0.875,0.867,0.164,0.725,0.822,0.787,0.000,0.780,0.571,5.077
trial_957,outcome,partial_tilt,1,142,0.000,0.000,0.000,0.000,not_reached,96.000,83.000,8.000,0.864,0.340,0.169,0.748,0.555,0.314,0.000,0.799,0.518,4.004
trial_957,outcome,success,35,"110,111,112,113,114,115,116,117,118,119,120,122,124,125,126,127,128,129,130,131,132,134,135,136,137,138,139,140,141,143,144,145,146,147,148",1.000,1.000,1.000,0.000,47.629,52.686,28.486,20.714,0.908,0.893,0.160,0.779,0.792,0.838,0.000,0.862,0.587,5.485
