number,state,value,seed,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable,collapsed,progress,final_success,final_payoff,final_comb_tilt,final_sender_transposition,final_receiver_transposition,final_min_transposition
394,COMPLETE,9.994,107,10,0.180,15,1.000,0.580,7.500,0.020,0.080,0.900,true,false,1.000,0.446,5.742,0.808,0.817,0.795,0.795
394,COMPLETE,9.994,108,10,0.180,15,1.000,0.580,7.500,0.020,0.080,0.900,true,false,1.000,0.431,5.682,0.843,0.790,0.719,0.719
394,COMPLETE,9.994,109,10,0.180,15,1.000,0.580,7.500,0.020,0.080,0.900,false,false,0.938,0.425,5.311,0.751,0.805,0.813,0.805
395,COMPLETE,11.000,100,10,0.180,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.471,4.392,0.850,0.878,0.901,0.878
395,COMPLETE,11.000,101,10,0.180,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.488,4.713,0.867,0.881,0.868,0.868
395,COMPLETE,11.000,102,10,0.180,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.467,4.393,0.904,0.845,0.862,0.845
395,COMPLETE,11.000,103,10,0.180,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.473,4.380,0.866,0.824,0.747,0.747
395,COMPLETE,11.000,104,10,0.180,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.471,4.374,0.857,0.878,0.865,0.865
395,COMPLETE,11.000,105,10,0.180,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.477,4.453,0.828,0.861,0.871,0.861
395,COMPLETE,11.000,106,10,0.180,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.447,4.132,0.901,0.847,0.829,0.829
395,COMPLETE,11.000,107,10,0.180,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.466,4.237,0.872,0.770,0.776,0.770
395,COMPLETE,11.000,108,10,0.180,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.472,4.389,0.874,0.822,0.824,0.822
395,COMPLETE,11.000,109,10,0.180,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.427,3.464,0.858,0.647,0.600,0.600
396,COMPLETE,7.944,100,10,0.180,15,1.000,0.580,7.500,0.020,0.070,0.900,true,false,1.000,0.457,6.231,0.912,0.839,0.783,0.783
396,COMPLETE,7.944,101,10,0.180,15,1.000,0.580,7.500,0.020,0.070,0.900,true,false,1.000,0.456,6.054,0.877,0.687,0.692,0.687
396,COMPLETE,7.944,102,10,0.180,15,1.000,0.580,7.500,0.020,0.070,0.900,true,false,1.000,0.472,6.261,0.847,0.817,0.771,0.771
396,COMPLETE,7.944,103,10,0.180,15,1.000,0.580,7.500,0.020,0.070,0.900,false,false,0.859,0.421,5.497,0.886,0.429,0.510,0.429
396,COMPLETE,7.944,104,10,0.180,15,1.000,0.580,7.500,0.020,0.070,0.900,true,false,1.000,0.487,6.507,0.858,0.814,0.882,0.814
396,COMPLETE,7.944,105,10,0.180,15,1.000,0.580,7.500,0.020,0.070,0.900,true,false,1.000,0.462,6.188,0.866,0.783,0.735,0.735
396,COMPLETE,7.944,106,10,0.180,15,1.000,0.580,7.500,0.020,0.070,0.900,true,false,1.000,0.438,5.758,0.852,0.824,0.820,0.820
396,COMPLETE,7.944,107,10,0.180,15,1.000,0.580,7.500,0.020,0.070,0.900,false,false,0.835,0.427,5.480,0.826,0.589,0.417,0.417
396,COMPLETE,7.944,108,10,0.180,15,1.000,0.580,7.500,0.020,0.070,0.900,true,false,1.000,0.463,6.203,0.888,0.860,0.855,0.855
396,COMPLETE,7.944,109,10,0.180,15,1.000,0.580,7.500,0.020,0.070,0.900,false,false,0.745,0.417,5.382,0.896,0.373,0.454,0.373
397,COMPLETE,8.997,100,10,0.240,15,1.000,0.580,7.500,0.020,0.090,0.900,true,false,1.000,0.559,7.963,0.835,0.803,0.763,0.763
397,COMPLETE,8.997,101,10,0.240,15,1.000,0.580,7.500,0.020,0.090,0.900,true,false,1.000,0.536,7.641,0.843,0.752,0.693,0.693
397,COMPLETE,8.997,102,10,0.240,15,1.000,0.580,7.500,0.020,0.090,0.900,true,false,1.000,0.550,7.884,0.848,0.827,0.781,0.781
397,COMPLETE,8.997,103,10,0.240,15,1.000,0.580,7.500,0.020,0.090,0.900,true,false,1.000,0.550,7.749,0.825,0.772,0.676,0.676
397,COMPLETE,8.997,104,10,0.240,15,1.000,0.580,7.500,0.020,0.090,0.900,false,false,0.983,0.563,7.843,0.786,0.768,0.722,0.722
397,COMPLETE,8.997,105,10,0.240,15,1.000,0.580,7.500,0.020,0.090,0.900,true,false,1.000,0.546,7.906,0.884,0.762,0.749,0.749
397,COMPLETE,8.997,106,10,0.240,15,1.000,0.580,7.500,0.020,0.090,0.900,true,false,1.000,0.553,7.920,0.856,0.715,0.685,0.685
397,COMPLETE,8.997,107,10,0.240,15,1.000,0.580,7.500,0.020,0.090,0.900,true,false,1.000,0.563,8.200,0.891,0.799,0.756,0.756
397,COMPLETE,8.997,108,10,0.240,15,1.000,0.580,7.500,0.020,0.090,0.900,false,false,0.987,0.531,7.411,0.790,0.748,0.747,0.747
397,COMPLETE,8.997,109,10,0.240,15,1.000,0.580,7.500,0.020,0.090,0.900,true,false,1.000,0.575,8.091,0.807,0.815,0.826,0.815
398,COMPLETE,11.000,100,10,0.180,13,1.000,0.580,7.500,0.040,0.090,0.900,true,false,1.000,0.421,3.435,0.842,0.652,0.676,0.652
398,COMPLETE,11.000,101,10,0.180,13,1.000,0.580,7.500,0.040,0.090,0.900,true,false,1.000,0.428,3.614,0.802,0.794,0.749,0.749
398,COMPLETE,11.000,102,10,0.180,13,1.000,0.580,7.500,0.040,0.090,0.900,true,false,1.000,0.427,3.805,0.852,0.843,0.885,0.843
398,COMPLETE,11.000,103,10,0.180,13,1.000,0.580,7.500,0.040,0.090,0.900,true,false,1.000,0.446,4.201,0.866,0.885,0.869,0.869
398,COMPLETE,11.000,104,10,0.180,13,1.000,0.580,7.500,0.040,0.090,0.900,true,false,1.000,0.443,3.837,0.803,0.856,0.792,0.792
398,COMPLETE,11.000,105,10,0.180,13,1.000,0.580,7.500,0.040,0.090,0.900,true,false,1.000,0.478,4.484,0.858,0.849,0.754,0.754
398,COMPLETE,11.000,106,10,0.180,13,1.000,0.580,7.500,0.040,0.090,0.900,true,false,1.000,0.451,4.029,0.856,0.808,0.734,0.734
398,COMPLETE,11.000,107,10,0.180,13,1.000,0.580,7.500,0.040,0.090,0.900,true,false,1.000,0.466,4.428,0.902,0.839,0.825,0.825
398,COMPLETE,11.000,108,10,0.180,13,1.000,0.580,7.500,0.040,0.090,0.900,true,false,1.000,0.443,3.905,0.842,0.732,0.689,0.689
398,COMPLETE,11.000,109,10,0.180,13,1.000,0.580,7.500,0.040,0.090,0.900,true,false,1.000,0.431,3.918,0.865,0.819,0.817,0.817
399,COMPLETE,7.875,100,10,0.180,15,1.000,0.360,7.500,0.020,0.070,0.900,false,false,0.741,0.423,4.765,0.852,0.428,0.370,0.370
399,COMPLETE,7.875,101,10,0.180,15,1.000,0.360,7.500,0.020,0.070,0.900,true,false,1.000,0.457,5.204,0.805,0.861,0.786,0.786
399,COMPLETE,7.875,102,10,0.180,15,1.000,0.360,7.500,0.020,0.070,0.900,false,false,0.433,0.460,4.701,0.480,0.244,0.216,0.216
399,COMPLETE,7.875,103,10,0.180,15,1.000,0.360,7.500,0.020,0.070,0.900,true,false,1.000,0.451,5.145,0.844,0.643,0.556,0.556
399,COMPLETE,7.875,104,10,0.180,15,1.000,0.360,7.500,0.020,0.070,0.900,true,false,1.000,0.476,5.528,0.825,0.824,0.849,0.824
399,COMPLETE,7.875,105,10,0.180,15,1.000,0.360,7.500,0.020,0.070,0.900,true,false,1.000,0.427,4.817,0.859,0.660,0.521,0.521
399,COMPLETE,7.875,106,10,0.180,15,1.000,0.360,7.500,0.020,0.070,0.900,true,false,1.000,0.468,5.529,0.905,0.837,0.786,0.786
399,COMPLETE,7.875,107,10,0.180,15,1.000,0.360,7.500,0.020,0.070,0.900,true,false,1.000,0.451,5.153,0.835,0.858,0.835,0.835
399,COMPLETE,7.875,108,10,0.180,15,1.000,0.360,7.500,0.020,0.070,0.900,true,false,1.000,0.455,5.298,0.874,0.811,0.776,0.776
399,COMPLETE,7.875,109,10,0.180,15,1.000,0.360,7.500,0.020,0.070,0.900,false,false,0.575,0.454,4.743,0.561,0.287,0.308,0.287
400,COMPLETE,8.946,100,10,0.240,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.589,6.776,0.872,0.848,0.853,0.848
400,COMPLETE,8.946,101,10,0.240,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.544,6.228,0.860,0.864,0.851,0.851
400,COMPLETE,8.946,102,10,0.240,15,1.000,0.580,7.500,0.040,0.070,0.900,false,false,0.472,0.508,5.119,0.806,0.236,0.317,0.236
400,COMPLETE,8.946,103,10,0.240,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.590,6.708,0.853,0.845,0.857,0.845
400,COMPLETE,8.946,104,10,0.240,15,1.000,0.580,7.500,0.040,0.070,0.900,false,false,0.985,0.579,6.421,0.788,0.759,0.774,0.759
400,COMPLETE,8.946,105,10,0.240,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.584,6.727,0.875,0.797,0.733,0.733
400,COMPLETE,8.946,106,10,0.240,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.566,6.566,0.907,0.861,0.832,0.832
400,COMPLETE,8.946,107,10,0.240,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.564,6.166,0.823,0.736,0.714,0.714
400,COMPLETE,8.946,108,10,0.240,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.538,5.876,0.854,0.796,0.801,0.796
400,COMPLETE,8.946,109,10,0.240,15,1.000,0.580,7.500,0.040,0.070,0.900,true,false,1.000,0.538,5.994,0.892,0.828,0.816,0.816
401,COMPLETE,8.939,100,10,0.240,13,1.000,0.580,7.500,0.020,0.070,0.900,true,false,1.000,0.589,8.540,0.876,0.812,0.794,0.794
401,COMPLETE,8.939,101,10,0.240,13,1.000,0.580,7.500,0.020,0.070,0.900,false,false,0.952,0.526,7.255,0.802,0.495,0.476,0.476
401,COMPLETE,8.939,102,10,0.240,13,1.000,0.580,7.500,0.020,0.070,0.900,false,false,0.436,0.519,7.329,0.856,0.218,0.249,0.218
401,COMPLETE,8.939,103,10,0.240,13,1.000,0.580,7.500,0.020,0.070,0.900,true,false,1.000,0.509,7.130,0.836,0.506,0.676,0.506
401,COMPLETE,8.939,104,10,0.240,13,1.000,0.580,7.500,0.020,0.070,0.900,true,false,1.000,0.573,8.452,0.907,0.886,0.883,0.883
401,COMPLETE,8.939,105,10,0.240,13,1.000,0.580,7.500,0.020,0.070,0.900,true,false,1.000,0.559,8.123,0.889,0.846,0.836,0.836
401,COMPLETE,8.939,106,10,0.240,13,1.000,0.580,7.500,0.020,0.070,0.900,true,false,1.000,0.561,7.978,0.842,0.796,0.764,0.764
401,COMPLETE,8.939,107,10,0.240,13,1.000,0.580,7.500,0.020,0.070,0.900,true,false,1.000,0.609,8.816,0.841,0.901,0.899,0.899
401,COMPLETE,8.939,108,10,0.240,13,1.000,0.580,7.500,0.020,0.070,0.900,true,false,1.000,0.578,8.223,0.839,0.731,0.760,0.731
401,COMPLETE,8.939,109,10,0.240,13,1.000,0.580,7.500,0.020,0.070,0.900,true,false,1.000,0.595,8.481,0.821,0.848,0.822,0.822
402,COMPLETE,11.000,100,10,0.240,15,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.579,7.961,0.889,0.737,0.759,0.737
402,COMPLETE,11.000,101,10,0.240,15,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.572,7.671,0.823,0.873,0.893,0.873
402,COMPLETE,11.000,102,10,0.240,15,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.585,8.015,0.864,0.832,0.851,0.832
402,COMPLETE,11.000,103,10,0.240,15,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.604,8.472,0.905,0.860,0.874,0.860
402,COMPLETE,11.000,104,10,0.240,15,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.554,7.462,0.858,0.749,0.699,0.699
402,COMPLETE,11.000,105,10,0.240,15,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.560,7.517,0.827,0.712,0.686,0.686
402,COMPLETE,11.000,106,10,0.240,15,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.572,7.926,0.887,0.762,0.786,0.762
402,COMPLETE,11.000,107,10,0.240,15,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.587,8.112,0.878,0.843,0.855,0.843
402,COMPLETE,11.000,108,10,0.240,15,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.582,8.043,0.880,0.817,0.782,0.782
402,COMPLETE,11.000,109,10,0.240,15,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.575,7.909,0.900,0.724,0.714,0.714
403,COMPLETE,7.928,100,10,0.180,15,1.000,0.520,7.500,0.025,0.070,0.900,true,false,1.000,0.458,5.395,0.822,0.857,0.876,0.857
403,COMPLETE,7.928,101,10,0.180,15,1.000,0.520,7.500,0.025,0.070,0.900,true,false,1.000,0.430,4.883,0.828,0.718,0.825,0.718
403,COMPLETE,7.928,102,10,0.180,15,1.000,0.520,7.500,0.025,0.070,0.900,false,false,0.569,0.423,4.805,0.867,0.517,0.285,0.285
403,COMPLETE,7.928,103,10,0.180,15,1.000,0.520,7.500,0.025,0.070,0.900,true,false,1.000,0.462,5.422,0.871,0.637,0.677,0.637
403,COMPLETE,7.928,104,10,0.180,15,1.000,0.520,7.500,0.025,0.070,0.900,false,false,0.995,0.450,5.147,0.796,0.772,0.785,0.772
403,COMPLETE,7.928,105,10,0.180,15,1.000,0.520,7.500,0.025,0.070,0.900,true,false,1.000,0.452,5.265,0.847,0.808,0.746,0.746
403,COMPLETE,7.928,106,10,0.180,15,1.000,0.520,7.500,0.025,0.070,0.900,true,false,1.000,0.446,5.342,0.899,0.825,0.856,0.825
403,COMPLETE,7.928,107,10,0.180,15,1.000,0.520,7.500,0.025,0.070,0.900,true,false,1.000,0.463,5.367,0.804,0.816,0.819,0.816
403,COMPLETE,7.928,108,10,0.180,15,1.000,0.520,7.500,0.025,0.070,0.900,false,false,0.714,0.437,4.914,0.839,0.434,0.357,0.357
403,COMPLETE,7.928,109,10,0.180,15,1.000,0.520,7.500,0.025,0.070,0.900,true,false,1.000,0.471,5.646,0.886,0.846,0.841,0.841
404,COMPLETE,9.974,100,10,0.180,12,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.461,5.594,0.843,0.861,0.851,0.851
404,COMPLETE,9.974,101,10,0.180,12,1.000,0.580,7.500,0.025,0.070,0.900,false,false,0.743,0.414,4.834,0.844,0.469,0.371,0.371
404,COMPLETE,9.974,102,10,0.180,12,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.432,5.278,0.873,0.692,0.594,0.594
404,COMPLETE,9.974,103,10,0.180,12,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.427,5.010,0.824,0.692,0.758,0.692
404,COMPLETE,9.974,104,10,0.180,12,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.475,5.842,0.841,0.837,0.832,0.832
404,COMPLETE,9.974,105,10,0.180,12,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.480,6.110,0.920,0.828,0.851,0.828
404,COMPLETE,9.974,106,10,0.180,12,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.465,5.681,0.870,0.820,0.774,0.774
404,COMPLETE,9.974,107,10,0.180,12,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.488,6.127,0.897,0.878,0.865,0.865
404,COMPLETE,9.974,108,10,0.180,12,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.468,5.791,0.867,0.858,0.885,0.858
404,COMPLETE,9.974,109,10,0.180,12,1.000,0.580,7.500,0.025,0.070,0.900,true,false,1.000,0.475,5.890,0.887,0.839,0.878,0.839
405,COMPLETE,11.000,100,10,0.180,13,1.000,0.580,7.500,0.025,0.090,0.800,true,false,1.000,0.419,4.996,0.838,0.789,0.751,0.751
405,COMPLETE,11.000,101,10,0.180,13,1.000,0.580,7.500,0.025,0.090,0.800,true,false,1.000,0.442,5.302,0.834,0.750,0.798,0.750
405,COMPLETE,11.000,102,10,0.180,13,1.000,0.580,7.500,0.025,0.090,0.800,true,false,1.000,0.466,5.766,0.893,0.831,0.758,0.758
405,COMPLETE,11.000,103,10,0.180,13,1.000,0.580,7.500,0.025,0.090,0.800,true,false,1.000,0.460,5.527,0.823,0.800,0.769,0.769
405,COMPLETE,11.000,104,10,0.180,13,1.000,0.580,7.500,0.025,0.090,0.800,true,false,1.000,0.459,5.523,0.837,0.850,0.755,0.755
405,COMPLETE,11.000,105,10,0.180,13,1.000,0.580,7.500,0.025,0.090,0.800,true,false,1.000,0.449,5.471,0.873,0.803,0.794,0.794
405,COMPLETE,11.000,106,10,0.180,13,1.000,0.580,7.500,0.025,0.090,0.800,true,false,1.000,0.440,5.139,0.825,0.704,0.642,0.642
405,COMPLETE,11.000,107,10,0.180,13,1.000,0.580,7.500,0.025,0.090,0.800,true,false,1.000,0.409,4.867,0.868,0.741,0.700,0.700
405,COMPLETE,11.000,108,10,0.180,13,1.000,0.580,7.500,0.025,0.090,0.800,true,false,1.000,0.460,5.601,0.865,0.809,0.775,0.775
405,COMPLETE,11.000,109,10,0.180,13,1.000,0.580,7.500,0.025,0.090,0.800,true,false,1.000,0.438,5.298,0.861,0.721,0.814,0.721
406,COMPLETE,8.921,100,10,0.430,13,1.000,0.520,7.500,0.025,0.090,0.800,false,false,1.000,0.791,11.504,0.800,0.838,0.785,0.785
406,COMPLETE,8.921,101,10,0.430,13,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.757,11.171,0.845,0.769,0.740,0.740
406,COMPLETE,8.921,102,10,0.430,13,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.775,11.405,0.832,0.886,0.786,0.786
406,COMPLETE,8.921,103,10,0.430,13,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.749,10.994,0.843,0.746,0.626,0.626
406,COMPLETE,8.921,104,10,0.430,13,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.733,10.689,0.822,0.811,0.757,0.757
406,COMPLETE,8.921,105,10,0.430,13,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.713,10.293,0.829,0.648,0.734,0.648
406,COMPLETE,8.921,106,10,0.430,13,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.743,10.789,0.822,0.732,0.755,0.732
406,COMPLETE,8.921,107,10,0.430,13,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.738,10.810,0.854,0.688,0.534,0.534
406,COMPLETE,8.921,108,10,0.430,13,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.756,11.141,0.850,0.774,0.702,0.702
406,COMPLETE,8.921,109,10,0.430,13,1.000,0.520,7.500,0.025,0.090,0.800,false,false,0.207,0.723,10.488,0.822,0.388,0.104,0.104
407,COMPLETE,7.980,100,8,0.200,7,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.431,4.943,0.859,0.852,0.740,0.740
407,COMPLETE,7.980,101,8,0.200,7,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.414,4.769,0.903,0.810,0.699,0.699
407,COMPLETE,7.980,102,8,0.200,7,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.417,4.738,0.866,0.847,0.851,0.847
407,COMPLETE,7.980,103,8,0.200,7,1.000,0.520,7.500,0.025,0.090,0.800,false,false,0.883,0.432,4.824,0.860,0.775,0.441,0.441
407,COMPLETE,7.980,104,8,0.200,7,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.418,4.621,0.855,0.781,0.654,0.654
407,COMPLETE,7.980,105,8,0.200,7,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.426,4.890,0.833,0.859,0.811,0.811
407,COMPLETE,7.980,106,8,0.200,7,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.437,4.992,0.866,0.819,0.814,0.814
407,COMPLETE,7.980,107,8,0.200,7,1.000,0.520,7.500,0.025,0.090,0.800,false,false,0.976,0.412,4.481,0.781,0.801,0.702,0.702
407,COMPLETE,7.980,108,8,0.200,7,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.435,5.052,0.880,0.865,0.886,0.865
407,COMPLETE,7.980,109,8,0.200,7,1.000,0.520,7.500,0.025,0.090,0.800,false,false,0.945,0.431,4.748,0.756,0.854,0.822,0.822
408,COMPLETE,6.996,100,8,0.180,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.384,4.049,0.852,0.789,0.728,0.728
408,COMPLETE,6.996,101,8,0.180,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.429,4.669,0.824,0.869,0.824,0.824
408,COMPLETE,6.996,102,8,0.180,12,1.000,0.520,7.500,0.025,0.090,0.800,false,false,0.990,0.398,4.191,0.792,0.817,0.811,0.811
408,COMPLETE,6.996,103,8,0.180,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.405,4.365,0.824,0.852,0.870,0.852
408,COMPLETE,6.996,104,8,0.180,12,1.000,0.520,7.500,0.025,0.090,0.800,false,false,0.993,0.423,4.568,0.795,0.833,0.859,0.833
408,COMPLETE,6.996,105,8,0.180,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.386,4.143,0.877,0.805,0.745,0.745
408,COMPLETE,6.996,106,8,0.180,12,1.000,0.520,7.500,0.025,0.090,0.800,false,false,0.981,0.396,4.039,0.785,0.819,0.764,0.764
408,COMPLETE,6.996,107,8,0.180,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.421,4.657,0.897,0.873,0.830,0.830
408,COMPLETE,6.996,108,8,0.180,12,1.000,0.520,7.500,0.025,0.090,0.800,false,false,0.994,0.407,4.405,0.795,0.903,0.884,0.884
408,COMPLETE,6.996,109,8,0.180,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.380,4.097,0.866,0.825,0.767,0.767
409,COMPLETE,11.000,100,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.442,5.188,0.881,0.871,0.776,0.776
409,COMPLETE,11.000,101,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.393,4.473,0.875,0.788,0.578,0.578
409,COMPLETE,11.000,102,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.439,4.932,0.824,0.873,0.747,0.747
409,COMPLETE,11.000,103,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.435,4.974,0.860,0.794,0.750,0.750
409,COMPLETE,11.000,104,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.421,4.822,0.875,0.835,0.793,0.793
409,COMPLETE,11.000,105,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.438,4.976,0.890,0.759,0.717,0.717
409,COMPLETE,11.000,106,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.414,4.683,0.854,0.756,0.733,0.733
409,COMPLETE,11.000,107,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.424,4.849,0.864,0.892,0.783,0.783
409,COMPLETE,11.000,108,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.420,4.663,0.819,0.868,0.840,0.840
409,COMPLETE,11.000,109,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.396,4.360,0.802,0.836,0.823,0.823
410,COMPLETE,11.000,100,8,0.200,12,1.000,0.520,6.000,0.025,0.090,0.800,true,false,1.000,0.418,4.928,0.821,0.768,0.767,0.767
410,COMPLETE,11.000,101,8,0.200,12,1.000,0.520,6.000,0.025,0.090,0.800,true,false,1.000,0.457,5.590,0.887,0.836,0.846,0.836
410,COMPLETE,11.000,102,8,0.200,12,1.000,0.520,6.000,0.025,0.090,0.800,true,false,1.000,0.465,5.514,0.850,0.833,0.759,0.759
410,COMPLETE,11.000,103,8,0.200,12,1.000,0.520,6.000,0.025,0.090,0.800,true,false,1.000,0.437,5.157,0.847,0.764,0.782,0.764
410,COMPLETE,11.000,104,8,0.200,12,1.000,0.520,6.000,0.025,0.090,0.800,true,false,1.000,0.439,5.223,0.825,0.792,0.760,0.760
410,COMPLETE,11.000,105,8,0.200,12,1.000,0.520,6.000,0.025,0.090,0.800,true,false,1.000,0.457,5.566,0.861,0.858,0.759,0.759
410,COMPLETE,11.000,106,8,0.200,12,1.000,0.520,6.000,0.025,0.090,0.800,true,false,1.000,0.459,5.590,0.850,0.896,0.886,0.886
410,COMPLETE,11.000,107,8,0.200,12,1.000,0.520,6.000,0.025,0.090,0.800,true,false,1.000,0.437,5.081,0.811,0.812,0.788,0.788
410,COMPLETE,11.000,108,8,0.200,12,1.000,0.520,6.000,0.025,0.090,0.800,true,false,1.000,0.454,5.477,0.857,0.825,0.819,0.819
410,COMPLETE,11.000,109,8,0.200,12,1.000,0.520,6.000,0.025,0.090,0.800,true,false,1.000,0.441,5.308,0.839,0.815,0.807,0.807
411,COMPLETE,11.000,100,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.442,5.188,0.881,0.871,0.776,0.776
411,COMPLETE,11.000,101,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.393,4.473,0.875,0.788,0.578,0.578
411,COMPLETE,11.000,102,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.439,4.932,0.824,0.873,0.747,0.747
411,COMPLETE,11.000,103,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.435,4.974,0.860,0.794,0.750,0.750
411,COMPLETE,11.000,104,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.421,4.822,0.875,0.835,0.793,0.793
411,COMPLETE,11.000,105,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.438,4.976,0.890,0.759,0.717,0.717
411,COMPLETE,11.000,106,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.414,4.683,0.854,0.756,0.733,0.733
411,COMPLETE,11.000,107,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.424,4.849,0.864,0.892,0.783,0.783
411,COMPLETE,11.000,108,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.420,4.663,0.819,0.868,0.840,0.840
411,COMPLETE,11.000,109,8,0.200,12,1.000,0.520,7.500,0.025,0.090,0.800,true,false,1.000,0.396,4.360,0.802,0.836,0.823,0.823
412,COMPLETE,11.000,100,8,0.200,12,1.000,0.520,6.000,0.025,0.090,0.800,true,false,1.000,0.418,4.928,0.821,0.768,0.767,0.767
412,COMPLETE,11.000,101,8,0.200,12,1.000,0.520,6.000,0.025,0.090,0.800,true,false,1.000,0.457,5.590,0.887,0.836,0.846,0.836
