seed,comparison_group,outcome,generation,average_directional_bias,average_receiver_attention,average_sender_transposition,average_receiver_transposition,average_min_transposition,average_transposition_gap,average_comb_tilt,average_comb_orientation,comb_orientation_alignment,average_search_limit,average_success,average_payoff
107,unsuccessful,flat,27,0.403,0.239,0.255,0.150,0.150,0.104,0.385,1.963,0.247,6.484,0.476,4.444
107,unsuccessful,flat,28,0.368,0.314,0.277,0.133,0.133,0.144,0.431,2.020,0.256,6.546,0.480,4.549
107,unsuccessful,flat,29,0.384,0.386,0.272,0.115,0.115,0.157,0.445,2.153,0.146,6.698,0.497,4.751
107,unsuccessful,flat,30,0.366,0.388,0.248,0.124,0.124,0.124,0.437,2.052,0.256,6.704,0.497,4.752
107,unsuccessful,flat,31,0.401,0.439,0.215,0.126,0.126,0.090,0.427,2.386,0.233,6.873,0.507,4.845
107,unsuccessful,flat,32,0.394,0.467,0.190,0.130,0.130,0.061,0.441,2.725,0.186,6.923,0.513,4.929
107,unsuccessful,flat,33,0.409,0.473,0.172,0.145,0.145,0.027,0.456,3.042,0.154,7.095,0.522,5.040
107,unsuccessful,flat,34,0.416,0.498,0.147,0.124,0.124,0.022,0.449,0.293,0.163,6.956,0.514,4.957
107,unsuccessful,flat,35,0.465,0.508,0.169,0.153,0.153,0.016,0.447,0.765,0.268,6.846,0.520,5.063
107,unsuccessful,flat,36,0.465,0.513,0.140,0.131,0.131,0.009,0.459,1.250,0.103,6.940,0.517,5.013
107,unsuccessful,flat,37,0.440,0.493,0.148,0.135,0.135,0.013,0.469,1.374,0.077,7.189,0.515,4.932
107,unsuccessful,flat,38,0.397,0.517,0.147,0.119,0.119,0.028,0.485,1.407,0.071,7.050,0.515,5.003
107,unsuccessful,flat,39,0.415,0.491,0.148,0.133,0.133,0.016,0.482,1.680,0.095,7.055,0.510,4.923
107,unsuccessful,flat,40,0.458,0.494,0.154,0.151,0.151,0.003,0.515,0.571,0.094,6.998,0.505,4.903
107,unsuccessful,flat,41,0.449,0.515,0.136,0.144,0.136,0.008,0.485,0.247,0.142,6.903,0.505,4.869
107,unsuccessful,flat,42,0.472,0.522,0.134,0.162,0.134,0.027,0.479,0.217,0.071,7.011,0.515,4.978
107,unsuccessful,flat,43,0.461,0.539,0.163,0.186,0.163,0.024,0.513,0.389,0.152,7.017,0.506,4.895
107,unsuccessful,flat,44,0.565,0.493,0.109,0.178,0.109,0.069,0.542,0.912,0.109,7.074,0.509,4.960
107,unsuccessful,flat,45,0.499,0.598,0.132,0.216,0.132,0.084,0.496,0.914,0.348,7.117,0.531,5.210
107,unsuccessful,flat,46,0.465,0.636,0.148,0.249,0.148,0.101,0.515,1.202,0.347,7.116,0.532,5.255
107,unsuccessful,flat,47,0.419,0.638,0.152,0.221,0.152,0.069,0.569,0.969,0.348,7.123,0.520,5.128
107,unsuccessful,flat,48,0.397,0.661,0.162,0.259,0.162,0.097,0.573,1.251,0.156,7.133,0.517,5.118
107,unsuccessful,flat,49,0.437,0.623,0.131,0.236,0.131,0.105,0.584,1.525,0.092,6.947,0.516,5.166
107,unsuccessful,flat,50,0.482,0.623,0.149,0.237,0.149,0.088,0.589,2.717,0.073,6.680,0.509,5.108
107,unsuccessful,flat,51,0.456,0.672,0.143,0.249,0.143,0.106,0.520,1.930,0.061,6.784,0.529,5.294
107,unsuccessful,flat,52,0.482,0.684,0.150,0.262,0.150,0.111,0.520,2.301,0.158,6.783,0.521,5.146
107,unsuccessful,flat,53,0.512,0.690,0.149,0.241,0.149,0.093,0.566,2.140,0.305,6.550,0.516,5.171
107,unsuccessful,flat,54,0.517,0.691,0.178,0.249,0.178,0.071,0.555,2.392,0.269,6.792,0.517,5.138
107,unsuccessful,flat,55,0.514,0.735,0.188,0.230,0.188,0.042,0.491,2.620,0.210,6.833,0.534,5.276
107,unsuccessful,flat,56,0.521,0.747,0.167,0.223,0.167,0.056,0.454,2.430,0.130,6.935,0.553,5.492
107,unsuccessful,flat,57,0.579,0.753,0.179,0.238,0.179,0.059,0.509,2.265,0.133,6.948,0.533,5.254
107,unsuccessful,flat,58,0.556,0.785,0.138,0.163,0.138,0.024,0.500,1.302,0.128,6.895,0.539,5.340
107,unsuccessful,flat,59,0.485,0.748,0.129,0.217,0.129,0.088,0.357,1.349,0.141,6.705,0.555,5.407
107,unsuccessful,flat,60,0.559,0.748,0.144,0.245,0.144,0.100,0.393,1.297,0.209,6.562,0.542,5.311
107,unsuccessful,flat,61,0.535,0.800,0.127,0.265,0.127,0.138,0.320,1.192,0.207,6.618,0.552,5.322
107,unsuccessful,flat,62,0.506,0.810,0.142,0.269,0.142,0.128,0.284,1.306,0.111,6.499,0.553,5.314
107,unsuccessful,flat,63,0.497,0.813,0.178,0.302,0.178,0.125,0.314,1.445,0.097,6.325,0.551,5.368
107,unsuccessful,flat,64,0.498,0.799,0.142,0.277,0.142,0.135,0.329,1.173,0.239,6.527,0.554,5.389
107,unsuccessful,flat,65,0.542,0.836,0.128,0.295,0.128,0.166,0.310,1.274,0.230,6.114,0.556,5.458
107,unsuccessful,flat,66,0.590,0.836,0.095,0.287,0.095,0.192,0.289,1.483,0.254,6.212,0.565,5.533
107,unsuccessful,flat,67,0.589,0.853,0.085,0.236,0.085,0.151,0.243,1.117,0.181,6.279,0.574,5.587
107,unsuccessful,flat,68,0.605,0.891,0.091,0.270,0.091,0.179,0.182,0.801,0.084,6.390,0.587,5.657
107,unsuccessful,flat,69,0.626,0.903,0.127,0.307,0.127,0.180,0.178,0.713,0.020,6.299,0.572,5.485
107,unsuccessful,flat,70,0.666,0.860,0.103,0.281,0.103,0.178,0.177,1.862,0.169,6.361,0.575,5.532
107,unsuccessful,flat,71,0.665,0.867,0.127,0.237,0.127,0.109,0.164,2.118,0.213,6.248,0.576,5.561
107,unsuccessful,flat,72,0.639,0.824,0.161,0.234,0.161,0.073,0.212,2.189,0.230,6.461,0.576,5.553
107,unsuccessful,flat,73,0.649,0.807,0.150,0.243,0.150,0.093,0.223,2.379,0.158,6.412,0.585,5.718
107,unsuccessful,flat,74,0.643,0.824,0.139,0.250,0.139,0.111,0.205,2.169,0.164,6.397,0.583,5.679
107,unsuccessful,flat,75,0.618,0.800,0.162,0.244,0.162,0.081,0.238,2.600,0.242,6.450,0.565,5.456
107,unsuccessful,flat,76,0.656,0.763,0.121,0.223,0.121,0.102,0.232,3.034,0.082,6.375,0.574,5.584
107,unsuccessful,flat,77,0.653,0.787,0.121,0.229,0.121,0.109,0.243,3.127,0.090,6.522,0.578,5.642
107,unsuccessful,flat,78,0.686,0.811,0.151,0.234,0.151,0.083,0.242,0.075,0.254,6.915,0.593,5.772
107,unsuccessful,flat,79,0.686,0.822,0.145,0.253,0.145,0.109,0.199,0.725,0.085,6.709,0.584,5.631
107,unsuccessful,flat,80,0.688,0.812,0.185,0.305,0.185,0.120,0.216,2.055,0.077,6.802,0.581,5.596
107,unsuccessful,flat,81,0.683,0.841,0.247,0.341,0.247,0.093,0.199,1.528,0.091,6.908,0.585,5.605
107,unsuccessful,flat,82,0.699,0.856,0.186,0.300,0.186,0.114,0.156,1.544,0.167,6.945,0.593,5.638
107,unsuccessful,flat,83,0.747,0.845,0.143,0.270,0.143,0.127,0.141,2.332,0.260,6.850,0.602,5.747
107,unsuccessful,flat,84,0.745,0.793,0.146,0.252,0.146,0.105,0.161,2.396,0.322,6.891,0.603,5.768
107,unsuccessful,flat,85,0.751,0.765,0.134,0.224,0.134,0.090,0.137,2.459,0.277,6.747,0.603,5.767
107,unsuccessful,flat,86,0.818,0.775,0.177,0.246,0.177,0.069,0.137,2.475,0.246,6.631,0.606,5.830
107,unsuccessful,flat,87,0.807,0.777,0.199,0.232,0.199,0.033,0.139,2.361,0.161,6.611,0.604,5.796
107,unsuccessful,flat,88,0.773,0.759,0.202,0.225,0.202,0.023,0.142,2.479,0.318,6.582,0.598,5.731
107,unsuccessful,flat,89,0.791,0.791,0.211,0.219,0.211,0.008,0.155,2.274,0.166,6.545,0.588,5.634
107,unsuccessful,flat,90,0.771,0.764,0.227,0.263,0.227,0.037,0.150,1.575,0.148,6.473,0.583,5.562
107,unsuccessful,flat,91,0.725,0.743,0.240,0.301,0.240,0.061,0.155,0.687,0.064,6.361,0.574,5.468
107,unsuccessful,flat,92,0.718,0.732,0.249,0.307,0.249,0.059,0.149,0.040,0.059,6.448,0.586,5.596
107,unsuccessful,flat,93,0.680,0.701,0.243,0.306,0.243,0.063,0.181,0.525,0.107,6.193,0.566,5.427
107,unsuccessful,flat,94,0.686,0.712,0.224,0.310,0.224,0.087,0.159,0.312,0.131,6.148,0.566,5.407
107,unsuccessful,flat,95,0.704,0.745,0.219,0.268,0.219,0.050,0.156,0.750,0.103,6.420,0.573,5.438
107,unsuccessful,flat,96,0.725,0.763,0.192,0.235,0.192,0.043,0.153,0.526,0.156,6.528,0.587,5.605
107,unsuccessful,flat,97,0.721,0.768,0.217,0.262,0.217,0.045,0.169,0.226,0.270,6.494,0.582,5.577
107,unsuccessful,flat,98,0.689,0.763,0.197,0.246,0.197,0.050,0.168,0.345,0.336,6.468,0.568,5.378
107,unsuccessful,flat,99,0.675,0.770,0.197,0.249,0.197,0.052,0.230,0.426,0.236,6.630,0.571,5.475
107,unsuccessful,flat,100,0.662,0.758,0.193,0.226,0.193,0.033,0.193,0.129,0.249,6.494,0.570,5.443
107,unsuccessful,flat,101,0.684,0.781,0.197,0.222,0.197,0.026,0.194,0.586,0.130,6.514,0.569,5.422
107,unsuccessful,flat,102,0.684,0.785,0.183,0.223,0.183,0.040,0.181,0.578,0.269,6.611,0.573,5.427
107,unsuccessful,flat,103,0.785,0.813,0.175,0.187,0.175,0.012,0.171,0.714,0.280,6.667,0.601,5.768
107,unsuccessful,flat,104,0.796,0.875,0.115,0.150,0.115,0.036,0.180,0.997,0.282,6.410,0.605,5.881
107,unsuccessful,flat,105,0.847,0.859,0.110,0.147,0.110,0.037,0.178,1.007,0.328,6.414,0.603,5.865
107,unsuccessful,flat,106,0.796,0.875,0.130,0.163,0.130,0.033,0.167,0.890,0.237,6.466,0.600,5.811
107,unsuccessful,flat,107,0.812,0.879,0.128,0.168,0.128,0.040,0.128,0.863,0.215,6.359,0.607,5.866
107,unsuccessful,flat,108,0.792,0.904,0.118,0.177,0.118,0.058,0.123,1.218,0.260,6.218,0.593,5.720
107,unsuccessful,flat,109,0.794,0.884,0.156,0.187,0.156,0.031,0.148,1.350,0.230,6.217,0.590,5.715
107,unsuccessful,flat,110,0.803,0.836,0.198,0.222,0.198,0.023,0.164,1.318,0.238,6.473,0.585,5.622
107,unsuccessful,flat,111,0.822,0.812,0.201,0.220,0.201,0.019,0.220,1.822,0.260,6.524,0.592,5.765
107,unsuccessful,flat,112,0.838,0.779,0.209,0.221,0.209,0.012,0.204,1.685,0.385,6.531,0.584,5.612
107,unsuccessful,flat,113,0.885,0.783,0.192,0.187,0.187,0.005,0.189,1.564,0.216,6.659,0.594,5.707
107,unsuccessful,flat,114,0.862,0.814,0.163,0.178,0.163,0.015,0.143,1.659,0.155,6.935,0.608,5.792
107,unsuccessful,flat,115,0.858,0.837,0.157,0.196,0.157,0.039,0.114,1.487,0.086,7.184,0.630,5.995
107,unsuccessful,flat,116,0.860,0.864,0.141,0.209,0.141,0.068,0.072,2.023,0.170,7.230,0.640,6.048
107,unsuccessful,flat,117,0.836,0.877,0.150,0.190,0.150,0.040,0.085,1.442,0.116,7.265,0.652,6.240
107,unsuccessful,flat,118,0.854,0.848,0.195,0.212,0.195,0.016,0.112,1.615,0.208,7.102,0.640,6.150
107,unsuccessful,flat,119,0.804,0.835,0.196,0.203,0.196,0.007,0.153,2.185,0.091,7.072,0.619,5.923
107,unsuccessful,flat,120,0.805,0.830,0.235,0.228,0.228,0.007,0.150,1.940,0.285,6.934,0.619,5.960
108,successful,success,0,0.074,0.118,0.000,0.000,0.000,0.000,0.000,2.942,0.221,2.420,0.164,1.158
108,successful,success,1,0.082,0.115,0.024,0.028,0.024,0.005,0.024,2.938,0.236,2.766,0.196,1.451
108,successful,success,2,0.088,0.104,0.046,0.050,0.046,0.004,0.049,0.004,0.131,3.397,0.262,2.081
108,successful,success,3,0.091,0.096,0.073,0.070,0.070,0.002,0.061,2.793,0.092,3.493,0.271,2.170
108,successful,success,4,0.098,0.084,0.080,0.076,0.076,0.003,0.063,2.727,0.186,3.859,0.304,2.489
108,successful,success,5,0.111,0.088,0.089,0.088,0.088,0.000,0.094,2.541,0.169,4.204,0.336,2.806
108,successful,success,6,0.109,0.085,0.096,0.098,0.096,0.001,0.109,0.892,0.121,4.331,0.344,2.896
108,successful,success,7,0.113,0.093,0.095,0.092,0.092,0.003,0.128,0.359,0.152,4.827,0.387,3.326
108,successful,success,8,0.116,0.095,0.138,0.155,0.138,0.017,0.142,0.487,0.175,4.944,0.388,3.331
108,successful,success,9,0.112,0.123,0.151,0.179,0.151,0.028,0.156,0.713,0.109,4.982,0.388,3.341
108,successful,success,10,0.139,0.121,0.137,0.167,0.137,0.030,0.151,0.906,0.235,5.266,0.395,3.363
108,successful,success,11,0.155,0.125,0.113,0.164,0.113,0.050,0.153,1.074,0.219,5.542,0.419,3.608
108,successful,success,12,0.156,0.117,0.141,0.170,0.141,0.029,0.162,1.356,0.321,5.881,0.432,3.710
108,successful,success,13,0.184,0.117,0.104,0.188,0.104,0.084,0.177,1.511,0.294,6.149,0.438,3.766
108,successful,success,14,0.176,0.134,0.083,0.170,0.083,0.087,0.152,1.235,0.259,6.252,0.445,3.791
108,successful,success,15,0.198,0.140,0.100,0.187,0.100,0.087,0.160,1.627,0.262,6.187,0.441,3.770
108,successful,success,16,0.201,0.159,0.141,0.194,0.141,0.054,0.174,1.312,0.246,6.396,0.456,3.917
108,successful,success,17,0.210,0.177,0.150,0.180,0.150,0.030,0.198,1.163,0.338,6.366,0.461,4.011
108,successful,success,18,0.249,0.159,0.188,0.197,0.188,0.009,0.236,0.982,0.236,6.442,0.471,4.178
108,successful,success,19,0.272,0.161,0.187,0.231,0.187,0.044,0.251,0.819,0.212,6.460,0.472,4.208
108,successful,success,20,0.293,0.161,0.188,0.232,0.188,0.044,0.271,1.053,0.148,6.304,0.464,4.157
108,successful,success,21,0.330,0.135,0.180,0.194,0.180,0.014,0.288,1.024,0.333,6.495,0.469,4.203
108,successful,success,22,0.343,0.130,0.178,0.188,0.178,0.011,0.306,1.111,0.324,6.429,0.469,4.238
108,successful,success,23,0.336,0.140,0.184,0.192,0.184,0.008,0.311,1.243,0.186,6.141,0.459,4.177
108,successful,success,24,0.303,0.150,0.148,0.191,0.148,0.044,0.314,1.047,0.302,6.470,0.470,4.263
108,successful,success,25,0.327,0.177,0.151,0.181,0.151,0.030,0.334,1.165,0.270,6.327,0.466,4.274
108,successful,success,26,0.368,0.190,0.131,0.142,0.131,0.011,0.418,0.994,0.263,6.427,0.481,4.554
108,successful,success,27,0.403,0.223,0.117,0.138,0.117,0.020,0.414,1.225,0.275,6.405,0.481,4.555
108,successful,success,28,0.460,0.240,0.130,0.130,0.130,0.000,0.418,1.632,0.177,6.416,0.485,4.608
108,successful,success,29,0.506,0.255,0.124,0.110,0.110,0.014,0.363,1.637,0.261,6.678,0.496,4.624
108,successful,success,30,0.578,0.273,0.122,0.123,0.122,0.000,0.332,2.301,0.109,6.666,0.500,4.646
108,successful,success,31,0.553,0.276,0.170,0.149,0.149,0.021,0.343,2.625,0.306,6.566,0.492,4.581
108,successful,success,32,0.533,0.304,0.178,0.160,0.160,0.018,0.351,2.621,0.251,6.596,0.491,4.551
108,successful,success,33,0.614,0.319,0.177,0.157,0.157,0.020,0.376,2.770,0.289,6.362,0.490,4.648
108,successful,success,34,0.632,0.305,0.164,0.169,0.164,0.005,0.340,2.923,0.225,6.394,0.491,4.603
108,successful,success,35,0.621,0.314,0.208,0.215,0.208,0.006,0.381,3.098,0.240,6.396,0.489,4.608
108,successful,success,36,0.632,0.299,0.190,0.222,0.190,0.032,0.392,2.964,0.248,6.479,0.496,4.705
108,successful,success,37,0.672,0.308,0.181,0.212,0.181,0.030,0.445,3.086,0.114,6.313,0.471,4.463
108,successful,success,38,0.699,0.364,0.186,0.202,0.186,0.016,0.454,2.221,0.177,6.407,0.487,4.673
108,successful,success,39,0.729,0.345,0.182,0.198,0.182,0.016,0.395,2.577,0.236,6.649,0.507,4.819
108,successful,success,40,0.730,0.287,0.200,0.213,0.200,0.014,0.418,2.238,0.220,6.501,0.489,4.640
108,successful,success,41,0.698,0.325,0.212,0.252,0.212,0.040,0.437,1.965,0.175,6.561,0.502,4.826
108,successful,success,42,0.692,0.395,0.214,0.252,0.214,0.038,0.422,1.687,0.053,6.388,0.506,4.893
108,successful,success,43,0.680,0.442,0.212,0.233,0.212,0.021,0.431,1.602,0.110,6.137,0.494,4.796
108,successful,success,44,0.680,0.431,0.227,0.257,0.227,0.030,0.483,0.932,0.086,6.119,0.485,4.743
108,successful,success,45,0.658,0.440,0.227,0.246,0.227,0.019,0.519,0.083,0.092,6.192,0.483,4.743
108,successful,success,46,0.659,0.450,0.289,0.243,0.243,0.046,0.504,2.778,0.098,6.284,0.488,4.778
108,successful,success,47,0.625,0.405,0.279,0.258,0.258,0.021,0.615,3.061,0.129,6.647,0.489,4.821
108,successful,success,48,0.655,0.360,0.290,0.258,0.258,0.031,0.675,2.697,0.294,6.676,0.495,5.001
108,successful,success,49,0.621,0.325,0.260,0.273,0.260,0.012,0.713,2.443,0.236,6.630,0.489,4.948
108,successful,success,50,0.638,0.319,0.247,0.272,0.247,0.025,0.701,2.275,0.287,6.496,0.480,4.834
108,successful,success,51,0.632,0.418,0.301,0.263,0.263,0.038,0.643,2.119,0.343,6.512,0.489,4.893
108,successful,success,52,0.623,0.441,0.300,0.243,0.243,0.057,0.534,2.022,0.417,6.654,0.504,4.917
108,successful,success,53,0.630,0.460,0.294,0.265,0.265,0.029,0.542,1.958,0.403,6.465,0.497,4.874
108,successful,success,54,0.658,0.501,0.275,0.260,0.260,0.015,0.596,1.856,0.430,6.319,0.492,4.920
108,successful,success,55,0.661,0.444,0.283,0.264,0.264,0.019,0.593,1.894,0.388,6.652,0.498,4.918
108,successful,success,56,0.681,0.437,0.297,0.265,0.265,0.032,0.663,1.974,0.444,6.773,0.505,5.102
108,successful,success,57,0.693,0.453,0.291,0.267,0.267,0.024,0.731,1.644,0.311,6.946,0.504,5.174
108,successful,success,58,0.713,0.455,0.288,0.246,0.246,0.042,0.700,1.912,0.172,6.748,0.497,5.057
108,successful,success,59,0.693,0.476,0.317,0.236,0.236,0.081,0.615,2.194,0.268,6.704,0.506,5.080
108,successful,success,60,0.689,0.475,0.312,0.255,0.255,0.057,0.662,2.303,0.168,6.519,0.495,5.005
108,successful,success,61,0.690,0.454,0.294,0.237,0.237,0.057,0.752,2.146,0.201,6.453,0.487,5.043
108,successful,success,62,0.723,0.479,0.313,0.248,0.248,0.064,0.722,1.717,0.163,6.414,0.489,5.030
108,successful,success,63,0.740,0.523,0.291,0.242,0.242,0.050,0.753,1.995,0.126,6.344,0.492,5.161
108,successful,success,64,0.732,0.535,0.294,0.246,0.246,0.048,0.767,2.386,0.161,6.334,0.483,5.043
108,successful,success,65,0.709,0.536,0.279,0.252,0.252,0.028,0.710,2.484,0.105,6.427,0.476,4.854
108,successful,success,66,0.762,0.567,0.288,0.282,0.282,0.006,0.758,2.440,0.069,6.758,0.495,5.127
108,successful,success,67,0.756,0.563,0.266,0.246,0.246,0.019,0.772,2.041,0.137,6.907,0.500,5.156
108,successful,success,68,0.732,0.579,0.311,0.297,0.297,0.013,0.759,2.164,0.033,6.993,0.513,5.361
108,successful,success,69,0.754,0.598,0.300,0.300,0.300,0.000,0.846,2.382,0.131,7.082,0.507,5.356
108,successful,success,70,0.681,0.601,0.252,0.267,0.252,0.015,0.822,2.603,0.028,6.727,0.503,5.357
108,successful,success,71,0.697,0.623,0.287,0.293,0.287,0.006,0.841,2.399,0.028,6.649,0.494,5.261
108,successful,success,72,0.698,0.590,0.301,0.313,0.301,0.011,0.847,0.858,0.107,6.521,0.476,5.004
108,successful,success,73,0.724,0.573,0.270,0.292,0.270,0.022,0.862,1.484,0.066,6.595,0.495,5.312
108,successful,success,74,0.725,0.654,0.297,0.329,0.297,0.033,0.875,1.443,0.066,6.582,0.504,5.511
108,successful,success,75,0.684,0.596,0.348,0.373,0.348,0.025,0.849,0.518,0.157,6.621,0.500,5.398
108,successful,success,76,0.689,0.641,0.464,0.487,0.464,0.023,0.904,0.954,0.241,6.726,0.531,5.960
108,successful,success,77,0.687,0.676,0.468,0.513,0.468,0.045,0.910,0.980,0.164,6.827,0.523,5.800
108,successful,success,78,0.722,0.677,0.404,0.452,0.404,0.048,0.895,0.720,0.222,7.040,0.530,5.850
108,successful,success,79,0.719,0.684,0.385,0.432,0.385,0.047,0.892,0.826,0.303,6.828,0.517,5.666
108,successful,success,80,0.706,0.702,0.503,0.543,0.503,0.040,0.878,0.979,0.140,7.003,0.529,5.811
108,successful,success,81,0.757,0.704,0.536,0.551,0.536,0.015,0.852,0.923,0.279,6.945,0.534,5.861
108,successful,success,82,0.727,0.666,0.638,0.663,0.638,0.025,0.837,1.263,0.232,7.106,0.544,5.991
108,successful,success,83,0.685,0.636,0.677,0.699,0.677,0.022,0.850,1.451,0.278,7.194,0.555,6.164
108,successful,success,84,0.671,0.663,0.689,0.705,0.689,0.016,0.855,1.819,0.252,7.254,0.555,6.158
108,successful,success,85,0.668,0.721,0.663,0.681,0.663,0.018,0.825,1.819,0.275,7.142,0.562,6.260
108,successful,success,86,0.686,0.691,0.723,0.705,0.705,0.019,0.824,2.059,0.226,6.996,0.559,6.226
108,successful,success,87,0.696,0.718,0.708,0.703,0.703,0.005,0.812,1.520,0.147,6.859,0.550,6.103
108,successful,success,88,0.664,0.726,0.705,0.699,0.699,0.006,0.772,1.632,0.141,6.982,0.561,6.206
108,successful,success,89,0.660,0.704,0.631,0.631,0.631,0.000,0.780,1.611,0.160,6.963,0.553,6.075
108,successful,success,90,0.638,0.722,0.650,0.678,0.650,0.028,0.754,2.233,0.245,7.006,0.554,6.027
108,successful,success,91,0.631,0.779,0.680,0.673,0.673,0.007,0.780,2.334,0.314,6.958,0.570,6.380
108,successful,success,92,0.613,0.810,0.679,0.698,0.679,0.019,0.791,2.437,0.516,7.170,0.571,6.385
108,successful,success,93,0.650,0.798,0.742,0.765,0.742,0.023,0.805,2.450,0.392,7.090,0.571,6.433
108,successful,success,94,0.647,0.830,0.724,0.778,0.724,0.054,0.810,2.452,0.262,6.966,0.580,6.624
108,successful,success,95,0.607,0.850,0.711,0.759,0.711,0.048,0.833,2.476,0.289,6.917,0.573,6.510
108,successful,success,96,0.594,0.804,0.760,0.787,0.760,0.026,0.855,2.308,0.293,7.098,0.577,6.578
108,successful,success,97,0.534,0.805,0.807,0.811,0.807,0.003,0.870,2.396,0.429,6.941,0.578,6.653
108,successful,success,98,0.546,0.827,0.805,0.817,0.805,0.012,0.879,2.545,0.364,6.860,0.578,6.691
108,successful,success,99,0.529,0.809,0.797,0.806,0.797,0.008,0.891,2.703,0.389,6.759,0.570,6.597
108,successful,success,100,0.555,0.814,0.805,0.794,0.794,0.011,0.891,2.739,0.227,6.884,0.556,6.327
108,successful,success,101,0.485,0.841,0.804,0.747,0.747,0.057,0.884,2.687,0.303,7.101,0.549,6.138
108,successful,success,102,0.555,0.809,0.771,0.716,0.716,0.055,0.887,2.615,0.188,6.881,0.542,6.108
108,successful,success,103,0.564,0.853,0.791,0.777,0.777,0.014,0.880,1.947,0.047,6.890,0.552,6.261
108,successful,success,104,0.597,0.833,0.823,0.803,0.803,0.020,0.850,1.801,0.101,7.153,0.572,6.489
108,successful,success,105,0.623,0.849,0.822,0.814,0.814,0.008,0.809,2.573,0.069,7.115,0.555,6.128
108,successful,success,106,0.589,0.845,0.859,0.871,0.859,0.012,0.825,1.564,0.089,7.224,0.575,6.482
108,successful,success,107,0.588,0.867,0.884,0.874,0.874,0.010,0.853,1.512,0.108,7.227,0.582,6.650
108,successful,success,108,0.647,0.879,0.864,0.885,0.864,0.021,0.844,2.954,0.037,7.138,0.588,6.732
108,successful,success,109,0.646,0.884,0.871,0.895,0.871,0.024,0.833,2.597,0.022,7.166,0.578,6.550
108,successful,success,110,0.626,0.873,0.851,0.868,0.851,0.017,0.839,2.486,0.058,6.952,0.588,6.765
108,successful,success,111,0.601,0.870,0.880,0.879,0.879,0.000,0.854,2.870,0.135,6.861,0.584,6.771
108,successful,success,112,0.551,0.865,0.877,0.873,0.873,0.004,0.836,2.668,0.282,6.684,0.575,6.654
108,successful,success,113,0.589,0.884,0.887,0.868,0.868,0.019,0.864,2.508,0.386,6.559,0.578,6.749
108,successful,success,114,0.635,0.863,0.870,0.874,0.870,0.004,0.874,2.385,0.222,6.288,0.571,6.725
108,successful,success,115,0.698,0.803,0.852,0.877,0.852,0.025,0.883,2.950,0.195,6.381,0.567,6.656
108,successful,success,116,0.620,0.826,0.855,0.896,0.855,0.041,0.897,2.901,0.275,6.379,0.568,6.709
108,successful,success,117,0.632,0.819,0.875,0.910,0.875,0.034,0.892,2.977,0.290,6.420,0.577,6.823
108,successful,success,118,0.661,0.819,0.868,0.890,0.868,0.022,0.887,3.122,0.429,6.178,0.568,6.723
108,successful,success,119,0.642,0.795,0.862,0.877,0.862,0.015,0.877,2.903,0.346,6.330,0.570,6.707
108,successful,success,120,0.666,0.799,0.858,0.873,0.858,0.015,0.867,2.809,0.235,6.488,0.568,6.628
109,unsuccessful,flat,0,0.084,0.127,0.000,0.000,0.000,0.000,0.000,0.727,0.154,2.291,0.155,1.084
109,unsuccessful,flat,1,0.086,0.121,0.019,0.023,0.019,0.004,0.032,0.230,0.097,2.748,0.194,1.434
109,unsuccessful,flat,2,0.087,0.141,0.045,0.042,0.042,0.003,0.051,0.853,0.271,3.028,0.225,1.735
109,unsuccessful,flat,3,0.096,0.156,0.059,0.071,0.059,0.012,0.082,0.590,0.241,3.237,0.249,1.984
109,unsuccessful,flat,4,0.109,0.137,0.070,0.081,0.070,0.012,0.093,0.766,0.255,3.448,0.268,2.172
109,unsuccessful,flat,5,0.127,0.175,0.072,0.103,0.072,0.032,0.110,1.178,0.098,3.928,0.308,2.538
109,unsuccessful,flat,6,0.148,0.172,0.087,0.117,0.087,0.029,0.128,0.261,0.143,4.146,0.334,2.828
109,unsuccessful,flat,7,0.144,0.162,0.082,0.125,0.082,0.044,0.152,0.272,0.074,4.178,0.330,2.793
109,unsuccessful,flat,8,0.164,0.150,0.101,0.139,0.101,0.037,0.137,3.047,0.069,4.658,0.372,3.201
109,unsuccessful,flat,9,0.192,0.161,0.111,0.123,0.111,0.012,0.139,3.036,0.153,4.986,0.401,3.478
109,unsuccessful,flat,10,0.203,0.163,0.128,0.120,0.120,0.008,0.156,2.904,0.131,5.273,0.420,3.664
109,unsuccessful,flat,11,0.197,0.159,0.110,0.124,0.110,0.013,0.164,1.953,0.105,5.556,0.429,3.734
109,unsuccessful,flat,12,0.208,0.189,0.105,0.144,0.105,0.039,0.174,2.399,0.203,5.697,0.442,3.896
109,unsuccessful,flat,13,0.185,0.197,0.104,0.175,0.104,0.071,0.198,2.188,0.237,5.686,0.428,3.762
109,unsuccessful,flat,14,0.186,0.254,0.151,0.217,0.151,0.066,0.202,2.210,0.240,6.152,0.455,4.001
109,unsuccessful,flat,15,0.164,0.263,0.161,0.239,0.161,0.078,0.200,2.128,0.224,6.207,0.457,4.009
109,unsuccessful,flat,16,0.141,0.239,0.217,0.279,0.217,0.062,0.206,2.290,0.148,6.292,0.456,3.988
109,unsuccessful,flat,17,0.160,0.269,0.201,0.240,0.201,0.039,0.237,2.182,0.100,6.464,0.468,4.146
