seed,comparison_group,outcome,generation,average_directional_bias,average_receiver_attention,average_sender_transposition,average_receiver_transposition,average_min_transposition,average_transposition_gap,average_comb_tilt,average_comb_orientation,comb_orientation_alignment,average_search_limit,average_success,average_payoff
117,unsuccessful,flat,64,0.853,0.765,0.174,0.126,0.126,0.048,0.326,2.746,0.120,6.782,0.590,5.859
117,unsuccessful,flat,65,0.829,0.769,0.185,0.127,0.127,0.058,0.321,2.420,0.088,6.485,0.582,5.801
117,unsuccessful,flat,66,0.862,0.808,0.173,0.145,0.145,0.028,0.240,2.420,0.106,6.267,0.577,5.676
117,unsuccessful,flat,67,0.860,0.840,0.169,0.143,0.143,0.026,0.231,1.112,0.117,6.008,0.585,5.829
117,unsuccessful,flat,68,0.827,0.846,0.152,0.132,0.132,0.021,0.241,0.845,0.140,6.080,0.587,5.852
117,unsuccessful,flat,69,0.764,0.866,0.184,0.178,0.178,0.006,0.224,1.336,0.029,6.135,0.586,5.806
117,unsuccessful,flat,70,0.752,0.887,0.215,0.209,0.209,0.006,0.257,2.859,0.096,6.279,0.581,5.749
117,unsuccessful,flat,71,0.777,0.912,0.211,0.183,0.183,0.028,0.253,2.108,0.078,6.503,0.599,5.949
117,unsuccessful,flat,72,0.774,0.909,0.206,0.185,0.185,0.021,0.249,2.423,0.109,6.723,0.608,6.029
117,unsuccessful,flat,73,0.732,0.898,0.229,0.194,0.194,0.036,0.240,1.962,0.095,6.815,0.607,5.958
117,unsuccessful,flat,74,0.751,0.897,0.243,0.174,0.174,0.069,0.273,1.583,0.254,6.752,0.584,5.729
117,unsuccessful,flat,75,0.727,0.919,0.285,0.210,0.210,0.075,0.246,1.329,0.175,6.917,0.611,6.013
117,unsuccessful,flat,76,0.754,0.917,0.276,0.212,0.212,0.064,0.236,1.070,0.212,6.945,0.595,5.749
117,unsuccessful,flat,77,0.746,0.911,0.243,0.221,0.221,0.022,0.229,0.766,0.097,6.791,0.590,5.701
117,unsuccessful,flat,78,0.813,0.903,0.218,0.255,0.218,0.037,0.192,2.601,0.036,6.800,0.613,5.971
117,unsuccessful,flat,79,0.792,0.899,0.210,0.288,0.210,0.077,0.209,0.366,0.176,6.850,0.605,5.876
117,unsuccessful,flat,80,0.811,0.874,0.237,0.264,0.237,0.027,0.182,0.121,0.255,6.737,0.607,5.903
117,unsuccessful,flat,81,0.769,0.866,0.228,0.254,0.228,0.026,0.242,0.322,0.266,6.862,0.602,5.891
117,unsuccessful,flat,82,0.772,0.854,0.171,0.280,0.171,0.109,0.259,0.528,0.305,6.764,0.589,5.756
117,unsuccessful,flat,83,0.792,0.866,0.184,0.296,0.184,0.112,0.212,0.532,0.183,6.839,0.597,5.753
117,unsuccessful,flat,84,0.804,0.882,0.176,0.257,0.176,0.081,0.185,0.262,0.141,6.830,0.609,5.892
117,unsuccessful,flat,85,0.843,0.876,0.153,0.264,0.153,0.111,0.181,0.185,0.101,6.756,0.604,5.816
117,unsuccessful,flat,86,0.794,0.866,0.141,0.338,0.141,0.197,0.175,1.214,0.062,6.956,0.606,5.812
117,unsuccessful,flat,87,0.794,0.852,0.169,0.346,0.169,0.177,0.150,1.699,0.149,6.873,0.605,5.769
117,unsuccessful,flat,88,0.791,0.871,0.188,0.373,0.188,0.185,0.142,1.240,0.185,6.839,0.608,5.821
117,unsuccessful,flat,89,0.758,0.869,0.215,0.374,0.215,0.159,0.136,0.866,0.109,7.039,0.595,5.605
117,unsuccessful,flat,90,0.719,0.847,0.229,0.401,0.229,0.172,0.146,0.858,0.110,7.006,0.607,5.774
117,unsuccessful,flat,91,0.749,0.849,0.231,0.378,0.231,0.147,0.151,1.312,0.140,6.664,0.589,5.590
117,unsuccessful,flat,92,0.741,0.818,0.246,0.379,0.246,0.134,0.160,1.599,0.095,6.755,0.594,5.664
117,unsuccessful,flat,93,0.766,0.784,0.235,0.336,0.235,0.101,0.122,2.883,0.152,6.874,0.606,5.734
117,unsuccessful,flat,94,0.763,0.827,0.274,0.356,0.274,0.082,0.130,0.335,0.040,6.887,0.609,5.789
117,unsuccessful,flat,95,0.753,0.834,0.243,0.337,0.243,0.094,0.140,1.881,0.054,6.897,0.605,5.765
117,unsuccessful,flat,96,0.751,0.857,0.218,0.312,0.218,0.094,0.150,1.782,0.173,7.002,0.609,5.810
117,unsuccessful,flat,97,0.800,0.847,0.201,0.237,0.201,0.036,0.139,1.619,0.161,6.950,0.620,5.947
117,unsuccessful,flat,98,0.791,0.856,0.227,0.228,0.227,0.001,0.139,2.414,0.131,6.911,0.621,5.971
117,unsuccessful,flat,99,0.823,0.879,0.182,0.220,0.182,0.038,0.178,1.139,0.121,6.677,0.619,6.047
117,unsuccessful,flat,100,0.816,0.877,0.145,0.181,0.145,0.037,0.179,0.759,0.124,6.587,0.614,6.003
117,unsuccessful,flat,101,0.825,0.881,0.170,0.204,0.170,0.034,0.209,0.336,0.089,6.449,0.607,6.013
117,unsuccessful,flat,102,0.815,0.886,0.151,0.161,0.151,0.011,0.223,0.515,0.115,6.672,0.613,6.080
117,unsuccessful,flat,103,0.793,0.888,0.136,0.123,0.123,0.013,0.226,0.225,0.231,6.835,0.610,6.021
117,unsuccessful,flat,104,0.812,0.899,0.132,0.114,0.114,0.018,0.234,3.125,0.159,6.812,0.611,6.035
117,unsuccessful,flat,105,0.852,0.875,0.127,0.096,0.096,0.032,0.213,2.963,0.079,7.086,0.621,6.072
117,unsuccessful,flat,106,0.885,0.879,0.140,0.119,0.119,0.022,0.245,1.544,0.094,7.161,0.620,6.104
117,unsuccessful,flat,107,0.892,0.878,0.149,0.130,0.130,0.019,0.269,1.134,0.103,7.102,0.610,6.016
117,unsuccessful,flat,108,0.899,0.864,0.126,0.125,0.125,0.001,0.289,2.243,0.110,7.132,0.615,6.106
117,unsuccessful,flat,109,0.898,0.843,0.177,0.176,0.176,0.001,0.284,2.705,0.178,7.050,0.607,5.990
117,unsuccessful,flat,110,0.889,0.806,0.198,0.204,0.198,0.006,0.328,2.726,0.108,7.035,0.598,5.926
117,unsuccessful,flat,111,0.877,0.801,0.185,0.195,0.185,0.010,0.303,1.759,0.162,7.096,0.597,5.855
117,unsuccessful,flat,112,0.844,0.797,0.168,0.180,0.168,0.012,0.322,2.028,0.143,7.112,0.597,5.892
117,unsuccessful,flat,113,0.831,0.815,0.181,0.201,0.181,0.020,0.268,1.883,0.143,7.064,0.606,5.929
117,unsuccessful,flat,114,0.814,0.809,0.180,0.222,0.180,0.041,0.252,2.355,0.247,6.919,0.613,6.050
117,unsuccessful,flat,115,0.837,0.826,0.164,0.225,0.164,0.061,0.221,2.304,0.240,7.061,0.614,5.955
117,unsuccessful,flat,116,0.836,0.827,0.206,0.245,0.206,0.039,0.191,2.213,0.385,7.046,0.605,5.805
117,unsuccessful,flat,117,0.857,0.808,0.221,0.238,0.221,0.017,0.163,2.454,0.317,7.029,0.618,5.947
117,unsuccessful,flat,118,0.869,0.758,0.173,0.207,0.173,0.035,0.139,2.550,0.368,7.003,0.613,5.845
117,unsuccessful,flat,119,0.861,0.732,0.174,0.205,0.174,0.031,0.140,2.678,0.322,7.036,0.610,5.817
117,unsuccessful,flat,120,0.859,0.753,0.170,0.208,0.170,0.038,0.131,2.925,0.337,6.879,0.593,5.588
118,unsuccessful,flat,0,0.073,0.111,0.000,0.000,0.000,0.000,0.000,0.693,0.114,2.321,0.149,0.996
118,unsuccessful,flat,1,0.080,0.106,0.018,0.024,0.018,0.006,0.030,1.753,0.029,2.741,0.196,1.452
118,unsuccessful,flat,2,0.095,0.123,0.043,0.040,0.040,0.003,0.047,1.761,0.102,3.129,0.239,1.869
118,unsuccessful,flat,3,0.105,0.127,0.073,0.055,0.055,0.018,0.054,0.427,0.052,3.450,0.270,2.179
118,unsuccessful,flat,4,0.105,0.130,0.071,0.066,0.066,0.005,0.073,2.131,0.156,4.219,0.342,2.858
118,unsuccessful,flat,5,0.107,0.137,0.075,0.086,0.075,0.010,0.085,1.504,0.210,4.566,0.365,3.081
118,unsuccessful,flat,6,0.115,0.150,0.090,0.106,0.090,0.016,0.112,2.016,0.226,4.583,0.366,3.116
118,unsuccessful,flat,7,0.133,0.147,0.111,0.130,0.111,0.019,0.116,1.631,0.159,4.705,0.371,3.147
118,unsuccessful,flat,8,0.141,0.163,0.122,0.130,0.122,0.008,0.144,1.544,0.211,5.076,0.400,3.442
118,unsuccessful,flat,9,0.136,0.176,0.127,0.134,0.127,0.007,0.162,1.394,0.171,5.142,0.403,3.499
118,unsuccessful,flat,10,0.114,0.154,0.149,0.133,0.133,0.016,0.164,1.543,0.143,5.323,0.408,3.523
118,unsuccessful,flat,11,0.135,0.141,0.160,0.133,0.133,0.027,0.160,1.678,0.090,5.758,0.433,3.735
118,unsuccessful,flat,12,0.121,0.167,0.171,0.146,0.146,0.025,0.139,1.362,0.081,5.865,0.439,3.757
118,unsuccessful,flat,13,0.153,0.194,0.169,0.172,0.169,0.003,0.171,0.932,0.111,6.072,0.452,3.935
118,unsuccessful,flat,14,0.124,0.225,0.153,0.157,0.153,0.004,0.191,1.076,0.176,6.347,0.460,3.995
118,unsuccessful,flat,15,0.137,0.261,0.154,0.146,0.146,0.008,0.247,0.580,0.066,6.440,0.464,4.108
118,unsuccessful,flat,16,0.150,0.244,0.145,0.155,0.145,0.009,0.297,2.966,0.024,6.397,0.460,4.135
118,unsuccessful,flat,17,0.159,0.247,0.135,0.139,0.135,0.004,0.320,2.346,0.116,6.581,0.466,4.218
118,unsuccessful,flat,18,0.169,0.260,0.142,0.127,0.127,0.015,0.372,2.842,0.147,6.664,0.475,4.378
118,unsuccessful,flat,19,0.160,0.283,0.139,0.135,0.135,0.004,0.439,2.190,0.112,6.546,0.465,4.339
118,unsuccessful,flat,20,0.183,0.253,0.115,0.142,0.115,0.027,0.422,2.422,0.201,6.552,0.472,4.414
118,unsuccessful,flat,21,0.182,0.242,0.115,0.138,0.115,0.023,0.399,2.723,0.343,6.379,0.464,4.295
118,unsuccessful,flat,22,0.217,0.232,0.121,0.159,0.121,0.038,0.373,2.789,0.309,6.338,0.462,4.255
118,unsuccessful,flat,23,0.240,0.251,0.120,0.167,0.120,0.048,0.465,2.915,0.208,6.337,0.464,4.411
118,unsuccessful,flat,24,0.241,0.288,0.136,0.204,0.136,0.068,0.476,2.756,0.176,6.433,0.483,4.663
118,unsuccessful,flat,25,0.221,0.335,0.141,0.174,0.141,0.033,0.467,2.914,0.059,6.518,0.476,4.533
118,unsuccessful,flat,26,0.233,0.371,0.168,0.172,0.168,0.004,0.460,2.830,0.067,6.640,0.485,4.627
118,unsuccessful,flat,27,0.277,0.420,0.190,0.165,0.165,0.026,0.483,0.454,0.042,6.665,0.498,4.826
118,unsuccessful,flat,28,0.277,0.489,0.189,0.181,0.181,0.009,0.485,0.342,0.266,6.528,0.503,4.945
118,unsuccessful,flat,29,0.270,0.485,0.177,0.181,0.177,0.004,0.573,0.315,0.281,6.369,0.499,5.036
118,unsuccessful,flat,30,0.292,0.478,0.175,0.203,0.175,0.028,0.530,0.205,0.252,6.251,0.483,4.742
118,unsuccessful,flat,31,0.306,0.478,0.196,0.212,0.196,0.017,0.563,0.480,0.265,6.072,0.479,4.777
118,unsuccessful,flat,32,0.321,0.502,0.171,0.196,0.171,0.025,0.561,0.175,0.204,5.909,0.477,4.802
118,unsuccessful,flat,33,0.362,0.520,0.194,0.195,0.194,0.001,0.555,2.993,0.093,5.835,0.479,4.842
118,unsuccessful,flat,34,0.385,0.583,0.210,0.203,0.203,0.007,0.536,2.927,0.152,5.931,0.488,4.924
118,unsuccessful,flat,35,0.409,0.617,0.203,0.199,0.199,0.004,0.500,3.020,0.128,6.308,0.496,4.899
118,unsuccessful,flat,36,0.412,0.581,0.245,0.203,0.203,0.042,0.497,1.740,0.092,6.385,0.501,4.967
118,unsuccessful,flat,37,0.392,0.563,0.224,0.217,0.217,0.007,0.504,0.380,0.056,6.629,0.510,5.024
118,unsuccessful,flat,38,0.396,0.537,0.240,0.246,0.240,0.006,0.579,0.125,0.087,6.532,0.496,4.946
118,unsuccessful,flat,39,0.364,0.558,0.223,0.233,0.223,0.010,0.551,0.294,0.180,6.687,0.501,4.967
118,unsuccessful,flat,40,0.375,0.622,0.216,0.207,0.207,0.009,0.585,3.113,0.112,6.389,0.497,4.993
118,unsuccessful,flat,41,0.356,0.639,0.222,0.234,0.222,0.013,0.609,2.625,0.155,6.394,0.500,5.110
118,unsuccessful,flat,42,0.365,0.636,0.242,0.233,0.233,0.009,0.596,2.804,0.193,6.300,0.499,5.063
118,unsuccessful,flat,43,0.343,0.608,0.214,0.239,0.214,0.025,0.621,2.575,0.104,6.377,0.487,4.919
118,unsuccessful,flat,44,0.310,0.630,0.211,0.225,0.211,0.014,0.604,2.692,0.099,6.623,0.501,5.033
118,unsuccessful,flat,45,0.346,0.671,0.189,0.218,0.189,0.030,0.578,2.674,0.201,6.527,0.519,5.276
118,unsuccessful,flat,46,0.415,0.705,0.183,0.250,0.183,0.067,0.587,2.746,0.155,6.347,0.511,5.215
118,unsuccessful,flat,47,0.463,0.697,0.179,0.220,0.179,0.042,0.557,2.813,0.156,6.396,0.521,5.291
118,unsuccessful,flat,48,0.531,0.737,0.199,0.227,0.199,0.028,0.511,2.495,0.231,6.376,0.543,5.552
118,unsuccessful,flat,49,0.573,0.756,0.199,0.213,0.199,0.013,0.479,2.306,0.146,6.568,0.557,5.662
118,unsuccessful,flat,50,0.587,0.776,0.220,0.199,0.199,0.021,0.467,2.543,0.136,6.590,0.564,5.748
118,unsuccessful,flat,51,0.581,0.822,0.220,0.179,0.179,0.041,0.410,2.767,0.170,6.639,0.570,5.729
118,unsuccessful,flat,52,0.627,0.840,0.231,0.176,0.176,0.055,0.383,2.808,0.292,6.413,0.564,5.669
118,unsuccessful,flat,53,0.660,0.847,0.249,0.173,0.173,0.077,0.342,3.033,0.106,6.319,0.562,5.609
118,unsuccessful,flat,54,0.739,0.873,0.209,0.154,0.154,0.056,0.295,2.905,0.110,6.542,0.579,5.745
118,unsuccessful,flat,55,0.724,0.885,0.211,0.180,0.180,0.031,0.284,0.733,0.128,6.579,0.586,5.808
118,unsuccessful,flat,56,0.754,0.930,0.224,0.182,0.182,0.042,0.300,1.015,0.142,6.705,0.586,5.805
118,unsuccessful,flat,57,0.756,0.910,0.231,0.192,0.192,0.040,0.282,1.070,0.245,6.810,0.608,6.069
118,unsuccessful,flat,58,0.781,0.895,0.231,0.194,0.194,0.037,0.315,1.109,0.415,6.716,0.588,5.842
118,unsuccessful,flat,59,0.795,0.885,0.235,0.208,0.208,0.027,0.305,1.116,0.453,6.619,0.580,5.708
118,unsuccessful,flat,60,0.782,0.900,0.197,0.187,0.187,0.010,0.314,1.107,0.324,6.298,0.577,5.759
118,unsuccessful,flat,61,0.789,0.885,0.226,0.220,0.220,0.007,0.336,1.389,0.177,6.222,0.560,5.564
118,unsuccessful,flat,62,0.824,0.864,0.194,0.235,0.194,0.041,0.317,1.685,0.156,6.296,0.566,5.597
118,unsuccessful,flat,63,0.833,0.858,0.196,0.267,0.196,0.070,0.321,1.910,0.209,6.201,0.568,5.673
118,unsuccessful,flat,64,0.832,0.849,0.199,0.300,0.199,0.101,0.343,1.870,0.205,6.262,0.572,5.773
118,unsuccessful,flat,65,0.824,0.867,0.205,0.269,0.205,0.064,0.292,2.188,0.146,6.334,0.585,5.855
118,unsuccessful,flat,66,0.832,0.888,0.208,0.254,0.208,0.045,0.301,2.100,0.133,6.306,0.587,5.889
118,unsuccessful,flat,67,0.796,0.864,0.231,0.265,0.231,0.035,0.301,2.188,0.145,6.255,0.576,5.734
118,unsuccessful,flat,68,0.804,0.864,0.251,0.273,0.251,0.021,0.303,1.636,0.262,6.456,0.575,5.667
118,unsuccessful,flat,69,0.813,0.815,0.219,0.283,0.219,0.063,0.276,1.609,0.277,6.595,0.574,5.598
118,unsuccessful,flat,70,0.802,0.817,0.254,0.296,0.254,0.042,0.275,1.139,0.359,6.708,0.577,5.614
118,unsuccessful,flat,71,0.791,0.803,0.244,0.297,0.244,0.053,0.235,1.154,0.280,6.657,0.583,5.654
118,unsuccessful,flat,72,0.821,0.779,0.233,0.295,0.233,0.062,0.234,1.111,0.198,6.816,0.589,5.707
118,unsuccessful,flat,73,0.800,0.797,0.254,0.294,0.254,0.039,0.235,0.829,0.051,6.788,0.583,5.639
118,unsuccessful,flat,74,0.773,0.840,0.273,0.316,0.273,0.043,0.224,0.777,0.090,6.667,0.574,5.518
118,unsuccessful,flat,75,0.747,0.854,0.231,0.274,0.231,0.043,0.198,2.998,0.132,6.608,0.585,5.669
118,unsuccessful,flat,76,0.761,0.839,0.279,0.246,0.246,0.033,0.190,3.060,0.100,6.598,0.576,5.511
118,unsuccessful,flat,77,0.782,0.819,0.263,0.230,0.230,0.033,0.184,3.081,0.100,6.681,0.578,5.477
118,unsuccessful,flat,78,0.795,0.822,0.272,0.256,0.256,0.016,0.209,2.115,0.056,6.735,0.589,5.686
118,unsuccessful,flat,79,0.775,0.815,0.296,0.263,0.263,0.033,0.222,2.268,0.031,6.853,0.583,5.593
118,unsuccessful,flat,80,0.812,0.818,0.299,0.249,0.249,0.050,0.236,2.199,0.181,6.773,0.589,5.733
118,unsuccessful,flat,81,0.806,0.839,0.347,0.229,0.229,0.117,0.256,2.408,0.169,6.874,0.586,5.693
118,unsuccessful,flat,82,0.768,0.851,0.349,0.170,0.170,0.179,0.232,2.043,0.051,6.766,0.586,5.671
118,unsuccessful,flat,83,0.776,0.887,0.355,0.156,0.156,0.199,0.239,1.624,0.243,6.723,0.592,5.776
118,unsuccessful,flat,84,0.807,0.910,0.358,0.162,0.162,0.196,0.268,1.273,0.173,6.659,0.590,5.823
118,unsuccessful,flat,85,0.854,0.906,0.349,0.153,0.153,0.196,0.309,0.553,0.053,6.538,0.585,5.819
118,unsuccessful,flat,86,0.883,0.910,0.332,0.156,0.156,0.176,0.283,0.074,0.048,6.437,0.586,5.805
118,unsuccessful,flat,87,0.858,0.913,0.294,0.134,0.134,0.160,0.263,3.095,0.091,6.612,0.604,6.000
118,unsuccessful,flat,88,0.833,0.895,0.294,0.132,0.132,0.162,0.230,2.194,0.125,6.637,0.600,5.891
118,unsuccessful,flat,89,0.796,0.889,0.247,0.113,0.113,0.134,0.218,0.874,0.060,6.391,0.594,5.831
118,unsuccessful,flat,90,0.859,0.873,0.264,0.136,0.136,0.127,0.211,0.618,0.103,6.496,0.602,5.889
118,unsuccessful,flat,91,0.853,0.842,0.311,0.162,0.162,0.149,0.198,2.582,0.038,6.678,0.599,5.811
118,unsuccessful,flat,92,0.841,0.829,0.346,0.177,0.177,0.170,0.199,1.998,0.177,6.821,0.608,5.919
118,unsuccessful,flat,93,0.855,0.870,0.365,0.179,0.179,0.186,0.194,1.893,0.235,6.831,0.610,5.907
118,unsuccessful,flat,94,0.835,0.860,0.320,0.175,0.175,0.144,0.177,2.038,0.340,7.010,0.624,6.061
118,unsuccessful,flat,95,0.833,0.844,0.303,0.185,0.185,0.118,0.178,2.032,0.301,7.017,0.628,6.125
118,unsuccessful,flat,96,0.796,0.852,0.286,0.162,0.162,0.124,0.208,2.137,0.240,6.893,0.615,6.014
118,unsuccessful,flat,97,0.775,0.850,0.270,0.169,0.169,0.102,0.228,2.418,0.149,6.719,0.599,5.858
118,unsuccessful,flat,98,0.767,0.877,0.255,0.179,0.179,0.076,0.221,1.858,0.127,6.773,0.597,5.807
118,unsuccessful,flat,99,0.731,0.856,0.235,0.184,0.184,0.050,0.218,1.234,0.070,6.850,0.607,5.951
118,unsuccessful,flat,100,0.698,0.875,0.224,0.182,0.182,0.042,0.222,0.826,0.265,6.858,0.590,5.724
118,unsuccessful,flat,101,0.687,0.888,0.231,0.184,0.184,0.047,0.244,0.876,0.125,6.752,0.588,5.740
118,unsuccessful,flat,102,0.697,0.888,0.174,0.171,0.171,0.003,0.284,0.547,0.202,6.898,0.594,5.856
118,unsuccessful,flat,103,0.670,0.880,0.183,0.170,0.170,0.013,0.285,0.425,0.247,7.217,0.598,5.841
118,unsuccessful,flat,104,0.687,0.841,0.188,0.148,0.148,0.040,0.265,2.992,0.142,7.191,0.599,5.828
118,unsuccessful,flat,105,0.721,0.874,0.203,0.162,0.162,0.041,0.206,0.295,0.071,6.920,0.615,6.002
118,unsuccessful,flat,106,0.721,0.853,0.213,0.146,0.146,0.067,0.209,0.399,0.076,6.770,0.602,5.874
118,unsuccessful,flat,107,0.728,0.854,0.173,0.147,0.147,0.026,0.242,0.200,0.122,6.737,0.593,5.822
118,unsuccessful,flat,108,0.718,0.832,0.207,0.155,0.155,0.052,0.260,0.547,0.142,6.591,0.575,5.625
118,unsuccessful,flat,109,0.749,0.837,0.197,0.162,0.162,0.035,0.280,0.745,0.161,6.686,0.584,5.772
118,unsuccessful,flat,110,0.751,0.848,0.170,0.166,0.166,0.004,0.263,0.750,0.184,6.674,0.587,5.770
118,unsuccessful,flat,111,0.730,0.883,0.164,0.175,0.164,0.011,0.239,1.267,0.059,6.454,0.583,5.735
118,unsuccessful,flat,112,0.681,0.882,0.185,0.185,0.185,0.000,0.232,0.108,0.172,6.385,0.582,5.727
118,unsuccessful,flat,113,0.728,0.882,0.191,0.218,0.191,0.027,0.217,0.378,0.285,6.514,0.585,5.715
118,unsuccessful,flat,114,0.739,0.876,0.165,0.220,0.165,0.055,0.242,0.510,0.228,6.683,0.583,5.689
118,unsuccessful,flat,115,0.780,0.895,0.172,0.239,0.172,0.067,0.252,0.122,0.227,6.837,0.614,6.092
118,unsuccessful,flat,116,0.757,0.896,0.147,0.238,0.147,0.091,0.233,0.316,0.278,6.969,0.621,6.118
118,unsuccessful,flat,117,0.753,0.906,0.149,0.212,0.149,0.063,0.192,0.113,0.316,6.856,0.620,6.056
118,unsuccessful,flat,118,0.808,0.880,0.182,0.212,0.182,0.031,0.199,0.143,0.336,7.021,0.626,6.118
118,unsuccessful,flat,119,0.802,0.894,0.207,0.223,0.207,0.016,0.234,0.310,0.240,7.028,0.612,6.016
118,unsuccessful,flat,120,0.824,0.885,0.202,0.174,0.174,0.027,0.237,0.655,0.173,7.192,0.614,5.997
119,unsuccessful,flat,0,0.079,0.122,0.000,0.000,0.000,0.000,0.000,1.705,0.084,2.389,0.162,1.140
119,unsuccessful,flat,1,0.093,0.138,0.029,0.029,0.029,0.000,0.030,2.685,0.095,2.652,0.190,1.409
119,unsuccessful,flat,2,0.096,0.121,0.046,0.043,0.043,0.003,0.037,2.384,0.210,3.186,0.240,1.864
119,unsuccessful,flat,3,0.115,0.162,0.074,0.063,0.063,0.012,0.038,2.634,0.197,3.591,0.283,2.274
119,unsuccessful,flat,4,0.112,0.192,0.087,0.077,0.077,0.010,0.063,3.021,0.133,3.959,0.316,2.608
119,unsuccessful,flat,5,0.141,0.248,0.100,0.082,0.082,0.018,0.063,2.919,0.170,4.228,0.343,2.869
119,unsuccessful,flat,6,0.125,0.252,0.113,0.101,0.101,0.012,0.071,3.048,0.167,4.200,0.337,2.805
119,unsuccessful,flat,7,0.160,0.278,0.112,0.099,0.099,0.014,0.090,0.522,0.096,4.307,0.354,3.008
119,unsuccessful,flat,8,0.159,0.276,0.125,0.125,0.125,0.001,0.092,0.606,0.065,4.609,0.387,3.360
119,unsuccessful,flat,9,0.168,0.326,0.143,0.131,0.131,0.012,0.131,1.259,0.258,4.825,0.397,3.482
119,unsuccessful,flat,10,0.179,0.389,0.161,0.153,0.153,0.008,0.147,0.433,0.107,5.018,0.415,3.657
119,unsuccessful,flat,11,0.217,0.423,0.186,0.173,0.173,0.013,0.174,3.107,0.068,5.447,0.443,3.951
119,unsuccessful,flat,12,0.260,0.438,0.172,0.148,0.148,0.024,0.185,1.928,0.153,5.246,0.438,3.950
119,unsuccessful,flat,13,0.274,0.478,0.160,0.130,0.130,0.030,0.196,2.055,0.192,5.216,0.442,4.021
119,unsuccessful,flat,14,0.275,0.470,0.166,0.137,0.137,0.028,0.219,2.176,0.296,5.374,0.457,4.214
119,unsuccessful,flat,15,0.303,0.510,0.158,0.129,0.129,0.029,0.216,2.213,0.314,5.276,0.454,4.195
119,unsuccessful,flat,16,0.346,0.511,0.161,0.168,0.161,0.007,0.219,2.373,0.221,5.276,0.467,4.362
119,unsuccessful,flat,17,0.386,0.521,0.179,0.181,0.179,0.002,0.255,2.539,0.130,5.600,0.483,4.550
119,unsuccessful,flat,18,0.444,0.554,0.182,0.188,0.182,0.006,0.218,2.305,0.190,5.709,0.498,4.689
119,unsuccessful,flat,19,0.436,0.570,0.186,0.171,0.171,0.015,0.182,2.085,0.209,5.797,0.518,4.860
119,unsuccessful,flat,20,0.469,0.542,0.189,0.169,0.169,0.020,0.166,2.062,0.177,5.959,0.523,4.877
119,unsuccessful,flat,21,0.526,0.594,0.191,0.175,0.175,0.016,0.154,1.920,0.172,6.084,0.544,5.123
119,unsuccessful,flat,22,0.570,0.615,0.153,0.161,0.153,0.008,0.182,1.622,0.104,6.315,0.554,5.255
119,unsuccessful,flat,23,0.585,0.622,0.127,0.158,0.127,0.031,0.159,1.134,0.190,6.181,0.562,5.340
119,unsuccessful,flat,24,0.580,0.661,0.158,0.141,0.141,0.017,0.161,1.040,0.183,6.516,0.578,5.505
119,unsuccessful,flat,25,0.615,0.660,0.174,0.150,0.150,0.024,0.191,1.516,0.175,6.646,0.584,5.607
119,unsuccessful,flat,26,0.616,0.683,0.165,0.149,0.149,0.016,0.237,1.231,0.365,6.560,0.571,5.516
119,unsuccessful,flat,27,0.631,0.657,0.125,0.145,0.125,0.020,0.258,1.164,0.171,6.690,0.569,5.495
119,unsuccessful,flat,28,0.631,0.664,0.099,0.125,0.099,0.026,0.263,1.451,0.080,6.793,0.576,5.592
119,unsuccessful,flat,29,0.633,0.693,0.106,0.151,0.106,0.045,0.284,0.620,0.197,6.729,0.567,5.507
119,unsuccessful,flat,30,0.613,0.650,0.121,0.176,0.121,0.055,0.297,0.366,0.104,6.833,0.556,5.337
119,unsuccessful,flat,31,0.638,0.655,0.114,0.166,0.114,0.052,0.292,0.554,0.102,6.842,0.569,5.502
119,unsuccessful,flat,32,0.627,0.689,0.127,0.198,0.127,0.071,0.269,0.090,0.271,6.929,0.579,5.598
119,unsuccessful,flat,33,0.600,0.677,0.152,0.229,0.152,0.077,0.309,0.280,0.262,6.792,0.558,5.384
119,unsuccessful,flat,34,0.560,0.677,0.129,0.205,0.129,0.076,0.294,0.230,0.136,6.841,0.559,5.365
119,unsuccessful,flat,35,0.596,0.684,0.089,0.162,0.089,0.073,0.255,1.042,0.059,6.749,0.573,5.515
119,unsuccessful,flat,36,0.626,0.717,0.107,0.179,0.107,0.073,0.267,0.542,0.039,7.002,0.586,5.664
119,unsuccessful,flat,37,0.644,0.747,0.131,0.192,0.131,0.060,0.288,0.914,0.150,7.042,0.578,5.582
119,unsuccessful,flat,38,0.778,0.790,0.100,0.150,0.100,0.050,0.249,1.557,0.271,7.176,0.605,5.908
119,unsuccessful,flat,39,0.753,0.779,0.122,0.187,0.122,0.066,0.222,1.701,0.152,7.144,0.602,5.824
119,unsuccessful,flat,40,0.751,0.786,0.132,0.197,0.132,0.065,0.238,2.087,0.207,7.014,0.593,5.753
119,unsuccessful,flat,41,0.822,0.821,0.164,0.220,0.164,0.056,0.268,2.018,0.307,6.927,0.599,5.907
119,unsuccessful,flat,42,0.841,0.818,0.166,0.214,0.166,0.048,0.254,1.957,0.297,6.881,0.602,5.919
119,unsuccessful,flat,43,0.820,0.816,0.160,0.212,0.160,0.052,0.242,1.741,0.333,6.885,0.606,5.942
119,unsuccessful,flat,44,0.831,0.825,0.170,0.191,0.170,0.022,0.260,1.931,0.295,7.007,0.615,6.096
