job_index,point,seed,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,comb_tilt_mutation_sd,transposition_mutation_correlation
2651,alpha_0p25_mut_0p09_rho_0p9,187,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,7,0.370,10,0.900,0.250,5.000,0.035,0.090,0.090,0.900
2652,alpha_0p25_mut_0p09_rho_0p9,188,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,7,0.370,10,0.900,0.250,5.000,0.035,0.090,0.090,0.900
2653,alpha_0p25_mut_0p09_rho_0p9,189,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,7,0.370,10,0.900,0.250,5.000,0.035,0.090,0.090,0.900
2654,alpha_0p25_mut_0p09_rho_0p9,190,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,7,0.370,10,0.900,0.250,5.000,0.035,0.090,0.090,0.900
2655,alpha_0p25_mut_0p09_rho_0p9,191,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,7,0.370,10,0.900,0.250,5.000,0.035,0.090,0.090,0.900
2656,alpha_0p25_mut_0p09_rho_0p9,192,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,7,0.370,10,0.900,0.250,5.000,0.035,0.090,0.090,0.900
2657,alpha_0p25_mut_0p09_rho_0p9,193,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,7,0.370,10,0.900,0.250,5.000,0.035,0.090,0.090,0.900
2658,alpha_0p25_mut_0p09_rho_0p9,194,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,7,0.370,10,0.900,0.250,5.000,0.035,0.090,0.090,0.900
2659,alpha_0p25_mut_0p09_rho_0p9,195,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,7,0.370,10,0.900,0.250,5.000,0.035,0.090,0.090,0.900
2660,alpha_0p25_mut_0p135_rho_0,96,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2661,alpha_0p25_mut_0p135_rho_0,97,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2662,alpha_0p25_mut_0p135_rho_0,98,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2663,alpha_0p25_mut_0p135_rho_0,99,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2664,alpha_0p25_mut_0p135_rho_0,105,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2665,alpha_0p25_mut_0p135_rho_0,106,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2666,alpha_0p25_mut_0p135_rho_0,107,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2667,alpha_0p25_mut_0p135_rho_0,108,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2668,alpha_0p25_mut_0p135_rho_0,109,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2669,alpha_0p25_mut_0p135_rho_0,110,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2670,alpha_0p25_mut_0p135_rho_0,111,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2671,alpha_0p25_mut_0p135_rho_0,112,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2672,alpha_0p25_mut_0p135_rho_0,113,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2673,alpha_0p25_mut_0p135_rho_0,114,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2674,alpha_0p25_mut_0p135_rho_0,115,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2675,alpha_0p25_mut_0p135_rho_0,116,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2676,alpha_0p25_mut_0p135_rho_0,117,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2677,alpha_0p25_mut_0p135_rho_0,118,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2678,alpha_0p25_mut_0p135_rho_0,119,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2679,alpha_0p25_mut_0p135_rho_0,120,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2680,alpha_0p25_mut_0p135_rho_0,121,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2681,alpha_0p25_mut_0p135_rho_0,122,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2682,alpha_0p25_mut_0p135_rho_0,123,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2683,alpha_0p25_mut_0p135_rho_0,124,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2684,alpha_0p25_mut_0p135_rho_0,125,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2685,alpha_0p25_mut_0p135_rho_0,126,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2686,alpha_0p25_mut_0p135_rho_0,127,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2687,alpha_0p25_mut_0p135_rho_0,128,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2688,alpha_0p25_mut_0p135_rho_0,129,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2689,alpha_0p25_mut_0p135_rho_0,130,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2690,alpha_0p25_mut_0p135_rho_0,131,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2691,alpha_0p25_mut_0p135_rho_0,132,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2692,alpha_0p25_mut_0p135_rho_0,133,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2693,alpha_0p25_mut_0p135_rho_0,134,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2694,alpha_0p25_mut_0p135_rho_0,135,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2695,alpha_0p25_mut_0p135_rho_0,136,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2696,alpha_0p25_mut_0p135_rho_0,137,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2697,alpha_0p25_mut_0p135_rho_0,138,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2698,alpha_0p25_mut_0p135_rho_0,139,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2699,alpha_0p25_mut_0p135_rho_0,140,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2700,alpha_0p25_mut_0p135_rho_0,141,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2701,alpha_0p25_mut_0p135_rho_0,142,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2702,alpha_0p25_mut_0p135_rho_0,143,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2703,alpha_0p25_mut_0p135_rho_0,144,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2704,alpha_0p25_mut_0p135_rho_0,145,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2705,alpha_0p25_mut_0p135_rho_0,146,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2706,alpha_0p25_mut_0p135_rho_0,147,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2707,alpha_0p25_mut_0p135_rho_0,148,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2708,alpha_0p25_mut_0p135_rho_0,149,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2709,alpha_0p25_mut_0p135_rho_0,150,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2710,alpha_0p25_mut_0p135_rho_0,151,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2711,alpha_0p25_mut_0p135_rho_0,152,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2712,alpha_0p25_mut_0p135_rho_0,153,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2713,alpha_0p25_mut_0p135_rho_0,154,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2714,alpha_0p25_mut_0p135_rho_0,155,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2715,alpha_0p25_mut_0p135_rho_0,156,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2716,alpha_0p25_mut_0p135_rho_0,157,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2717,alpha_0p25_mut_0p135_rho_0,158,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2718,alpha_0p25_mut_0p135_rho_0,159,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2719,alpha_0p25_mut_0p135_rho_0,160,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2720,alpha_0p25_mut_0p135_rho_0,161,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2721,alpha_0p25_mut_0p135_rho_0,162,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2722,alpha_0p25_mut_0p135_rho_0,163,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2723,alpha_0p25_mut_0p135_rho_0,164,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2724,alpha_0p25_mut_0p135_rho_0,165,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2725,alpha_0p25_mut_0p135_rho_0,166,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2726,alpha_0p25_mut_0p135_rho_0,167,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2727,alpha_0p25_mut_0p135_rho_0,168,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2728,alpha_0p25_mut_0p135_rho_0,169,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2729,alpha_0p25_mut_0p135_rho_0,170,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2730,alpha_0p25_mut_0p135_rho_0,171,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2731,alpha_0p25_mut_0p135_rho_0,172,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2732,alpha_0p25_mut_0p135_rho_0,173,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2733,alpha_0p25_mut_0p135_rho_0,174,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2734,alpha_0p25_mut_0p135_rho_0,175,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2735,alpha_0p25_mut_0p135_rho_0,176,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2736,alpha_0p25_mut_0p135_rho_0,177,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2737,alpha_0p25_mut_0p135_rho_0,178,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2738,alpha_0p25_mut_0p135_rho_0,179,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2739,alpha_0p25_mut_0p135_rho_0,180,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2740,alpha_0p25_mut_0p135_rho_0,181,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2741,alpha_0p25_mut_0p135_rho_0,182,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2742,alpha_0p25_mut_0p135_rho_0,183,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2743,alpha_0p25_mut_0p135_rho_0,184,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2744,alpha_0p25_mut_0p135_rho_0,185,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2745,alpha_0p25_mut_0p135_rho_0,186,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2746,alpha_0p25_mut_0p135_rho_0,187,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2747,alpha_0p25_mut_0p135_rho_0,188,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2748,alpha_0p25_mut_0p135_rho_0,189,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2749,alpha_0p25_mut_0p135_rho_0,190,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2750,alpha_0p25_mut_0p135_rho_0,191,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2751,alpha_0p25_mut_0p135_rho_0,192,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2752,alpha_0p25_mut_0p135_rho_0,193,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2753,alpha_0p25_mut_0p135_rho_0,194,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2754,alpha_0p25_mut_0p135_rho_0,195,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.000
2755,alpha_0p25_mut_0p135_rho_0p3,96,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2756,alpha_0p25_mut_0p135_rho_0p3,97,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2757,alpha_0p25_mut_0p135_rho_0p3,98,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2758,alpha_0p25_mut_0p135_rho_0p3,99,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2759,alpha_0p25_mut_0p135_rho_0p3,105,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2760,alpha_0p25_mut_0p135_rho_0p3,106,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2761,alpha_0p25_mut_0p135_rho_0p3,107,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2762,alpha_0p25_mut_0p135_rho_0p3,108,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2763,alpha_0p25_mut_0p135_rho_0p3,109,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2764,alpha_0p25_mut_0p135_rho_0p3,110,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2765,alpha_0p25_mut_0p135_rho_0p3,111,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2766,alpha_0p25_mut_0p135_rho_0p3,112,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2767,alpha_0p25_mut_0p135_rho_0p3,113,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2768,alpha_0p25_mut_0p135_rho_0p3,114,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2769,alpha_0p25_mut_0p135_rho_0p3,115,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2770,alpha_0p25_mut_0p135_rho_0p3,116,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2771,alpha_0p25_mut_0p135_rho_0p3,117,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2772,alpha_0p25_mut_0p135_rho_0p3,118,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2773,alpha_0p25_mut_0p135_rho_0p3,119,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2774,alpha_0p25_mut_0p135_rho_0p3,120,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2775,alpha_0p25_mut_0p135_rho_0p3,121,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2776,alpha_0p25_mut_0p135_rho_0p3,122,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2777,alpha_0p25_mut_0p135_rho_0p3,123,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2778,alpha_0p25_mut_0p135_rho_0p3,124,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2779,alpha_0p25_mut_0p135_rho_0p3,125,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2780,alpha_0p25_mut_0p135_rho_0p3,126,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2781,alpha_0p25_mut_0p135_rho_0p3,127,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2782,alpha_0p25_mut_0p135_rho_0p3,128,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2783,alpha_0p25_mut_0p135_rho_0p3,129,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2784,alpha_0p25_mut_0p135_rho_0p3,130,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2785,alpha_0p25_mut_0p135_rho_0p3,131,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2786,alpha_0p25_mut_0p135_rho_0p3,132,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2787,alpha_0p25_mut_0p135_rho_0p3,133,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2788,alpha_0p25_mut_0p135_rho_0p3,134,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2789,alpha_0p25_mut_0p135_rho_0p3,135,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2790,alpha_0p25_mut_0p135_rho_0p3,136,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2791,alpha_0p25_mut_0p135_rho_0p3,137,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2792,alpha_0p25_mut_0p135_rho_0p3,138,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2793,alpha_0p25_mut_0p135_rho_0p3,139,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2794,alpha_0p25_mut_0p135_rho_0p3,140,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2795,alpha_0p25_mut_0p135_rho_0p3,141,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2796,alpha_0p25_mut_0p135_rho_0p3,142,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
2797,alpha_0p25_mut_0p135_rho_0p3,143,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.250,5.000,0.035,0.135,0.135,0.300
