point,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,group_kind,group,runs,seeds,stable_fraction,reached_gravity_fraction,retained_vertical_fraction,collapse_fraction,mean_gravity_reach_generation,mean_vertical_reach_generation,mean_partial_tilt_generation,mean_partial_transposition_generation,mean_max_comb_tilt,mean_max_min_transposition,mean_min_success,mean_final_directional_bias,mean_final_attention,mean_final_min_transposition,mean_final_transposition_gap,mean_final_comb_tilt,mean_final_success,mean_final_payoff
alpha_0p44_mut_0p075_rho_0,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.000,outcome,success,22,"306,309,321,323,328,330,331,333,337,342,350,351,354,361,373,374,377,380,383,387,393,394",1.000,1.000,1.000,0.000,70.091,66.909,38.045,35.955,0.900,0.861,0.165,0.771,0.826,0.822,0.039,0.868,0.568,4.933
alpha_0p44_mut_0p075_rho_0,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.000,outcome,vertical_without_gravity,1,329,0.000,0.000,1.000,0.000,not_reached,75.000,36.000,28.000,0.908,0.456,0.165,0.703,0.703,0.456,0.098,0.828,0.528,3.954
alpha_0p44_mut_0p075_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.300,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.290,0.360,0.300,0.000,78.306,70.289,41.105,48.108,0.685,0.495,0.164,0.776,0.801,0.415,0.056,0.514,0.563,4.236
alpha_0p44_mut_0p075_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.300,comparison,successful,29,"306,309,310,314,317,326,328,331,333,336,337,338,339,342,344,354,355,356,371,372,373,375,376,377,386,389,391,398,399",1.000,1.000,1.000,0.000,75.138,72.276,33.172,41.345,0.910,0.848,0.163,0.780,0.779,0.799,0.043,0.870,0.560,4.776
alpha_0p44_mut_0p075_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.300,comparison,unsuccessful,71,"300,301,302,303,304,305,307,308,311,312,313,315,316,318,319,320,321,322,323,324,325,327,329,330,332,334,335,340,341,343,345,346,347,348,349,350,351,352,353,357,358,359,360,361,362,363,364,365,366,367,368,369,370,374,378,379,380,381,382,383,384,385,387,388,390,392,393,394,395,396,397",0.000,0.099,0.014,0.000,91.429,63.889,46.000,51.172,0.593,0.350,0.164,0.774,0.810,0.258,0.061,0.369,0.564,4.015
alpha_0p44_mut_0p075_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.300,outcome,flat,46,"300,301,303,304,305,307,313,315,316,318,319,320,321,322,327,329,330,332,334,335,341,343,345,346,347,348,349,350,351,353,357,359,361,362,366,367,369,370,382,383,385,388,390,392,393,394",0.000,0.000,0.000,0.000,not_reached,50.333,45.000,48.718,0.562,0.297,0.164,0.793,0.817,0.179,0.065,0.285,0.571,3.990
alpha_0p44_mut_0p075_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.300,outcome,gravity_without_vertical,7,"358,363,368,378,380,384,397",0.000,1.000,0.000,0.000,91.429,68.500,25.714,67.143,0.816,0.715,0.161,0.782,0.824,0.703,0.067,0.742,0.559,4.544
alpha_0p44_mut_0p075_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.300,outcome,partial_tilt,4,"324,360,365,381",0.000,0.000,0.000,0.000,not_reached,44.000,40.250,56.750,0.760,0.346,0.161,0.587,0.822,0.242,0.023,0.657,0.538,3.964
alpha_0p44_mut_0p075_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.300,outcome,partial_transposition,13,"302,308,311,312,323,340,352,364,374,379,387,395,396",0.000,0.000,0.000,0.000,not_reached,not_reached,75.000,49.923,0.513,0.347,0.168,0.769,0.782,0.304,0.060,0.340,0.556,3.867
alpha_0p44_mut_0p075_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.300,outcome,success,29,"306,309,310,314,317,326,328,331,333,336,337,338,339,342,344,354,355,356,371,372,373,375,376,377,386,389,391,398,399",1.000,1.000,1.000,0.000,75.138,72.276,33.172,41.345,0.910,0.848,0.163,0.780,0.779,0.799,0.043,0.870,0.560,4.776
alpha_0p44_mut_0p075_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.300,outcome,vertical_without_gravity,1,325,0.000,0.000,1.000,0.000,not_reached,106.000,36.000,29.000,0.837,0.289,0.167,0.693,0.697,0.262,0.033,0.824,0.469,3.567
alpha_0p44_mut_0p075_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.600,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.460,0.520,0.460,0.000,74.038,67.918,47.423,37.000,0.709,0.606,0.164,0.776,0.800,0.529,0.041,0.592,0.567,4.456
alpha_0p44_mut_0p075_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.600,comparison,successful,46,"302,304,306,307,311,313,314,318,319,320,322,324,327,329,332,335,337,338,340,343,345,346,347,348,350,352,354,355,356,357,364,366,367,368,371,374,379,380,382,387,388,390,391,392,396,397",1.000,1.000,1.000,0.000,69.696,67.522,35.935,34.022,0.906,0.871,0.164,0.772,0.799,0.826,0.029,0.860,0.566,4.898
alpha_0p44_mut_0p075_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.600,comparison,unsuccessful,54,"300,301,303,305,308,309,310,312,315,316,317,321,323,325,326,328,330,331,333,334,336,339,341,342,344,349,351,353,358,359,360,361,362,363,365,369,370,372,373,375,376,377,378,381,383,384,385,386,389,393,394,395,398,399",0.000,0.111,0.000,0.000,107.333,74.000,63.938,39.537,0.542,0.379,0.164,0.780,0.801,0.276,0.052,0.364,0.568,4.080
alpha_0p44_mut_0p075_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.600,outcome,flat,31,"303,309,310,315,317,321,323,325,326,328,333,334,339,342,351,353,358,359,360,361,362,363,365,370,377,378,384,385,393,395,398",0.000,0.000,0.000,0.000,not_reached,42.000,56.231,41.290,0.497,0.315,0.165,0.787,0.819,0.185,0.058,0.283,0.572,4.018
alpha_0p44_mut_0p075_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.600,outcome,gravity_without_vertical,6,"300,301,316,331,349,369",0.000,1.000,0.000,0.000,107.333,90.000,43.667,48.333,0.774,0.772,0.165,0.715,0.760,0.754,0.029,0.759,0.557,4.571
alpha_0p44_mut_0p075_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.600,outcome,partial_tilt,5,"336,375,383,389,399",0.000,0.000,0.000,0.000,not_reached,not_reached,108.200,39.600,0.575,0.331,0.162,0.758,0.790,0.229,0.045,0.539,0.553,4.059
alpha_0p44_mut_0p075_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.600,outcome,partial_transposition,12,"305,308,312,330,341,344,372,373,376,381,386,394",0.000,0.000,0.000,0.000,not_reached,not_reached,64.000,30.583,0.527,0.368,0.163,0.802,0.779,0.294,0.052,0.304,0.570,4.006
alpha_0p44_mut_0p075_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.600,outcome,success,46,"302,304,306,307,311,313,314,318,319,320,322,324,327,329,332,335,337,338,340,343,345,346,347,348,350,352,354,355,356,357,364,366,367,368,371,374,379,380,382,387,388,390,391,392,396,397",1.000,1.000,1.000,0.000,69.696,67.522,35.935,34.022,0.906,0.871,0.164,0.772,0.799,0.826,0.029,0.860,0.566,4.898
alpha_0p44_mut_0p075_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.550,0.660,0.550,0.000,66.258,64.164,44.000,34.071,0.763,0.687,0.164,0.787,0.803,0.615,0.028,0.680,0.570,4.646
alpha_0p44_mut_0p075_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.900,comparison,successful,55,"301,303,304,305,307,308,310,312,313,316,318,319,321,324,325,328,330,333,335,336,338,339,341,343,345,348,349,351,352,353,354,356,357,358,360,363,364,368,370,373,374,375,376,378,379,384,385,386,388,392,393,395,396,397,399",1.000,1.000,1.000,0.000,60.236,62.000,36.455,28.418,0.909,0.895,0.164,0.791,0.809,0.847,0.021,0.871,0.573,5.045
alpha_0p44_mut_0p075_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.900,comparison,unsuccessful,45,"300,302,306,309,311,314,315,317,320,322,323,326,327,329,331,332,334,337,340,342,344,346,347,350,355,359,361,362,365,366,367,369,371,372,377,380,381,382,383,387,389,390,391,394,398",0.000,0.244,0.000,0.000,96.364,84.000,57.833,41.136,0.585,0.433,0.164,0.782,0.796,0.332,0.037,0.445,0.566,4.159
alpha_0p44_mut_0p075_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.900,outcome,flat,22,"306,309,314,315,320,323,326,329,331,332,337,342,344,346,347,350,361,362,367,381,383,394",0.000,0.000,0.000,0.000,not_reached,not_reached,62.700,37.667,0.487,0.319,0.166,0.800,0.808,0.184,0.046,0.313,0.571,4.052
alpha_0p44_mut_0p075_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.900,outcome,gravity_without_vertical,11,"300,302,317,355,365,366,369,371,389,390,391",0.000,1.000,0.000,0.000,96.364,82.000,36.900,37.182,0.750,0.679,0.159,0.746,0.780,0.620,0.020,0.653,0.565,4.489
alpha_0p44_mut_0p075_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.900,outcome,partial_tilt,7,"311,334,340,359,380,382,387",0.000,0.000,0.000,0.000,not_reached,94.000,71.286,47.571,0.692,0.414,0.168,0.784,0.771,0.333,0.038,0.616,0.544,4.041
alpha_0p44_mut_0p075_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.900,outcome,partial_transposition,5,"322,327,372,377,398",0.000,0.000,0.000,0.000,not_reached,not_reached,80.000,55.400,0.508,0.418,0.163,0.783,0.811,0.350,0.030,0.332,0.575,4.068
alpha_0p44_mut_0p075_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.900,outcome,success,55,"301,303,304,305,307,308,310,312,313,316,318,319,321,324,325,328,330,333,335,336,338,339,341,343,345,348,349,351,352,353,354,356,357,358,360,363,364,368,370,373,374,375,376,378,379,384,385,386,388,392,393,395,396,397,399",1.000,1.000,1.000,0.000,60.236,62.000,36.455,28.418,0.909,0.895,0.164,0.791,0.809,0.847,0.021,0.871,0.573,5.045
alpha_0p44_mut_0p09_rho_0,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.000,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.290,0.410,0.290,0.000,74.659,68.100,43.659,34.323,0.702,0.529,0.164,0.762,0.771,0.449,0.052,0.545,0.550,4.116
alpha_0p44_mut_0p09_rho_0,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.000,comparison,successful,29,"300,303,305,306,310,311,312,320,322,325,326,341,344,345,349,352,356,358,362,365,367,368,372,378,379,380,385,387,394",1.000,1.000,1.000,0.000,68.034,69.310,39.207,28.241,0.898,0.842,0.165,0.766,0.774,0.798,0.048,0.859,0.551,4.662
alpha_0p44_mut_0p09_rho_0,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.000,comparison,unsuccessful,71,"301,302,304,307,308,309,313,314,315,316,317,318,319,321,323,324,327,328,329,330,331,332,333,334,335,336,337,338,339,340,342,343,346,347,348,350,351,353,354,355,357,359,360,361,363,364,366,369,370,371,373,374,375,376,377,381,382,383,384,386,388,389,390,391,392,393,395,396,397,398,399",0.000,0.169,0.000,0.000,90.667,64.909,46.094,36.843,0.621,0.401,0.163,0.761,0.769,0.306,0.053,0.417,0.549,3.893
alpha_0p44_mut_0p09_rho_0,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.000,outcome,flat,30,"301,317,318,319,324,327,328,332,334,338,340,343,348,350,353,355,361,363,366,369,375,377,381,386,388,389,393,396,397,399",0.000,0.000,0.000,0.000,not_reached,24.500,42.667,39.067,0.561,0.330,0.165,0.769,0.786,0.195,0.057,0.283,0.562,3.874
alpha_0p44_mut_0p09_rho_0,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.000,outcome,gravity_without_vertical,12,"308,309,313,333,336,339,354,359,360,383,391,398",0.000,1.000,0.000,0.000,90.667,85.143,45.167,26.583,0.801,0.753,0.163,0.772,0.762,0.701,0.043,0.701,0.548,4.317
alpha_0p44_mut_0p09_rho_0,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.000,outcome,partial_tilt,13,"304,307,321,346,347,351,357,364,370,373,374,382,390",0.000,0.000,0.000,0.000,not_reached,31.000,54.000,35.000,0.690,0.319,0.163,0.722,0.720,0.216,0.059,0.604,0.520,3.688
alpha_0p44_mut_0p09_rho_0,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.000,outcome,partial_transposition,16,"302,314,315,316,323,329,330,331,335,337,342,371,376,384,392,395",0.000,0.000,0.000,0.000,not_reached,38.000,43.100,41.750,0.544,0.337,0.162,0.768,0.783,0.293,0.049,0.303,0.551,3.774
alpha_0p44_mut_0p09_rho_0,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.000,outcome,success,29,"300,303,305,306,310,311,312,320,322,325,326,341,344,345,349,352,356,358,362,365,367,368,372,378,379,380,385,387,394",1.000,1.000,1.000,0.000,68.034,69.310,39.207,28.241,0.898,0.842,0.165,0.766,0.774,0.798,0.048,0.859,0.551,4.662
alpha_0p44_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.300,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.580,0.650,0.580,0.000,57.723,55.569,35.274,25.690,0.777,0.681,0.164,0.784,0.783,0.593,0.048,0.660,0.557,4.421
alpha_0p44_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.300,comparison,successful,58,"302,305,306,307,308,309,310,312,315,316,318,319,320,321,323,324,326,327,328,329,330,333,336,337,339,340,343,344,345,346,351,353,355,356,358,360,361,362,363,366,368,369,372,373,374,375,376,377,378,382,383,387,389,390,393,394,395,399",1.000,1.000,1.000,0.000,55.069,54.483,29.810,22.190,0.907,0.870,0.164,0.785,0.787,0.804,0.042,0.862,0.559,4.769
alpha_0p44_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.300,comparison,unsuccessful,42,"300,301,303,304,311,313,314,317,322,325,331,332,334,335,338,341,342,347,348,349,350,352,354,357,359,364,365,367,370,371,379,380,381,384,385,386,388,391,392,396,397,398",0.000,0.167,0.000,0.000,79.714,64.571,47.462,30.524,0.596,0.420,0.164,0.783,0.777,0.303,0.057,0.380,0.555,3.940
alpha_0p44_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.300,outcome,flat,23,"300,301,303,304,311,313,317,322,325,332,334,335,338,348,349,352,354,364,365,371,381,396,398",0.000,0.000,0.000,0.000,not_reached,59.000,53.500,29.043,0.551,0.346,0.164,0.785,0.778,0.191,0.066,0.314,0.554,3.856
alpha_0p44_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.300,outcome,gravity_without_vertical,7,"341,359,367,385,386,388,397",0.000,1.000,0.000,0.000,79.714,66.800,38.857,37.000,0.803,0.752,0.162,0.788,0.773,0.668,0.051,0.690,0.550,4.372
alpha_0p44_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.300,outcome,partial_tilt,1,350,0.000,0.000,0.000,0.000,not_reached,not_reached,45.000,16.000,0.644,0.417,0.166,0.614,0.669,0.274,0.090,0.570,0.559,4.047
alpha_0p44_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.300,outcome,partial_transposition,11,"314,331,342,347,357,370,379,380,384,391,392",0.000,0.000,0.000,0.000,not_reached,not_reached,47.750,30.818,0.555,0.363,0.163,0.792,0.789,0.309,0.038,0.305,0.558,3.832
alpha_0p44_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.300,outcome,success,58,"302,305,306,307,308,309,310,312,315,316,318,319,320,321,323,324,326,327,328,329,330,333,336,337,339,340,343,344,345,346,351,353,355,356,358,360,361,362,363,366,368,369,372,373,374,375,376,377,378,382,383,387,389,390,393,394,395,399",1.000,1.000,1.000,0.000,55.069,54.483,29.810,22.190,0.907,0.870,0.164,0.785,0.787,0.804,0.042,0.862,0.559,4.769
alpha_0p44_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.600,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.610,0.690,0.620,0.000,61.623,61.806,36.300,26.160,0.798,0.708,0.164,0.765,0.791,0.620,0.037,0.689,0.558,4.493
alpha_0p44_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.600,comparison,successful,61,"300,304,305,310,313,314,315,316,318,319,320,321,322,324,327,328,331,334,335,337,338,339,342,344,346,348,349,350,352,353,354,356,357,358,361,362,363,365,366,368,369,370,371,372,375,377,378,379,381,382,386,388,389,390,391,392,393,394,395,397,398",1.000,1.000,1.000,0.000,60.410,61.869,33.295,23.934,0.906,0.874,0.163,0.771,0.794,0.817,0.026,0.861,0.560,4.815
alpha_0p44_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.600,comparison,unsuccessful,39,"301,302,303,306,307,308,309,311,312,317,323,325,326,329,330,332,333,336,340,341,343,345,347,351,355,359,360,364,367,373,374,376,380,383,384,385,387,396,399",0.000,0.205,0.026,0.000,70.875,61.167,42.621,29.641,0.629,0.448,0.165,0.754,0.786,0.310,0.054,0.420,0.554,3.990
alpha_0p44_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.600,outcome,flat,18,"303,306,309,311,312,317,325,326,329,340,341,343,345,347,355,364,374,396",0.000,0.000,0.000,0.000,not_reached,not_reached,35.300,28.389,0.529,0.359,0.167,0.775,0.799,0.190,0.056,0.271,0.570,3.958
alpha_0p44_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.600,outcome,gravity_without_vertical,8,"302,308,336,360,376,380,383,387",0.000,1.000,0.000,0.000,70.875,50.200,37.875,30.750,0.843,0.768,0.162,0.769,0.792,0.654,0.040,0.707,0.556,4.436
alpha_0p44_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.600,outcome,partial_tilt,5,"323,332,359,367,384",0.000,0.000,0.000,0.000,not_reached,not_reached,54.000,43.200,0.628,0.367,0.166,0.731,0.734,0.223,0.043,0.560,0.529,3.837
alpha_0p44_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.600,outcome,partial_transposition,7,"301,307,330,333,351,385,399",0.000,0.000,0.000,0.000,not_reached,not_reached,52.000,24.143,0.612,0.383,0.162,0.749,0.793,0.303,0.077,0.319,0.537,3.696
alpha_0p44_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.600,outcome,success,61,"300,304,305,310,313,314,315,316,318,319,320,321,322,324,327,328,331,334,335,337,338,339,342,344,346,348,349,350,352,353,354,356,357,358,361,362,363,365,366,368,369,370,371,372,375,377,378,379,381,382,386,388,389,390,391,392,393,394,395,397,398",1.000,1.000,1.000,0.000,60.410,61.869,33.295,23.934,0.906,0.874,0.163,0.771,0.794,0.817,0.026,0.861,0.560,4.815
alpha_0p44_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.600,outcome,vertical_without_gravity,1,373,0.000,0.000,1.000,0.000,not_reached,116.000,50.000,14.000,0.850,0.342,0.160,0.416,0.731,0.202,0.044,0.831,0.514,3.810
alpha_0p44_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.760,0.840,0.760,0.000,64.071,70.310,38.344,27.250,0.848,0.791,0.164,0.782,0.789,0.719,0.022,0.767,0.561,4.689
alpha_0p44_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.900,comparison,successful,76,"300,301,302,304,305,306,307,308,311,312,314,318,319,320,322,323,324,325,326,328,330,333,334,335,336,337,338,339,340,341,342,343,344,346,347,348,349,351,352,353,356,357,358,359,361,363,364,365,366,367,369,370,371,372,373,374,375,376,377,378,379,380,381,383,384,385,386,387,388,389,392,393,394,395,396,399",1.000,1.000,1.000,0.000,62.579,69.803,36.724,27.618,0.898,0.879,0.163,0.788,0.794,0.819,0.019,0.851,0.564,4.866
alpha_0p44_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.900,comparison,unsuccessful,24,"303,309,310,313,315,316,317,321,327,329,331,332,345,350,354,355,360,362,368,382,390,391,397,398",0.000,0.333,0.000,0.000,78.250,75.125,44.500,26.083,0.688,0.511,0.165,0.764,0.774,0.402,0.029,0.502,0.554,4.130
alpha_0p44_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.090,0.900,outcome,flat,9,"303,309,310,313,350,368,382,390,398",0.000,0.000,0.000,0.000,not_reached,not_reached,41.600,26.222,0.546,0.342,0.164,0.788,0.785,0.201,0.035,0.309,0.555,3.902
