number,state,value,seed,food_site_count,food_site_radius,food_site_capacity,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable,collapsed,progress,final_success,final_payoff,final_comb_tilt,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_dance_propensity
218,COMPLETE,-0.823,101,2,300.000,9,0.540,7250.000,2.000000e-05,0.070,0.000,false,true,0.195,0.088,0.355,0.220,0.122,0.097,0.097,0.834
218,COMPLETE,-0.823,102,2,300.000,9,0.540,7250.000,2.000000e-05,0.070,0.000,false,false,0.212,0.094,0.367,0.179,0.150,0.106,0.106,0.717
218,COMPLETE,-0.823,103,2,300.000,9,0.540,7250.000,2.000000e-05,0.070,0.000,false,false,0.245,0.084,0.376,0.214,0.123,0.243,0.123,0.735
218,COMPLETE,-0.823,104,2,300.000,9,0.540,7250.000,2.000000e-05,0.070,0.000,false,false,0.228,0.084,0.330,0.183,0.175,0.173,0.173,0.580
218,COMPLETE,-0.823,105,2,300.000,9,0.540,7250.000,2.000000e-05,0.070,0.000,false,false,0.147,0.079,0.269,0.118,0.163,0.467,0.163,0.662
218,COMPLETE,-0.823,106,2,300.000,9,0.540,7250.000,2.000000e-05,0.070,0.000,false,false,0.116,0.092,0.334,0.093,0.166,0.145,0.145,0.528
218,COMPLETE,-0.823,107,2,300.000,9,0.540,7250.000,2.000000e-05,0.070,0.000,false,false,0.143,0.096,0.445,0.114,0.141,0.211,0.141,0.747
218,COMPLETE,-0.823,108,2,300.000,9,0.540,7250.000,2.000000e-05,0.070,0.000,false,false,0.143,0.089,0.396,0.114,0.181,0.371,0.181,0.836
218,COMPLETE,-0.823,109,2,300.000,9,0.540,7250.000,2.000000e-05,0.070,0.000,false,false,0.228,0.086,0.322,0.184,0.114,0.189,0.114,0.734
219,COMPLETE,0.213,100,5,105.000,4,0.260,3000.000,3.750000e-05,0.050,1.000,false,false,0.189,0.116,0.479,0.152,0.139,0.139,0.139,0.754
219,COMPLETE,0.213,101,5,105.000,4,0.260,3000.000,3.750000e-05,0.050,1.000,false,false,0.280,0.111,0.415,0.224,0.165,0.165,0.165,0.761
219,COMPLETE,0.213,102,5,105.000,4,0.260,3000.000,3.750000e-05,0.050,1.000,false,false,0.239,0.111,0.442,0.191,0.152,0.152,0.152,0.893
219,COMPLETE,0.213,103,5,105.000,4,0.260,3000.000,3.750000e-05,0.050,1.000,false,false,0.240,0.113,0.464,0.192,0.158,0.158,0.158,0.863
219,COMPLETE,0.213,104,5,105.000,4,0.260,3000.000,3.750000e-05,0.050,1.000,false,false,0.208,0.107,0.402,0.167,0.206,0.206,0.206,0.834
219,COMPLETE,0.213,105,5,105.000,4,0.260,3000.000,3.750000e-05,0.050,1.000,false,false,0.130,0.114,0.460,0.104,0.396,0.396,0.396,0.480
219,COMPLETE,0.213,106,5,105.000,4,0.260,3000.000,3.750000e-05,0.050,1.000,false,false,0.207,0.108,0.398,0.166,0.298,0.298,0.298,0.600
219,COMPLETE,0.213,107,5,105.000,4,0.260,3000.000,3.750000e-05,0.050,1.000,false,false,0.276,0.119,0.557,0.221,0.150,0.150,0.150,0.888
219,COMPLETE,0.213,108,5,105.000,4,0.260,3000.000,3.750000e-05,0.050,1.000,false,false,0.183,0.106,0.399,0.147,0.300,0.300,0.300,0.882
219,COMPLETE,0.213,109,5,105.000,4,0.260,3000.000,3.750000e-05,0.050,1.000,false,false,0.175,0.110,0.400,0.140,0.228,0.228,0.228,0.685
220,COMPLETE,0.196,100,8,105.000,10,0.120,3000.000,4.250000e-05,0.060,0.600,false,false,0.126,0.165,0.950,0.100,0.341,0.468,0.341,0.704
220,COMPLETE,0.196,101,8,105.000,10,0.120,3000.000,4.250000e-05,0.060,0.600,false,false,0.295,0.163,0.949,0.236,0.169,0.154,0.154,0.650
220,COMPLETE,0.196,102,8,105.000,10,0.120,3000.000,4.250000e-05,0.060,0.600,false,false,0.162,0.172,1.060,0.130,0.180,0.181,0.180,0.673
220,COMPLETE,0.196,103,8,105.000,10,0.120,3000.000,4.250000e-05,0.060,0.600,false,false,0.193,0.166,0.967,0.154,0.221,0.241,0.221,0.555
220,COMPLETE,0.196,104,8,105.000,10,0.120,3000.000,4.250000e-05,0.060,0.600,false,false,0.223,0.169,1.031,0.179,0.292,0.316,0.292,0.762
220,COMPLETE,0.196,105,8,105.000,10,0.120,3000.000,4.250000e-05,0.060,0.600,false,false,0.227,0.174,1.058,0.181,0.134,0.114,0.114,0.652
220,COMPLETE,0.196,106,8,105.000,10,0.120,3000.000,4.250000e-05,0.060,0.600,false,false,0.297,0.163,0.978,0.238,0.162,0.167,0.162,0.485
220,COMPLETE,0.196,107,8,105.000,10,0.120,3000.000,4.250000e-05,0.060,0.600,false,false,0.135,0.160,0.911,0.108,0.476,0.284,0.284,0.645
220,COMPLETE,0.196,108,8,105.000,10,0.120,3000.000,4.250000e-05,0.060,0.600,false,false,0.134,0.165,0.956,0.107,0.141,0.231,0.141,0.444
220,COMPLETE,0.196,109,8,105.000,10,0.120,3000.000,4.250000e-05,0.060,0.600,false,false,0.169,0.169,1.013,0.136,0.174,0.143,0.143,0.455
221,COMPLETE,-9.535,100,1,120.000,3,0.280,5750.000,4.750000e-05,0.110,0.000,false,true,0.232,0.003,0.001,0.813,0.116,0.444,0.116,0.832
221,COMPLETE,-9.535,101,1,120.000,3,0.280,5750.000,4.750000e-05,0.110,0.000,false,true,0.547,0.004,0.001,0.725,0.366,0.273,0.273,0.542
221,COMPLETE,-9.535,102,1,120.000,3,0.280,5750.000,4.750000e-05,0.110,0.000,false,true,0.310,0.005,0.001,0.422,0.155,0.354,0.155,0.478
221,COMPLETE,-9.535,103,1,120.000,3,0.280,5750.000,4.750000e-05,0.110,0.000,false,true,0.437,0.006,0.001,0.350,0.441,0.318,0.318,0.397
221,COMPLETE,-9.535,104,1,120.000,3,0.280,5750.000,4.750000e-05,0.110,0.000,false,true,0.511,0.010,0.001,0.409,0.689,0.370,0.370,0.641
221,COMPLETE,-9.535,105,1,120.000,3,0.280,5750.000,4.750000e-05,0.110,0.000,false,true,0.365,0.009,0.001,0.292,0.766,0.590,0.590,0.669
221,COMPLETE,-9.535,106,1,120.000,3,0.280,5750.000,4.750000e-05,0.110,0.000,false,true,0.675,0.008,0.001,0.540,0.503,0.438,0.438,0.477
221,COMPLETE,-9.535,107,1,120.000,3,0.280,5750.000,4.750000e-05,0.110,0.000,false,true,0.424,0.010,0.001,0.339,0.738,0.784,0.738,0.622
221,COMPLETE,-9.535,108,1,120.000,3,0.280,5750.000,4.750000e-05,0.110,0.000,false,true,0.652,0.006,0.001,0.561,0.626,0.326,0.326,0.247
221,COMPLETE,-9.535,109,1,120.000,3,0.280,5750.000,4.750000e-05,0.110,0.000,false,true,0.500,0.004,0.001,0.898,0.250,0.386,0.250,0.344
222,COMPLETE,0.202,100,7,240.000,7,0.120,3750.000,4.500000e-05,0.050,0.600,false,false,0.228,0.328,2.774,0.182,0.128,0.318,0.128,0.746
222,COMPLETE,0.202,101,7,240.000,7,0.120,3750.000,4.500000e-05,0.050,0.600,false,false,0.127,0.335,2.837,0.102,0.202,0.150,0.150,0.474
222,COMPLETE,0.202,102,7,240.000,7,0.120,3750.000,4.500000e-05,0.050,0.600,false,false,0.115,0.337,2.829,0.092,0.241,0.212,0.212,0.917
222,COMPLETE,0.202,103,7,240.000,7,0.120,3750.000,4.500000e-05,0.050,0.600,false,false,0.362,0.321,2.710,0.289,0.209,0.206,0.206,0.630
222,COMPLETE,0.202,104,7,240.000,7,0.120,3750.000,4.500000e-05,0.050,0.600,false,false,0.162,0.334,2.805,0.130,0.169,0.354,0.169,0.822
222,COMPLETE,0.202,105,7,240.000,7,0.120,3750.000,4.500000e-05,0.050,0.600,false,false,0.266,0.317,2.633,0.213,0.231,0.216,0.216,0.803
222,COMPLETE,0.202,106,7,240.000,7,0.120,3750.000,4.500000e-05,0.050,0.600,false,false,0.155,0.335,2.826,0.189,0.104,0.078,0.078,0.415
222,COMPLETE,0.202,107,7,240.000,7,0.120,3750.000,4.500000e-05,0.050,0.600,false,false,0.186,0.326,2.767,0.149,0.230,0.198,0.198,0.700
222,COMPLETE,0.202,108,7,240.000,7,0.120,3750.000,4.500000e-05,0.050,0.600,false,false,0.178,0.343,2.898,0.143,0.206,0.227,0.206,0.288
222,COMPLETE,0.202,109,7,240.000,7,0.120,3750.000,4.500000e-05,0.050,0.600,false,false,0.242,0.329,2.778,0.194,0.160,0.248,0.160,0.770
223,COMPLETE,3.743,100,6,315.000,12,0.180,4000.000,3.500000e-05,0.130,0.100,false,false,0.951,0.318,3.208,0.761,0.761,0.665,0.665,0.670
223,COMPLETE,3.743,101,6,315.000,12,0.180,4000.000,3.500000e-05,0.130,0.100,false,false,0.326,0.316,2.962,0.261,0.353,0.299,0.299,0.601
223,COMPLETE,3.743,102,6,315.000,12,0.180,4000.000,3.500000e-05,0.130,0.100,false,false,0.576,0.321,3.101,0.461,0.632,0.457,0.457,0.457
223,COMPLETE,3.743,103,6,315.000,12,0.180,4000.000,3.500000e-05,0.130,0.100,false,false,0.285,0.317,2.997,0.228,0.351,0.367,0.351,0.671
223,COMPLETE,3.743,104,6,315.000,12,0.180,4000.000,3.500000e-05,0.130,0.100,true,false,1.000,0.338,3.493,0.839,0.825,0.785,0.785,0.619
223,COMPLETE,3.743,105,6,315.000,12,0.180,4000.000,3.500000e-05,0.130,0.100,true,false,1.000,0.331,3.457,0.802,0.778,0.772,0.772,0.665
223,COMPLETE,3.743,106,6,315.000,12,0.180,4000.000,3.500000e-05,0.130,0.100,false,false,0.357,0.326,3.107,0.327,0.178,0.227,0.178,0.660
223,COMPLETE,3.743,107,6,315.000,12,0.180,4000.000,3.500000e-05,0.130,0.100,true,false,1.000,0.333,3.484,0.870,0.785,0.773,0.773,0.578
223,COMPLETE,3.743,108,6,315.000,12,0.180,4000.000,3.500000e-05,0.130,0.100,false,false,0.958,0.311,3.175,0.767,0.819,0.779,0.779,0.796
223,COMPLETE,3.743,109,6,315.000,12,0.180,4000.000,3.500000e-05,0.130,0.100,false,false,0.976,0.309,3.067,0.781,0.809,0.564,0.564,0.702
224,COMPLETE,-9.449,100,1,105.000,9,0.220,5750.000,2.750000e-05,0.080,0.600,false,true,0.830,0.011,0.001,0.665,0.415,0.424,0.415,0.397
224,COMPLETE,-9.449,101,1,105.000,9,0.220,5750.000,2.750000e-05,0.080,0.600,false,true,0.648,0.009,0.001,0.518,0.497,0.628,0.497,0.458
224,COMPLETE,-9.449,102,1,105.000,9,0.220,5750.000,2.750000e-05,0.080,0.600,false,true,0.419,0.003,0.001,0.336,0.488,0.276,0.276,0.399
224,COMPLETE,-9.449,103,1,105.000,9,0.220,5750.000,2.750000e-05,0.080,0.600,false,true,0.285,0.009,0.001,0.228,0.431,0.589,0.431,0.783
224,COMPLETE,-9.449,104,1,105.000,9,0.220,5750.000,2.750000e-05,0.080,0.600,false,true,0.578,0.008,0.001,0.462,0.691,0.531,0.531,0.242
224,COMPLETE,-9.449,105,1,105.000,9,0.220,5750.000,2.750000e-05,0.080,0.600,false,true,0.754,0.007,0.001,0.603,0.417,0.659,0.417,0.442
224,COMPLETE,-9.449,106,1,105.000,9,0.220,5750.000,2.750000e-05,0.080,0.600,false,true,0.293,0.012,0.001,0.234,0.423,0.405,0.405,0.231
224,COMPLETE,-9.449,107,1,105.000,9,0.220,5750.000,2.750000e-05,0.080,0.600,false,true,0.522,0.002,0.001,0.418,0.795,0.652,0.652,0.314
224,COMPLETE,-9.449,108,1,105.000,9,0.220,5750.000,2.750000e-05,0.080,0.600,false,true,0.830,0.006,0.001,0.664,0.596,0.568,0.568,0.392
224,COMPLETE,-9.449,109,1,105.000,9,0.220,5750.000,2.750000e-05,0.080,0.600,false,true,0.350,0.010,0.001,0.280,0.585,0.600,0.585,0.638
225,COMPLETE,6.826,100,7,150.000,5,0.540,3000.000,5.250000e-05,0.100,0.900,true,false,1.000,0.206,1.883,0.871,0.811,0.783,0.783,0.780
225,COMPLETE,6.826,101,7,150.000,5,0.540,3000.000,5.250000e-05,0.100,0.900,false,false,0.433,0.196,1.374,0.346,0.260,0.264,0.260,0.583
225,COMPLETE,6.826,102,7,150.000,5,0.540,3000.000,5.250000e-05,0.100,0.900,true,false,1.000,0.211,1.931,0.879,0.903,0.887,0.887,0.435
225,COMPLETE,6.826,103,7,150.000,5,0.540,3000.000,5.250000e-05,0.100,0.900,true,false,1.000,0.223,2.150,0.863,0.858,0.870,0.858,0.687
225,COMPLETE,6.826,104,7,150.000,5,0.540,3000.000,5.250000e-05,0.100,0.900,false,false,0.404,0.206,1.460,0.324,0.251,0.299,0.251,0.375
225,COMPLETE,6.826,105,7,150.000,5,0.540,3000.000,5.250000e-05,0.100,0.900,false,false,0.983,0.199,1.757,0.786,0.903,0.894,0.894,0.833
225,COMPLETE,6.826,106,7,150.000,5,0.540,3000.000,5.250000e-05,0.100,0.900,false,false,0.435,0.204,1.431,0.348,0.367,0.526,0.367,0.637
225,COMPLETE,6.826,107,7,150.000,5,0.540,3000.000,5.250000e-05,0.100,0.900,true,false,1.000,0.215,2.008,0.878,0.839,0.865,0.839,0.667
225,COMPLETE,6.826,108,7,150.000,5,0.540,3000.000,5.250000e-05,0.100,0.900,true,false,1.000,0.208,1.908,0.854,0.920,0.919,0.919,0.692
225,COMPLETE,6.826,109,7,150.000,5,0.540,3000.000,5.250000e-05,0.100,0.900,true,false,1.000,0.197,1.805,0.871,0.803,0.809,0.803,0.651
226,COMPLETE,-9.882,100,1,195.000,6,0.100,3750.000,1.250000e-05,0.040,0.700,false,true,0.081,0.053,0.247,0.065,0.474,0.487,0.474,0.641
226,COMPLETE,-9.882,101,1,195.000,6,0.100,3750.000,1.250000e-05,0.040,0.700,false,true,0.149,0.049,0.234,0.119,0.344,0.302,0.302,0.356
226,COMPLETE,-9.882,102,1,195.000,6,0.100,3750.000,1.250000e-05,0.040,0.700,false,true,0.097,0.060,0.332,0.078,0.082,0.139,0.082,0.827
226,COMPLETE,-9.882,103,1,195.000,6,0.100,3750.000,1.250000e-05,0.040,0.700,false,true,0.093,0.059,0.305,0.075,0.177,0.200,0.177,0.633
226,COMPLETE,-9.882,104,1,195.000,6,0.100,3750.000,1.250000e-05,0.040,0.700,false,true,0.130,0.055,0.296,0.137,0.084,0.065,0.065,0.352
226,COMPLETE,-9.882,105,1,195.000,6,0.100,3750.000,1.250000e-05,0.040,0.700,false,true,0.088,0.052,0.254,0.071,0.125,0.184,0.125,0.504
226,COMPLETE,-9.882,106,1,195.000,6,0.100,3750.000,1.250000e-05,0.040,0.700,false,true,0.111,0.065,0.391,0.089,0.168,0.537,0.168,0.853
226,COMPLETE,-9.882,107,1,195.000,6,0.100,3750.000,1.250000e-05,0.040,0.700,false,true,0.118,0.060,0.326,0.094,0.328,0.481,0.328,0.744
226,COMPLETE,-9.882,108,1,195.000,6,0.100,3750.000,1.250000e-05,0.040,0.700,false,true,0.106,0.056,0.269,0.085,0.122,0.141,0.122,0.829
226,COMPLETE,-9.882,109,1,195.000,6,0.100,3750.000,1.250000e-05,0.040,0.700,false,true,0.210,0.056,0.282,0.168,0.124,0.140,0.124,0.515
227,COMPLETE,-9.439,100,3,90.000,10,0.460,6250.000,5.500000e-05,0.100,0.500,false,true,0.479,0.022,0.001,0.383,0.451,0.643,0.451,0.578
227,COMPLETE,-9.439,101,3,90.000,10,0.460,6250.000,5.500000e-05,0.100,0.500,false,true,0.534,0.011,0.001,0.427,0.427,0.493,0.427,0.589
227,COMPLETE,-9.439,102,3,90.000,10,0.460,6250.000,5.500000e-05,0.100,0.500,false,true,0.694,0.025,0.001,0.713,0.347,0.382,0.347,0.332
227,COMPLETE,-9.439,103,3,90.000,10,0.460,6250.000,5.500000e-05,0.100,0.500,false,true,0.572,0.022,0.001,0.457,0.367,0.537,0.367,0.750
227,COMPLETE,-9.439,104,3,90.000,10,0.460,6250.000,5.500000e-05,0.100,0.500,false,true,0.556,0.015,0.001,0.445,0.388,0.506,0.388,0.496
227,COMPLETE,-9.439,105,3,90.000,10,0.460,6250.000,5.500000e-05,0.100,0.500,false,true,0.394,0.019,0.001,0.315,0.582,0.376,0.376,0.347
227,COMPLETE,-9.439,106,3,90.000,10,0.460,6250.000,5.500000e-05,0.100,0.500,false,true,0.885,0.021,0.001,0.708,0.541,0.533,0.533,0.528
227,COMPLETE,-9.439,107,3,90.000,10,0.460,6250.000,5.500000e-05,0.100,0.500,false,true,0.387,0.019,0.001,0.310,0.216,0.329,0.216,0.658
227,COMPLETE,-9.439,108,3,90.000,10,0.460,6250.000,5.500000e-05,0.100,0.500,false,true,0.683,0.016,0.001,0.546,0.428,0.464,0.428,0.220
227,COMPLETE,-9.439,109,3,90.000,10,0.460,6250.000,5.500000e-05,0.100,0.500,false,true,0.430,0.017,0.001,0.344,0.433,0.274,0.274,0.341
228,COMPLETE,-9.647,100,4,90.000,5,0.600,6250.000,6.000000e-05,0.040,0.600,false,true,0.387,0.010,0.001,0.697,0.194,0.208,0.194,0.520
228,COMPLETE,-9.647,101,4,90.000,5,0.600,6250.000,6.000000e-05,0.040,0.600,false,true,0.365,0.011,0.001,0.292,0.268,0.278,0.268,0.789
228,COMPLETE,-9.647,102,4,90.000,5,0.600,6250.000,6.000000e-05,0.040,0.600,false,true,0.435,0.009,0.001,0.358,0.250,0.217,0.217,0.218
228,COMPLETE,-9.647,103,4,90.000,5,0.600,6250.000,6.000000e-05,0.040,0.600,false,true,0.446,0.034,0.001,0.387,0.365,0.223,0.223,0.792
228,COMPLETE,-9.647,104,4,90.000,5,0.600,6250.000,6.000000e-05,0.040,0.600,false,true,0.478,0.034,0.001,0.383,0.323,0.276,0.276,0.680
228,COMPLETE,-9.647,105,4,90.000,5,0.600,6250.000,6.000000e-05,0.040,0.600,false,true,0.341,0.033,0.001,0.628,0.188,0.170,0.170,0.806
228,COMPLETE,-9.647,106,4,90.000,5,0.600,6250.000,6.000000e-05,0.040,0.600,false,true,0.149,0.005,0.001,0.119,0.224,0.258,0.224,0.713
228,COMPLETE,-9.647,107,4,90.000,5,0.600,6250.000,6.000000e-05,0.040,0.600,false,true,0.202,0.005,0.001,0.216,0.101,0.136,0.101,0.839
228,COMPLETE,-9.647,108,4,90.000,5,0.600,6250.000,6.000000e-05,0.040,0.600,false,true,0.338,0.014,0.001,0.483,0.169,0.480,0.169,0.837
228,COMPLETE,-9.647,109,4,90.000,5,0.600,6250.000,6.000000e-05,0.040,0.600,false,true,0.387,0.029,0.001,0.436,0.268,0.194,0.194,0.919
229,COMPLETE,0.191,100,7,225.000,6,0.160,6500.000,4.750000e-05,0.120,0.900,false,false,0.173,0.205,0.866,0.138,0.242,0.273,0.242,0.740
229,COMPLETE,0.191,101,7,225.000,6,0.160,6500.000,4.750000e-05,0.120,0.900,false,false,0.191,0.195,0.714,0.153,0.148,0.160,0.148,0.681
229,COMPLETE,0.191,102,7,225.000,6,0.160,6500.000,4.750000e-05,0.120,0.900,false,false,0.157,0.198,0.698,0.126,0.325,0.360,0.325,0.632
229,COMPLETE,0.191,103,7,225.000,6,0.160,6500.000,4.750000e-05,0.120,0.900,false,false,0.278,0.196,0.527,0.222,0.183,0.197,0.183,0.265
229,COMPLETE,0.191,104,7,225.000,6,0.160,6500.000,4.750000e-05,0.120,0.900,false,false,0.234,0.172,0.737,0.187,0.276,0.247,0.247,0.704
229,COMPLETE,0.191,105,7,225.000,6,0.160,6500.000,4.750000e-05,0.120,0.900,false,false,0.164,0.182,0.728,0.131,0.197,0.183,0.183,0.605
229,COMPLETE,0.191,106,7,225.000,6,0.160,6500.000,4.750000e-05,0.120,0.900,false,false,0.176,0.183,0.700,0.141,0.232,0.245,0.232,0.797
229,COMPLETE,0.191,107,7,225.000,6,0.160,6500.000,4.750000e-05,0.120,0.900,false,false,0.140,0.206,0.722,0.112,0.289,0.146,0.146,0.617
229,COMPLETE,0.191,108,7,225.000,6,0.160,6500.000,4.750000e-05,0.120,0.900,false,false,0.254,0.188,0.709,0.203,0.214,0.176,0.176,0.622
229,COMPLETE,0.191,109,7,225.000,6,0.160,6500.000,4.750000e-05,0.120,0.900,false,false,0.147,0.190,0.640,0.118,0.249,0.191,0.191,0.651
230,COMPLETE,-9.579,100,5,75.000,8,0.140,6250.000,3.500000e-05,0.050,0.500,false,true,0.330,0.005,0.001,0.264,0.387,0.540,0.387,0.123
230,COMPLETE,-9.579,101,5,75.000,8,0.140,6250.000,3.500000e-05,0.050,0.500,false,true,0.588,0.020,0.001,0.471,0.646,0.323,0.323,0.779
230,COMPLETE,-9.579,102,5,75.000,8,0.140,6250.000,3.500000e-05,0.050,0.500,false,true,0.317,0.016,0.001,0.254,0.175,0.243,0.175,0.630
230,COMPLETE,-9.579,103,5,75.000,8,0.140,6250.000,3.500000e-05,0.050,0.500,false,true,0.282,0.021,0.001,0.226,0.216,0.251,0.216,0.359
230,COMPLETE,-9.579,104,5,75.000,8,0.140,6250.000,3.500000e-05,0.050,0.500,false,true,0.757,0.015,0.001,0.720,0.499,0.378,0.378,0.868
230,COMPLETE,-9.579,105,5,75.000,8,0.140,6250.000,3.500000e-05,0.050,0.500,false,true,0.250,0.016,0.001,0.527,0.261,0.125,0.125,0.404
230,COMPLETE,-9.579,106,5,75.000,8,0.140,6250.000,3.500000e-05,0.050,0.500,false,true,0.443,0.042,0.001,0.354,0.335,0.238,0.238,0.672
230,COMPLETE,-9.579,107,5,75.000,8,0.140,6250.000,3.500000e-05,0.050,0.500,false,true,0.537,0.039,0.001,0.429,0.275,0.277,0.275,0.869
230,COMPLETE,-9.579,108,5,75.000,8,0.140,6250.000,3.500000e-05,0.050,0.500,false,true,0.483,0.010,0.001,0.387,0.721,0.664,0.664,0.733
230,COMPLETE,-9.579,109,5,75.000,8,0.140,6250.000,3.500000e-05,0.050,0.500,false,true,0.227,0.015,0.001,0.182,0.245,0.224,0.224,0.640
231,COMPLETE,0.255,100,5,315.000,7,0.460,5750.000,2.500000e-05,0.080,0.100,false,false,0.181,0.282,2.491,0.145,0.211,0.310,0.211,0.610
231,COMPLETE,0.255,101,5,315.000,7,0.460,5750.000,2.500000e-05,0.080,0.100,false,false,0.350,0.258,2.333,0.280,0.242,0.281,0.242,0.533
231,COMPLETE,0.255,102,5,315.000,7,0.460,5750.000,2.500000e-05,0.080,0.100,false,false,0.216,0.256,2.223,0.173,0.153,0.504,0.153,0.658
231,COMPLETE,0.255,103,5,315.000,7,0.460,5750.000,2.500000e-05,0.080,0.100,false,false,0.353,0.250,2.207,0.282,0.243,0.220,0.220,0.609
231,COMPLETE,0.255,104,5,315.000,7,0.460,5750.000,2.500000e-05,0.080,0.100,false,false,0.250,0.244,2.199,0.337,0.178,0.125,0.125,0.695
231,COMPLETE,0.255,105,5,315.000,7,0.460,5750.000,2.500000e-05,0.080,0.100,false,false,0.271,0.273,2.437,0.217,0.252,0.273,0.252,0.756
231,COMPLETE,0.255,106,5,315.000,7,0.460,5750.000,2.500000e-05,0.080,0.100,false,false,0.342,0.252,2.288,0.274,0.211,0.192,0.192,0.571
231,COMPLETE,0.255,107,5,315.000,7,0.460,5750.000,2.500000e-05,0.080,0.100,false,false,0.288,0.270,2.421,0.230,0.163,0.203,0.163,0.712
231,COMPLETE,0.255,108,5,315.000,7,0.460,5750.000,2.500000e-05,0.080,0.100,false,false,0.163,0.283,2.481,0.131,0.213,0.166,0.166,0.696
231,COMPLETE,0.255,109,5,315.000,7,0.460,5750.000,2.500000e-05,0.080,0.100,false,false,0.140,0.273,2.368,0.112,0.278,0.241,0.241,0.607
232,COMPLETE,-9.667,100,4,75.000,5,0.380,7000.000,3.250000e-05,0.050,0.000,false,true,0.514,0.029,0.001,0.411,0.260,0.317,0.260,0.406
232,COMPLETE,-9.667,101,4,75.000,5,0.380,7000.000,3.250000e-05,0.050,0.000,false,true,0.126,0.007,0.001,0.101,0.555,0.379,0.379,0.570
232,COMPLETE,-9.667,102,4,75.000,5,0.380,7000.000,3.250000e-05,0.050,0.000,false,true,0.192,0.016,0.001,0.154,0.511,0.838,0.511,0.553
232,COMPLETE,-9.667,103,4,75.000,5,0.380,7000.000,3.250000e-05,0.050,0.000,false,true,0.268,0.008,0.001,0.215,0.465,0.307,0.307,0.800
232,COMPLETE,-9.667,104,4,75.000,5,0.380,7000.000,3.250000e-05,0.050,0.000,false,true,0.738,0.024,0.001,0.773,0.369,0.649,0.369,0.710
232,COMPLETE,-9.667,105,4,75.000,5,0.380,7000.000,3.250000e-05,0.050,0.000,false,true,0.314,0.026,0.001,0.347,0.157,0.321,0.157,0.412
232,COMPLETE,-9.667,106,4,75.000,5,0.380,7000.000,3.250000e-05,0.050,0.000,false,true,0.410,0.017,0.001,0.377,0.517,0.205,0.205,0.661
232,COMPLETE,-9.667,107,4,75.000,5,0.380,7000.000,3.250000e-05,0.050,0.000,false,true,0.346,0.011,0.001,0.277,0.248,0.279,0.248,0.774
232,COMPLETE,-9.667,108,4,75.000,5,0.380,7000.000,3.250000e-05,0.050,0.000,false,true,0.219,0.022,0.001,0.175,0.517,0.235,0.235,0.362
232,COMPLETE,-9.667,109,4,75.000,5,0.380,7000.000,3.250000e-05,0.050,0.000,false,true,0.198,0.012,0.001,0.471,0.099,0.718,0.099,0.733
233,COMPLETE,0.306,100,8,315.000,10,0.160,3000.000,4.000000e-05,0.060,0.900,false,false,0.251,0.460,4.796,0.201,0.224,0.220,0.220,0.505
233,COMPLETE,0.306,101,8,315.000,10,0.160,3000.000,4.000000e-05,0.060,0.900,false,false,0.369,0.472,5.029,0.384,0.222,0.184,0.184,0.774
233,COMPLETE,0.306,102,8,315.000,10,0.160,3000.000,4.000000e-05,0.060,0.900,false,false,0.198,0.473,4.941,0.193,0.099,0.114,0.099,0.582
233,COMPLETE,0.306,103,8,315.000,10,0.160,3000.000,4.000000e-05,0.060,0.900,false,false,0.258,0.481,5.116,0.336,0.129,0.139,0.129,0.665
233,COMPLETE,0.306,104,8,315.000,10,0.160,3000.000,4.000000e-05,0.060,0.900,false,false,0.282,0.494,5.164,0.226,0.158,0.307,0.158,0.414
233,COMPLETE,0.306,105,8,315.000,10,0.160,3000.000,4.000000e-05,0.060,0.900,false,false,0.181,0.517,5.399,0.145,0.148,0.432,0.148,0.792
233,COMPLETE,0.306,106,8,315.000,10,0.160,3000.000,4.000000e-05,0.060,0.900,false,false,0.898,0.462,5.202,0.719,0.764,0.745,0.745,0.300
233,COMPLETE,0.306,107,8,315.000,10,0.160,3000.000,4.000000e-05,0.060,0.900,false,false,0.190,0.506,5.276,0.152,0.343,0.258,0.258,0.302
233,COMPLETE,0.306,108,8,315.000,10,0.160,3000.000,4.000000e-05,0.060,0.900,false,false,0.213,0.518,5.445,0.171,0.165,0.164,0.164,0.728
233,COMPLETE,0.306,109,8,315.000,10,0.160,3000.000,4.000000e-05,0.060,0.900,false,false,0.219,0.514,5.406,0.175,0.146,0.150,0.146,0.229
234,COMPLETE,-9.420,100,1,75.000,9,0.560,4000.000,2.000000e-05,0.130,0.400,false,true,0.595,0.008,0.001,0.476,0.439,0.521,0.439,0.417
234,COMPLETE,-9.420,101,1,75.000,9,0.560,4000.000,2.000000e-05,0.130,0.400,false,true,0.477,0.004,0.001,0.382,0.367,0.374,0.367,0.512
234,COMPLETE,-9.420,102,1,75.000,9,0.560,4000.000,2.000000e-05,0.130,0.400,false,true,0.552,0.006,0.001,0.442,0.576,0.431,0.431,0.685
234,COMPLETE,-9.420,103,1,75.000,9,0.560,4000.000,2.000000e-05,0.130,0.400,false,true,0.627,0.007,0.001,0.502,0.353,0.439,0.353,0.474
