number,state,value,food_site_count,food_site_radius,food_site_radius_log_sd,food_site_capacity,food_value,vertical_comb_benefit,food_site_min_distance,food_site_max_distance,foray_shape,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable_count,seed_count,collapse_count,mean_progress,mean_final_success,mean_final_payoff,mean_final_comb_tilt,mean_final_min_transposition,mean_final_dance_propensity,elapsed_seconds
833,COMPLETE,5.929,8,360.000,0.6,4,,0.540,750.0,3750.000,2.0,1.000000e-05,0.130,0.000,5,10,0,0.929,0.436,7.037,0.806,0.593,0.490,1258.388
834,COMPLETE,6.948,8,360.000,0.6,2,,0.540,750.0,3750.000,2.0,1.000000e-05,0.130,0.000,6,10,0,0.948,0.445,7.228,0.822,0.617,0.549,1275.785
835,COMPLETE,6.976,8,360.000,0.6,4,,0.540,750.0,3750.000,2.0,1.000000e-05,0.130,1.000,6,10,0,0.976,0.451,7.266,0.798,0.700,0.560,1265.380
836,COMPLETE,4.979,8,360.000,0.6,2,,0.540,750.0,3750.000,2.0,1.000000e-05,0.130,1.000,4,10,0,0.979,0.448,7.194,0.790,0.696,0.565,1279.806
837,COMPLETE,8.990,8,345.000,0.6,2,,0.540,750.0,3750.000,2.0,1.000000e-05,0.130,1.000,8,10,0,0.990,0.443,7.178,0.819,0.719,0.562,1248.667
838,COMPLETE,4.970,8,360.000,0.6,2,,0.540,750.0,5000.000,2.0,1.750000e-05,0.130,1.000,4,10,0,0.970,0.399,5.938,0.779,0.720,0.560,1240.706
839,COMPLETE,4.977,8,345.000,0.6,2,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,1.000,4,10,0,0.977,0.376,5.888,0.793,0.696,0.512,1147.232
840,COMPLETE,4.954,8,360.000,0.6,2,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,1.000,4,10,0,0.954,0.398,6.238,0.782,0.688,0.590,1174.652
841,COMPLETE,4.954,8,360.000,0.6,2,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,1.000,4,10,0,0.954,0.398,6.238,0.782,0.688,0.590,1176.502
842,COMPLETE,4.977,8,345.000,0.6,2,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,1.000,4,10,0,0.977,0.376,5.888,0.793,0.696,0.512,1189.210
843,COMPLETE,4.977,8,345.000,0.6,2,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,1.000,4,10,0,0.977,0.376,5.888,0.793,0.696,0.512,1157.989
844,COMPLETE,3.974,8,345.000,0.6,4,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,1.000,3,10,0,0.974,0.373,5.836,0.794,0.706,0.546,1197.559
845,COMPLETE,4.975,8,345.000,0.6,4,,0.540,750.0,3750.000,2.0,1.000000e-05,0.130,1.000,4,10,0,0.975,0.437,7.000,0.790,0.730,0.539,1261.332
846,COMPLETE,4.954,8,360.000,0.6,2,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,1.000,4,10,0,0.954,0.398,6.238,0.782,0.688,0.590,1186.482
847,COMPLETE,4.954,8,360.000,0.6,2,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,1.000,4,10,0,0.954,0.398,6.238,0.782,0.688,0.590,1198.326
848,COMPLETE,5.973,8,360.000,0.6,2,,0.540,750.0,3250.000,2.0,1.000000e-05,0.130,1.000,5,10,0,0.973,0.467,7.590,0.794,0.719,0.558,1282.934
849,COMPLETE,4.975,8,345.000,0.6,4,,0.540,750.0,3750.000,2.0,1.000000e-05,0.130,1.000,4,10,0,0.975,0.437,7.000,0.790,0.730,0.539,1279.740
850,COMPLETE,5.981,8,360.000,0.6,2,,0.500,750.0,3750.000,2.0,1.000000e-05,0.130,1.000,5,10,0,0.981,0.447,7.051,0.799,0.719,0.558,1311.161
851,COMPLETE,5.947,8,345.000,0.6,2,,0.560,750.0,5000.000,2.0,1.000000e-05,0.130,0.000,5,10,0,0.947,0.362,5.756,0.810,0.554,0.559,1146.378
852,COMPLETE,11.000,8,345.000,0.6,7,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,0.000,10,10,0,1.000,0.378,6.029,0.841,0.691,0.582,1204.760
853,COMPLETE,6.976,8,360.000,0.6,4,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,1.000,6,10,0,0.976,0.405,6.390,0.800,0.748,0.558,1228.309
854,COMPLETE,5.929,8,360.000,0.6,4,,0.540,750.0,3750.000,2.0,1.000000e-05,0.130,0.000,5,10,0,0.929,0.436,7.037,0.806,0.593,0.490,1250.414
855,COMPLETE,4.965,8,345.000,0.6,4,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,0.000,4,10,0,0.965,0.370,5.844,0.822,0.566,0.512,1151.386
856,COMPLETE,4.957,8,360.000,0.6,4,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,0.000,4,10,0,0.957,0.390,6.133,0.792,0.669,0.527,1210.577
857,COMPLETE,5.976,8,360.000,0.6,7,,0.560,750.0,5000.000,2.0,1.000000e-05,0.130,0.000,5,10,0,0.976,0.379,6.023,0.805,0.591,0.565,1237.777
858,COMPLETE,4.957,8,360.000,0.6,4,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,0.000,4,10,0,0.957,0.390,6.133,0.792,0.669,0.527,1190.054
859,COMPLETE,5.976,8,360.000,0.6,7,,0.560,750.0,5000.000,2.0,1.000000e-05,0.130,0.000,5,10,0,0.976,0.379,6.023,0.805,0.591,0.565,1215.947
860,COMPLETE,7.989,8,225.000,0.6,4,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,0.000,7,10,0,0.989,0.246,3.690,0.819,0.662,0.519,992.797
861,COMPLETE,6.958,8,345.000,0.6,4,,0.540,750.0,3750.000,2.0,1.000000e-05,0.130,0.000,6,10,0,0.958,0.424,6.860,0.816,0.597,0.568,1232.552
862,COMPLETE,4.965,8,345.000,0.6,4,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,0.000,4,10,0,0.965,0.370,5.844,0.822,0.566,0.512,1137.723
863,COMPLETE,4.982,8,360.000,0.6,7,,0.540,750.0,5000.000,2.0,1.750000e-05,0.130,1.000,4,10,0,0.982,0.396,5.914,0.794,0.726,0.547,1248.249
864,COMPLETE,5.976,8,360.000,0.6,7,,0.560,750.0,5000.000,2.0,1.000000e-05,0.130,0.000,5,10,0,0.976,0.379,6.023,0.805,0.591,0.565,1199.981
865,COMPLETE,8.999,8,360.000,0.6,7,,0.540,750.0,5250.000,2.0,1.000000e-05,0.130,0.000,8,10,0,0.999,0.377,5.972,0.830,0.660,0.592,1211.916
866,COMPLETE,11.000,8,345.000,0.6,7,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,0.000,10,10,0,1.000,0.378,6.029,0.841,0.691,0.582,1188.165
867,COMPLETE,5.974,8,360.000,0.6,7,,0.560,750.0,5000.000,2.0,1.000000e-05,0.130,0.300,5,10,0,0.974,0.386,6.150,0.808,0.634,0.471,1211.995
868,COMPLETE,7.993,8,360.000,0.6,7,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,0.000,7,10,0,0.993,0.379,5.975,0.812,0.633,0.584,1206.610
869,COMPLETE,7.993,8,360.000,0.6,7,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,0.000,7,10,0,0.993,0.379,5.975,0.812,0.633,0.584,1194.118
870,COMPLETE,7.992,8,360.000,0.6,7,,0.540,750.0,5250.000,2.0,1.000000e-05,0.130,0.300,7,10,0,0.992,0.392,6.205,0.825,0.688,0.512,1236.226
871,COMPLETE,8.988,8,360.000,0.6,7,,0.540,750.0,5250.000,2.0,1.750000e-05,0.130,0.000,8,10,0,0.988,0.377,5.658,0.831,0.652,0.612,1210.190
872,COMPLETE,11.000,8,150.000,0.6,7,,0.560,750.0,5000.000,2.0,1.750000e-05,0.130,0.000,10,10,0,1.000,0.161,1.895,0.849,0.716,0.555,868.947
873,COMPLETE,8.988,8,360.000,0.6,7,,0.540,750.0,5250.000,2.0,1.750000e-05,0.130,0.000,8,10,0,0.988,0.377,5.658,0.831,0.652,0.612,1195.044
874,COMPLETE,7.983,8,360.000,0.6,7,,0.540,750.0,5000.000,2.0,1.750000e-05,0.130,0.000,7,10,0,0.983,0.399,6.014,0.812,0.635,0.510,1224.248
875,COMPLETE,7.993,8,360.000,0.6,7,,0.540,750.0,5000.000,2.0,1.000000e-05,0.130,0.000,7,10,0,0.993,0.379,5.975,0.812,0.633,0.584,1194.695
876,COMPLETE,5.976,8,360.000,0.6,7,,0.560,750.0,5000.000,2.0,1.000000e-05,0.130,0.000,5,10,0,0.976,0.379,6.023,0.805,0.591,0.565,1203.581
877,COMPLETE,3.955,8,345.000,0.6,7,,0.560,750.0,5000.000,2.0,1.000000e-05,0.130,0.800,3,10,0,0.955,0.375,5.910,0.785,0.699,0.593,1213.681
878,COMPLETE,5.988,8,225.000,0.6,7,,0.560,750.0,5000.000,2.0,1.000000e-05,0.130,0.800,5,10,0,0.988,0.255,3.860,0.804,0.758,0.530,1022.135
879,COMPLETE,7.984,8,345.000,0.6,7,,0.560,750.0,5000.000,2.0,1.000000e-05,0.130,0.000,7,10,0,0.984,0.377,6.023,0.819,0.620,0.583,1175.813
880,COMPLETE,7.987,7,285.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.000,7,10,0,0.987,0.280,3.967,0.829,0.615,0.528,1035.024
881,COMPLETE,8.998,7,345.000,0.6,7,,0.540,750.0,5250.000,2.0,1.750000e-05,0.130,0.000,8,10,0,0.998,0.339,4.968,0.833,0.672,0.456,1119.898
882,COMPLETE,5.987,7,345.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.000,5,10,0,0.987,0.335,4.950,0.809,0.654,0.456,1115.414
883,COMPLETE,7.987,7,285.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.000,7,10,0,0.987,0.280,3.967,0.829,0.615,0.528,1041.892
884,COMPLETE,5.987,7,345.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.000,5,10,0,0.987,0.335,4.950,0.809,0.654,0.456,1086.537
885,COMPLETE,9.993,7,225.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.000,9,10,0,0.993,0.219,2.896,0.851,0.641,0.559,932.313
886,COMPLETE,5.980,7,225.000,0.6,7,,0.560,750.0,3250.000,2.0,1.750000e-05,0.130,0.000,5,10,0,0.980,0.273,4.092,0.804,0.690,0.595,988.805
887,COMPLETE,6.966,7,195.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.000,6,10,0,0.966,0.188,2.293,0.802,0.688,0.618,882.605
888,COMPLETE,9.993,7,225.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.000,9,10,0,0.993,0.219,2.896,0.851,0.641,0.559,947.204
889,COMPLETE,9.993,7,225.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.000,9,10,0,0.993,0.219,2.896,0.851,0.641,0.559,935.208
890,COMPLETE,7.988,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.988,0.150,1.622,0.812,0.795,0.622,815.106
891,COMPLETE,7.988,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.988,0.150,1.622,0.812,0.795,0.622,797.566
892,COMPLETE,7.988,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.988,0.150,1.622,0.812,0.795,0.622,811.884
893,COMPLETE,7.988,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.988,0.150,1.622,0.812,0.795,0.622,816.287
894,COMPLETE,7.988,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.988,0.150,1.622,0.812,0.795,0.622,813.448
895,COMPLETE,7.988,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.988,0.150,1.622,0.812,0.795,0.622,805.163
896,COMPLETE,5.926,7,150.000,0.6,7,,0.540,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,5,10,0,0.926,0.147,1.517,0.768,0.727,0.497,793.317
897,COMPLETE,7.988,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.988,0.150,1.622,0.812,0.795,0.622,815.437
898,COMPLETE,7.995,7,150.000,0.6,7,,0.560,750.0,5500.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.995,0.144,1.501,0.838,0.737,0.538,795.478
899,COMPLETE,7.995,7,150.000,0.6,7,,0.560,750.0,5500.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.995,0.144,1.501,0.838,0.737,0.538,788.854
900,COMPLETE,7.995,7,150.000,0.6,7,,0.560,750.0,5500.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.995,0.144,1.501,0.838,0.737,0.538,801.037
901,COMPLETE,7.988,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.988,0.150,1.622,0.812,0.795,0.622,805.714
902,COMPLETE,7.995,7,150.000,0.6,7,,0.560,750.0,5500.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.995,0.144,1.501,0.838,0.737,0.538,785.556
903,COMPLETE,6.979,7,225.000,0.6,7,,0.560,750.0,5500.000,2.0,1.750000e-05,0.130,0.900,6,10,0,0.979,0.222,2.847,0.807,0.762,0.523,966.535
904,COMPLETE,7.995,7,150.000,0.6,7,,0.560,750.0,5500.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.995,0.144,1.501,0.838,0.737,0.538,806.624
905,COMPLETE,7.995,7,150.000,0.6,7,,0.560,750.0,5500.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.995,0.144,1.501,0.838,0.737,0.538,804.500
906,COMPLETE,7.988,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.988,0.150,1.622,0.812,0.795,0.622,805.584
907,COMPLETE,7.988,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.988,0.150,1.622,0.812,0.795,0.622,811.005
908,COMPLETE,7.988,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.988,0.150,1.622,0.812,0.795,0.622,811.283
909,COMPLETE,7.988,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.988,0.150,1.622,0.812,0.795,0.622,810.589
910,COMPLETE,7.988,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.988,0.150,1.622,0.812,0.795,0.622,805.168
911,COMPLETE,7.988,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.988,0.150,1.622,0.812,0.795,0.622,801.208
912,COMPLETE,7.988,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.988,0.150,1.622,0.812,0.795,0.622,808.358
913,COMPLETE,7.988,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.988,0.150,1.622,0.812,0.795,0.622,799.543
914,COMPLETE,7.995,7,150.000,0.6,7,,0.560,750.0,5500.000,2.0,1.750000e-05,0.130,0.900,7,10,0,0.995,0.144,1.501,0.838,0.737,0.538,788.911
915,COMPLETE,8.996,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.400,8,10,0,0.996,0.143,1.533,0.835,0.745,0.521,793.624
916,COMPLETE,8.996,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.400,8,10,0,0.996,0.143,1.533,0.835,0.745,0.521,808.454
917,COMPLETE,11.000,7,225.000,0.6,9,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.400,10,10,0,1.000,0.227,3.030,0.848,0.704,0.501,946.920
918,COMPLETE,8.997,7,150.000,0.6,7,,0.560,750.0,5500.000,2.0,1.750000e-05,0.130,0.400,8,10,0,0.997,0.143,1.450,0.829,0.754,0.546,799.635
919,COMPLETE,8.996,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.400,8,10,0,0.996,0.143,1.533,0.835,0.745,0.521,789.770
920,COMPLETE,8.996,7,150.000,0.6,7,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.400,8,10,0,0.996,0.143,1.533,0.835,0.745,0.521,790.876
921,COMPLETE,7.996,7,150.000,0.6,9,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.400,7,10,0,0.996,0.144,1.548,0.822,0.757,0.514,811.499
922,COMPLETE,7.996,7,150.000,0.6,9,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.400,7,10,0,0.996,0.144,1.548,0.822,0.757,0.514,804.619
923,COMPLETE,9.978,7,150.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.400,9,10,0,0.978,0.143,1.904,0.816,0.682,0.518,789.514
924,COMPLETE,7.987,7,150.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.900,7,10,0,0.987,0.142,1.902,0.824,0.755,0.582,792.288
925,COMPLETE,9.978,7,150.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.400,9,10,0,0.978,0.143,1.904,0.816,0.682,0.518,775.093
926,COMPLETE,6.991,7,150.000,0.6,3,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.400,6,10,0,0.991,0.136,1.790,0.815,0.686,0.516,723.153
927,COMPLETE,6.991,7,150.000,0.6,3,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.400,6,10,0,0.991,0.136,1.790,0.815,0.686,0.516,723.622
928,COMPLETE,9.978,7,150.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.400,9,10,0,0.978,0.143,1.904,0.816,0.682,0.518,790.154
929,COMPLETE,6.991,7,150.000,0.6,3,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.400,6,10,0,0.991,0.136,1.790,0.815,0.686,0.516,724.108
930,COMPLETE,7.984,7,345.000,0.6,3,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.400,7,10,0,0.984,0.328,5.135,0.802,0.673,0.506,1080.884
931,COMPLETE,8.994,7,150.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.140,0.400,8,10,0,0.994,0.141,1.872,0.827,0.722,0.562,792.094
932,COMPLETE,8.994,7,150.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.140,0.400,8,10,0,0.994,0.141,1.872,0.827,0.722,0.562,805.461
933,COMPLETE,4.943,7,150.000,0.6,9,,0.560,750.0,5500.000,2.0,1.000000e-05,0.140,0.400,4,10,0,0.943,0.138,1.768,0.773,0.669,0.545,795.422
934,COMPLETE,8.994,7,150.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.140,0.400,8,10,0,0.994,0.141,1.872,0.827,0.722,0.562,780.285
935,COMPLETE,8.994,7,150.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.140,0.400,8,10,0,0.994,0.141,1.872,0.827,0.722,0.562,792.896
936,COMPLETE,8.994,7,150.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.140,0.400,8,10,0,0.994,0.141,1.872,0.827,0.722,0.562,787.931
937,COMPLETE,6.992,7,225.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.140,0.400,6,10,0,0.992,0.217,3.189,0.816,0.683,0.560,929.713
938,COMPLETE,8.994,7,150.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.140,0.400,8,10,0,0.994,0.141,1.872,0.827,0.722,0.562,770.518
939,COMPLETE,8.994,7,150.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.140,0.400,8,10,0,0.994,0.141,1.872,0.827,0.722,0.562,792.940
940,COMPLETE,7.990,8,225.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.400,7,10,0,0.990,0.237,3.552,0.821,0.661,0.542,991.123
941,COMPLETE,5.989,8,225.000,0.6,9,,0.560,750.0,5500.000,2.0,1.000000e-05,0.140,0.400,5,10,0,0.989,0.238,3.534,0.806,0.697,0.537,990.832
942,COMPLETE,7.990,8,225.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.400,7,10,0,0.990,0.237,3.552,0.821,0.661,0.542,993.688
943,COMPLETE,6.984,8,225.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.140,0.400,6,10,0,0.984,0.238,3.568,0.807,0.692,0.536,979.378
944,COMPLETE,6.984,8,225.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.140,0.400,6,10,0,0.984,0.238,3.568,0.807,0.692,0.536,998.402
945,COMPLETE,6.984,8,225.000,0.6,9,,0.560,750.0,5250.000,2.0,1.000000e-05,0.140,0.400,6,10,0,0.984,0.238,3.568,0.807,0.692,0.536,983.291
946,COMPLETE,6.978,7,225.000,0.6,4,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.200,6,10,0,0.978,0.214,3.128,0.803,0.668,0.567,905.021
947,COMPLETE,6.978,7,225.000,0.6,4,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.200,6,10,0,0.978,0.214,3.128,0.803,0.668,0.567,899.316
948,COMPLETE,9.985,7,225.000,0.6,4,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.400,9,10,0,0.985,0.217,3.224,0.826,0.721,0.520,908.534
949,COMPLETE,9.985,7,225.000,0.6,4,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.400,9,10,0,0.985,0.217,3.224,0.826,0.721,0.520,907.300
950,COMPLETE,8.973,8,225.000,0.6,4,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.400,8,10,0,0.973,0.243,3.676,0.828,0.703,0.521,982.327
951,COMPLETE,9.998,8,195.000,0.6,4,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.400,9,10,0,0.998,0.212,3.122,0.836,0.696,0.537,934.242
952,COMPLETE,9.985,7,225.000,0.6,4,,0.560,750.0,5250.000,2.0,1.000000e-05,0.130,0.400,9,10,0,0.985,0.217,3.224,0.826,0.721,0.520,902.643
953,COMPLETE,5.958,7,225.000,0.6,4,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.400,5,10,0,0.958,0.217,3.040,0.785,0.666,0.552,905.382
954,COMPLETE,7.990,7,225.000,0.6,4,,0.560,750.0,4000.000,2.0,1.250000e-05,0.130,0.400,7,10,0,0.990,0.246,3.713,0.812,0.698,0.573,952.611
955,COMPLETE,8.992,7,225.000,0.6,7,,0.560,750.0,4250.000,2.0,1.250000e-05,0.130,0.000,8,10,0,0.992,0.245,3.665,0.824,0.652,0.584,958.333
956,COMPLETE,5.958,7,225.000,0.6,4,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.400,5,10,0,0.958,0.217,3.040,0.785,0.666,0.552,926.417
957,COMPLETE,5.958,7,225.000,0.6,4,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.400,5,10,0,0.958,0.217,3.040,0.785,0.666,0.552,914.103
958,COMPLETE,8.998,7,225.000,0.6,7,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.400,8,10,0,0.998,0.222,3.187,0.836,0.699,0.556,935.484
959,COMPLETE,8.998,7,225.000,0.6,7,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.400,8,10,0,0.998,0.222,3.187,0.836,0.699,0.556,938.686
960,COMPLETE,8.998,7,225.000,0.6,7,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.400,8,10,0,0.998,0.222,3.187,0.836,0.699,0.556,954.961
961,COMPLETE,8.998,7,225.000,0.6,7,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.400,8,10,0,0.998,0.222,3.187,0.836,0.699,0.556,938.594
962,COMPLETE,3.957,8,225.000,0.6,3,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.000,3,10,0,0.957,0.232,3.299,0.772,0.650,0.489,964.015
963,COMPLETE,8.996,8,225.000,0.6,3,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.400,8,10,0,0.996,0.242,3.521,0.832,0.662,0.573,971.681
964,COMPLETE,7.988,8,225.000,0.6,7,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.400,7,10,0,0.988,0.244,3.556,0.826,0.677,0.442,997.756
965,COMPLETE,8.995,8,225.000,0.6,7,,0.560,750.0,5250.000,2.0,1.250000e-05,0.110,0.400,8,10,0,0.995,0.250,3.686,0.849,0.722,0.587,1009.104
966,COMPLETE,9.986,8,225.000,0.6,3,,0.560,750.0,3250.000,2.0,1.250000e-05,0.130,0.400,9,10,0,0.986,0.301,4.780,0.828,0.681,0.552,1031.340
967,COMPLETE,6.995,8,225.000,0.6,7,,0.560,750.0,5250.000,2.0,2.500000e-05,0.130,0.400,6,10,0,0.995,0.249,3.005,0.821,0.696,0.533,1013.056
968,COMPLETE,5.968,8,195.000,0.6,7,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.400,5,10,0,0.968,0.208,2.898,0.792,0.707,0.570,933.337
969,COMPLETE,5.968,8,195.000,0.6,7,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.400,5,10,0,0.968,0.208,2.898,0.792,0.707,0.570,929.134
970,COMPLETE,9.999,8,225.000,0.6,4,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.400,9,10,0,0.999,0.246,3.609,0.838,0.720,0.521,992.690
971,COMPLETE,8.996,8,225.000,0.6,3,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.400,8,10,0,0.996,0.242,3.521,0.832,0.662,0.573,971.925
972,COMPLETE,7.992,8,225.000,0.6,3,,0.560,750.0,5500.000,2.0,1.250000e-05,0.130,0.400,7,10,0,0.992,0.239,3.443,0.823,0.696,0.539,954.366
973,COMPLETE,8.996,8,225.000,0.6,3,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.400,8,10,0,0.996,0.242,3.521,0.832,0.662,0.573,964.294
974,COMPLETE,4.987,8,195.000,0.6,3,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.400,4,10,0,0.987,0.210,2.938,0.805,0.702,0.578,931.584
975,COMPLETE,8.996,8,225.000,0.6,3,,0.560,750.0,5250.000,2.0,1.250000e-05,0.130,0.400,8,10,0,0.996,0.242,3.521,0.832,0.662,0.573,985.536
976,COMPLETE,8.988,8,225.000,0.6,8,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.500,8,10,0,0.988,0.247,3.342,0.813,0.702,0.611,988.769
977,COMPLETE,8.995,8,225.000,0.6,8,,0.560,750.0,5250.000,2.0,1.750000e-05,0.130,0.400,8,10,0,0.995,0.244,3.327,0.822,0.735,0.575,1016.642
978,COMPLETE,6.982,8,225.000,0.6,8,,0.560,750.0,5250.000,2.0,2.000000e-05,0.130,0.400,6,10,0,0.982,0.242,3.155,0.814,0.693,0.521,1010.392
979,COMPLETE,8.990,8,225.000,0.6,8,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.000,8,10,0,0.990,0.253,3.337,0.829,0.729,0.542,1009.790
