point,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,seed,comparison_group,outcome,stable_vertical_gravity,reached_gravity,retained_vertical,collapsed,gravity_reach_generation,vertical_reach_generation,partial_tilt_generation,partial_transposition_generation,max_comb_tilt,max_comb_tilt_generation,max_min_transposition,max_min_transposition_generation,min_success,min_success_generation,final_directional_bias,final_attention,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_transposition_gap,final_comb_tilt,final_success,final_payoff,elapsed_seconds
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,325,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,20,0.307,115,0.298,40,0.103,0,0.574,0.650,0.184,0.182,0.182,0.002,0.288,0.410,3.553,102.040
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,326,unsuccessful,gravity_without_vertical,false,true,false,false,40,42,36,30,0.896,106,0.852,105,0.109,0,0.782,0.776,0.790,0.722,0.722,0.069,0.748,0.411,3.731,99.959
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,327,unsuccessful,flat,false,false,false,false,not_reached,not_reached,41,20,0.555,42,0.300,38,0.099,0,0.788,0.785,0.206,0.201,0.201,0.005,0.222,0.474,4.265,99.286
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,328,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,21,0.344,75,0.440,49,0.109,0,0.653,0.844,0.150,0.375,0.150,0.226,0.230,0.459,4.079,101.664
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,329,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,16,0.343,24,0.354,24,0.101,0,0.805,0.842,0.201,0.202,0.201,0.001,0.165,0.447,4.015,97.992
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,330,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,29,0.330,27,0.345,71,0.100,0,0.787,0.687,0.252,0.212,0.212,0.041,0.149,0.434,3.824,101.422
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,331,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,9,0.362,72,0.324,17,0.109,0,0.750,0.768,0.266,0.244,0.244,0.022,0.229,0.417,3.695,98.507
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,332,unsuccessful,gravity_without_vertical,false,true,false,false,33,56,33,28,0.876,112,0.815,70,0.101,0,0.646,0.797,0.844,0.675,0.675,0.169,0.796,0.419,3.853,100.503
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,333,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,23,0.324,62,0.418,90,0.107,0,0.806,0.809,0.279,0.353,0.279,0.074,0.124,0.446,3.947,102.438
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,334,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,13,0.311,13,0.368,45,0.105,0,0.719,0.761,0.288,0.386,0.288,0.098,0.190,0.441,3.886,101.919
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,335,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,17,0.488,28,0.454,51,0.096,0,0.772,0.847,0.274,0.466,0.274,0.192,0.149,0.435,3.821,95.834
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,336,unsuccessful,gravity_without_vertical,false,true,false,false,87,not_reached,87,32,0.613,88,0.550,88,0.096,0,0.682,0.814,0.475,0.520,0.475,0.045,0.285,0.410,3.594,102.323
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,337,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,16,0.366,66,0.434,40,0.098,0,0.796,0.730,0.239,0.124,0.124,0.115,0.135,0.459,4.070,102.865
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,338,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,76,0.311,73,0.343,81,0.099,0,0.786,0.771,0.313,0.284,0.284,0.028,0.124,0.428,3.791,101.065
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,339,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,20,0.407,71,0.396,40,0.099,0,0.825,0.824,0.337,0.387,0.337,0.050,0.238,0.430,3.792,106.074
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,340,unsuccessful,gravity_without_vertical,false,true,false,false,49,not_reached,not_reached,14,0.484,68,0.512,59,0.110,0,0.803,0.844,0.167,0.371,0.167,0.205,0.173,0.457,4.055,86.873
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,341,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,15,0.291,119,0.485,64,0.103,0,0.798,0.849,0.185,0.231,0.185,0.046,0.274,0.447,3.995,94.897
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,342,unsuccessful,gravity_without_vertical,false,true,false,false,33,not_reached,31,13,0.514,31,0.583,58,0.106,0,0.797,0.720,0.324,0.316,0.316,0.009,0.141,0.460,4.092,98.179
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,343,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,24,0.456,24,0.406,67,0.091,0,0.709,0.842,0.315,0.466,0.315,0.150,0.127,0.428,3.783,98.695
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,344,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,16,0.249,69,0.316,36,0.103,0,0.762,0.791,0.170,0.243,0.170,0.073,0.181,0.453,4.054,100.191
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,345,unsuccessful,flat,false,false,false,false,not_reached,not_reached,27,23,0.500,27,0.288,29,0.106,0,0.851,0.688,0.165,0.197,0.165,0.033,0.288,0.438,3.874,100.738
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,346,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,19,0.421,51,0.414,75,0.104,0,0.834,0.754,0.264,0.228,0.228,0.036,0.248,0.420,3.718,102.917
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,347,unsuccessful,gravity_without_vertical,false,true,false,false,77,not_reached,76,23,0.713,83,0.673,83,0.105,0,0.727,0.804,0.304,0.215,0.215,0.088,0.160,0.440,3.888,101.317
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,348,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,15,0.405,25,0.436,38,0.109,0,0.734,0.775,0.304,0.235,0.235,0.069,0.225,0.428,3.758,98.006
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,349,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,17,0.365,107,0.413,81,0.098,0,0.754,0.774,0.168,0.287,0.168,0.119,0.214,0.440,3.932,98.023
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,350,unsuccessful,flat,false,false,false,false,not_reached,not_reached,29,45,0.515,30,0.292,115,0.100,0,0.787,0.787,0.316,0.197,0.197,0.119,0.210,0.427,3.749,100.083
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,351,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,45,0.386,52,0.396,52,0.092,0,0.825,0.759,0.335,0.239,0.239,0.096,0.149,0.442,3.942,101.631
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,352,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,38,0.293,31,0.398,88,0.100,0,0.801,0.761,0.383,0.416,0.383,0.033,0.157,0.428,3.747,100.026
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,353,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,21,0.424,33,0.435,36,0.102,0,0.681,0.784,0.191,0.320,0.191,0.129,0.197,0.449,3.971,96.498
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,354,unsuccessful,gravity_without_vertical,false,true,false,false,32,not_reached,not_reached,12,0.464,30,0.685,42,0.103,0,0.909,0.844,0.192,0.202,0.192,0.010,0.220,0.465,4.196,95.282
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,355,unsuccessful,flat,false,false,false,false,not_reached,not_reached,26,21,0.605,33,0.362,72,0.099,0,0.738,0.750,0.210,0.251,0.210,0.041,0.332,0.420,3.719,95.703
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,356,unsuccessful,gravity_without_vertical,false,true,false,false,54,not_reached,not_reached,42,0.493,58,0.502,54,0.106,0,0.708,0.708,0.274,0.344,0.274,0.071,0.163,0.420,3.661,104.609
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,357,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,23,0.299,21,0.479,116,0.106,0,0.776,0.719,0.425,0.348,0.348,0.078,0.119,0.417,3.619,98.015
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,358,unsuccessful,gravity_without_vertical,false,true,false,false,94,not_reached,not_reached,23,0.390,26,0.574,99,0.097,0,0.868,0.743,0.374,0.394,0.374,0.020,0.158,0.439,3.882,98.208
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,359,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,21,0.498,74,0.379,94,0.110,0,0.878,0.782,0.326,0.300,0.300,0.025,0.203,0.428,3.826,92.794
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,360,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,23,0.312,64,0.435,100,0.105,0,0.840,0.869,0.303,0.343,0.303,0.041,0.186,0.450,4.054,103.226
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,361,successful,success,true,true,true,false,68,86,69,20,0.903,95,0.872,96,0.101,0,0.755,0.859,0.887,0.803,0.803,0.083,0.858,0.445,4.204,100.067
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,362,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,42,0.348,111,0.348,47,0.107,0,0.807,0.830,0.225,0.127,0.127,0.098,0.212,0.421,3.768,102.035
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,363,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,16,0.394,25,0.374,89,0.117,0,0.823,0.892,0.269,0.263,0.263,0.005,0.230,0.451,4.020,100.199
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,364,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,18,0.414,28,0.363,76,0.113,0,0.746,0.852,0.423,0.283,0.283,0.140,0.145,0.455,4.018,98.046
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,365,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,14,0.438,19,0.382,83,0.103,0,0.818,0.802,0.190,0.208,0.190,0.018,0.228,0.448,4.012,106.284
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,366,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,23,0.260,110,0.324,92,0.105,0,0.806,0.771,0.291,0.250,0.250,0.042,0.209,0.439,3.889,98.184
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,367,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,14,0.418,15,0.460,40,0.109,0,0.784,0.734,0.172,0.222,0.172,0.050,0.156,0.443,3.911,92.186
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,368,unsuccessful,gravity_without_vertical,false,true,false,false,45,not_reached,43,13,0.515,43,0.510,46,0.101,0,0.791,0.849,0.357,0.243,0.243,0.114,0.140,0.409,3.610,97.834
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,369,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,44,0.346,98,0.392,112,0.116,0,0.807,0.547,0.366,0.344,0.344,0.022,0.332,0.417,3.624,99.927
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,370,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,45,0.347,90,0.407,112,0.094,0,0.810,0.841,0.247,0.351,0.247,0.105,0.120,0.440,3.888,102.567
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,371,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,17,0.377,24,0.396,74,0.099,0,0.724,0.750,0.137,0.266,0.137,0.129,0.197,0.423,3.737,100.563
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,372,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,43,0.402,50,0.333,110,0.099,0,0.839,0.824,0.227,0.235,0.227,0.007,0.156,0.475,4.255,102.309
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,373,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,20,0.419,43,0.341,114,0.102,0,0.717,0.812,0.328,0.286,0.286,0.042,0.259,0.420,3.717,98.031
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,374,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,113,18,0.555,114,0.487,114,0.101,0,0.807,0.699,0.408,0.369,0.369,0.039,0.397,0.433,3.887,101.281
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,375,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,24,0.406,24,0.354,113,0.100,0,0.758,0.723,0.269,0.271,0.269,0.001,0.128,0.431,3.774,94.692
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,376,unsuccessful,gravity_without_vertical,false,true,false,false,110,not_reached,not_reached,16,0.488,119,0.547,120,0.090,0,0.736,0.829,0.719,0.547,0.547,0.173,0.453,0.410,3.613,98.141
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,377,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,14,0.350,102,0.411,24,0.104,0,0.795,0.788,0.121,0.184,0.121,0.063,0.194,0.468,4.202,95.519
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,378,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,18,0.432,50,0.465,75,0.091,0,0.794,0.798,0.261,0.276,0.261,0.015,0.193,0.444,3.961,94.594
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,379,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,53,0.323,14,0.339,62,0.105,0,0.789,0.826,0.194,0.191,0.191,0.003,0.247,0.427,3.789,99.625
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,380,unsuccessful,gravity_without_vertical,false,true,false,false,35,not_reached,113,16,0.564,114,0.580,96,0.106,0,0.702,0.816,0.419,0.476,0.419,0.057,0.391,0.424,3.758,94.205
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,381,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,34,0.463,119,0.436,55,0.105,0,0.690,0.735,0.331,0.371,0.331,0.040,0.384,0.405,3.565,100.638
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,382,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,75,0.385,114,0.361,117,0.101,0,0.708,0.751,0.449,0.319,0.319,0.130,0.335,0.428,3.792,103.519
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,383,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,25,18,0.657,31,0.399,98,0.101,0,0.731,0.682,0.289,0.328,0.289,0.039,0.209,0.413,3.621,97.671
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,384,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,30,0.396,31,0.390,107,0.100,0,0.728,0.710,0.131,0.309,0.131,0.178,0.221,0.434,3.821,95.210
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,385,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,55,0.487,24,0.346,70,0.103,0,0.896,0.696,0.204,0.240,0.204,0.036,0.247,0.434,3.827,96.416
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,386,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,42,0.417,78,0.304,42,0.103,0,0.808,0.831,0.185,0.187,0.185,0.002,0.151,0.464,4.163,99.787
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,387,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,22,0.446,37,0.379,30,0.105,0,0.835,0.784,0.245,0.389,0.245,0.144,0.225,0.447,3.962,103.136
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,388,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,21,0.364,31,0.410,118,0.102,0,0.756,0.777,0.386,0.342,0.342,0.044,0.157,0.426,3.701,98.562
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,389,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,17,0.461,21,0.391,64,0.100,0,0.687,0.738,0.353,0.460,0.353,0.107,0.169,0.436,3.808,98.501
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,390,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,19,0.407,115,0.347,119,0.098,0,0.671,0.631,0.380,0.304,0.304,0.076,0.332,0.379,3.232,100.847
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,391,successful,success,true,true,true,false,48,81,39,26,0.845,120,0.823,106,0.098,0,0.844,0.626,0.773,0.807,0.773,0.033,0.845,0.432,4.032,84.018
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,392,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,20,0.474,22,0.295,29,0.102,0,0.739,0.732,0.143,0.280,0.143,0.137,0.253,0.410,3.567,98.189
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,393,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,41,0.494,48,0.296,46,0.111,0,0.728,0.764,0.161,0.146,0.146,0.015,0.282,0.439,3.908,97.657
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,394,unsuccessful,gravity_without_vertical,false,true,false,false,75,not_reached,26,16,0.697,114,0.763,118,0.096,0,0.856,0.742,0.661,0.782,0.661,0.121,0.587,0.440,4.029,90.384
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,395,successful,success,true,true,true,false,36,64,37,17,0.898,87,0.853,71,0.105,0,0.921,0.660,0.803,0.758,0.758,0.046,0.818,0.428,3.995,100.917
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,396,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,29,0.313,35,0.388,38,0.120,0,0.696,0.815,0.232,0.338,0.232,0.105,0.175,0.412,3.635,99.028
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,397,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,45,0.395,34,0.388,74,0.092,0,0.786,0.768,0.173,0.629,0.173,0.456,0.138,0.420,3.642,102.174
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,7,0.220,14,1.000,0.100,7.500,0.020,0.090,0.300,398,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,33,0.380,26,0.350,74,0.108,0,0.803,0.791,0.280,0.350,0.280,0.070,0.135,0.457,4.070,96.816
